species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
ABK,FRE_WHL,TOTAL,EUR_T,EE,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,FRE_WHL,TOTAL,EUR_T,EU,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,FRE_WHL,TOTAL,EUR_T,TOTAL,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,FRE_WHL,TOTAL,TPW,EE,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABK,FRE_WHL,TOTAL,TPW,EU,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABK,FRE_WHL,TOTAL,TPW,TOTAL,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABK,TOTAL,HCN,EUR,EE,EE	3307.9828 	3121.782 	2299.5791 	3286.9057 	3997.0764 	3636.5615 	3560.7425 	2616.824 	1974.888 	1604.4636 	2270.0676 	2775.1566 	: 	: 
ABK,TOTAL,HCN,EUR,EU,EE	3307.9828 	3121.782 	2299.5791 	3286.9057 	3997.0764 	3636.5615 	3560.7425 	2616.824 	1974.888 	1604.4636 	2270.0676 	2775.1566 	: 	: 
ABK,TOTAL,HCN,EUR,TOTAL,EE	3307.9828 	3121.782 	2299.5791 	3286.9057 	3997.0764 	3636.5615 	3560.7425 	2616.824 	1974.888 	1604.4636 	2270.0676 	2775.1566 	: 	: 
ABK,TOTAL,HCN,EUR_T,EE,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,TOTAL,HCN,EUR_T,EU,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,TOTAL,HCN,EUR_T,TOTAL,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,TOTAL,HCN,TPW,EE,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABK,TOTAL,HCN,TPW,EU,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABK,TOTAL,HCN,TPW,TOTAL,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABK,TOTAL,TOTAL,EUR,EE,EE	3307.9828 	3121.782 	2299.5791 	3286.9057 	3997.0764 	3636.5615 	3560.7425 	2616.824 	1974.888 	1604.4636 	2270.0676 	2775.1566 	: 	: 
ABK,TOTAL,TOTAL,EUR,EU,EE	3307.9828 	3121.782 	2299.5791 	3286.9057 	3997.0764 	3636.5615 	3560.7425 	2616.824 	1974.888 	1604.4636 	2270.0676 	2775.1566 	: 	: 
ABK,TOTAL,TOTAL,EUR,TOTAL,EE	3307.9828 	3121.782 	2299.5791 	3286.9057 	3997.0764 	3636.5615 	3560.7425 	2616.824 	1974.888 	1604.4636 	2270.0676 	2775.1566 	: 	: 
ABK,TOTAL,TOTAL,EUR_T,EE,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,TOTAL,TOTAL,EUR_T,EU,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,TOTAL,TOTAL,EUR_T,TOTAL,EE	90.1203 	97.672 	78.5861 	110.41 	131.31 	117.65 	107.09 	116.2 	91.43 	69.82 	68.52 	71.58 	: 	: 
ABK,TOTAL,TOTAL,TPW,EE,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABK,TOTAL,TOTAL,TPW,EU,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABK,TOTAL,TOTAL,TPW,TOTAL,EE	36.7063 	31.9619 	29.2619 	29.77 	30.44 	30.91 	33.25 	22.52 	21.6 	22.98 	33.13 	38.77 	: 	: 
ABZ,FRE,ANF,EUR,EE,EE	: 	: 	: 	: 	2 	37 	11.4 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,ANF,EUR,EU,EE	: 	: 	: 	: 	2 	37 	11.4 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,ANF,EUR,TOTAL,EE	: 	: 	: 	: 	2 	37 	11.4 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,ANF,EUR_T,EE,EE	: 	: 	: 	: 	50 	50 	60 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,ANF,EUR_T,EU,EE	: 	: 	: 	: 	50 	50 	60 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,ANF,EUR_T,TOTAL,EE	: 	: 	: 	: 	50 	50 	60 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,ANF,TPW,EE,EE	: 	: 	: 	: 	0.04 	0.74 	0.19 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,ANF,TPW,EU,EE	: 	: 	: 	: 	0.04 	0.74 	0.19 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,ANF,TPW,TOTAL,EE	: 	: 	: 	: 	0.04 	0.74 	0.19 	: 	: 	: 	: 	: 	: 	: 
ABZ,FRE,HCN,EUR,EE,EE	4.5 	3.0492 	13.8169 	49.5 	: 	: 	: 	7.5 	: 	: 	1.4144 	: 	: 	: 
