species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 
F20,TOTAL,TOTAL,EUR_T,RO,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F20,TOTAL,TOTAL,EUR_T,TOTAL,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F20,TOTAL,TOTAL,TPW,EU,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F20,TOTAL,TOTAL,TPW,RO,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F20,TOTAL,TOTAL,TPW,TOTAL,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE,HCN,EUR,EU,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE,HCN,EUR,RO,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE,HCN,EUR,TOTAL,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE,HCN,EUR_T,EU,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE,HCN,EUR_T,RO,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE,HCN,EUR_T,TOTAL,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE,HCN,TPW,EU,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE,HCN,TPW,RO,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE,HCN,TPW,TOTAL,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE,TOTAL,EUR,EU,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE,TOTAL,EUR,RO,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE,TOTAL,EUR,TOTAL,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE,TOTAL,EUR_T,EU,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE,TOTAL,EUR_T,RO,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE,TOTAL,EUR_T,TOTAL,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE,TOTAL,TPW,EU,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE,TOTAL,TPW,RO,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE,TOTAL,TPW,TOTAL,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE_WHL,HCN,EUR,EU,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE_WHL,HCN,EUR,RO,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE_WHL,HCN,EUR,TOTAL,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE_WHL,HCN,EUR_T,EU,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE_WHL,HCN,EUR_T,RO,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE_WHL,HCN,EUR_T,TOTAL,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE_WHL,HCN,TPW,EU,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE_WHL,HCN,TPW,RO,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE_WHL,HCN,TPW,TOTAL,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE_WHL,TOTAL,EUR,EU,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE_WHL,TOTAL,EUR,RO,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE_WHL,TOTAL,EUR,TOTAL,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,FRE_WHL,TOTAL,EUR_T,EU,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE_WHL,TOTAL,EUR_T,RO,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,FRE_WHL,TOTAL,TPW,EU,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE_WHL,TOTAL,TPW,RO,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,FRE_WHL,TOTAL,TPW,TOTAL,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,TOTAL,HCN,EUR,EU,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,TOTAL,HCN,EUR,RO,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,TOTAL,HCN,EUR,TOTAL,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,TOTAL,HCN,EUR_T,EU,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,TOTAL,HCN,EUR_T,RO,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,TOTAL,HCN,EUR_T,TOTAL,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,TOTAL,HCN,TPW,EU,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,TOTAL,HCN,TPW,RO,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,TOTAL,HCN,TPW,TOTAL,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,TOTAL,TOTAL,EUR,EU,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,TOTAL,TOTAL,EUR,RO,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,TOTAL,TOTAL,EUR,TOTAL,RO	9708.7882 	28530.9711 e	37891.8092 	53520.5491 	20017.9235 	55705.7321 	52726.8852 	98235.1212 	100296.4789 	141996.2738 	117942.4843 	9444.4281 	2726.7569 
F24,TOTAL,TOTAL,EUR_T,EU,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,TOTAL,TOTAL,EUR_T,RO,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,TOTAL,TOTAL,EUR_T,TOTAL,RO	2048.2676 	3091.1128 e	2749.1699 	2386.6466 	1819.8112 	1613.7702 	2067.721 	2065.8028 	2132.4704 	1999.9475 	2482.9997 	1049.3809 	717.5676 
F24,TOTAL,TOTAL,TPW,EU,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,TOTAL,TOTAL,TPW,RO,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F24,TOTAL,TOTAL,TPW,TOTAL,RO	4.74 	9.23 e	13.783 	22.425 	11 	34.519 	25.5 	47.553 	47.033 	71 	47.5 	9 	3.8 
F30,FRE,HCN,EUR,EU,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE,HCN,EUR,RO,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE,HCN,EUR,TOTAL,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE,HCN,EUR_T,EU,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE,HCN,EUR_T,RO,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE,HCN,EUR_T,TOTAL,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE,HCN,TPW,EU,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE,HCN,TPW,RO,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE,HCN,TPW,TOTAL,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE,TOTAL,EUR,EU,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE,TOTAL,EUR,RO,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE,TOTAL,EUR,TOTAL,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE,TOTAL,EUR_T,EU,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE,TOTAL,EUR_T,RO,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE,TOTAL,EUR_T,TOTAL,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE,TOTAL,TPW,EU,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE,TOTAL,TPW,RO,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE,TOTAL,TPW,TOTAL,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE_WHL,HCN,EUR,EU,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE_WHL,HCN,EUR,RO,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE_WHL,HCN,EUR,TOTAL,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE_WHL,HCN,EUR_T,EU,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE_WHL,HCN,EUR_T,RO,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE_WHL,HCN,EUR_T,TOTAL,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE_WHL,HCN,TPW,EU,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE_WHL,HCN,TPW,RO,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE_WHL,HCN,TPW,TOTAL,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE_WHL,TOTAL,EUR,EU,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE_WHL,TOTAL,EUR,RO,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE_WHL,TOTAL,EUR,TOTAL,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,FRE_WHL,TOTAL,EUR_T,EU,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE_WHL,TOTAL,EUR_T,RO,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,FRE_WHL,TOTAL,TPW,EU,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE_WHL,TOTAL,TPW,RO,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,FRE_WHL,TOTAL,TPW,TOTAL,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,TOTAL,HCN,EUR,EU,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,TOTAL,HCN,EUR,RO,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,TOTAL,HCN,EUR,TOTAL,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,TOTAL,HCN,EUR_T,EU,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,TOTAL,HCN,EUR_T,RO,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,TOTAL,HCN,EUR_T,TOTAL,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,TOTAL,HCN,TPW,EU,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,TOTAL,HCN,TPW,RO,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,TOTAL,HCN,TPW,TOTAL,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,TOTAL,TOTAL,EUR,EU,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,TOTAL,TOTAL,EUR,RO,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,TOTAL,TOTAL,EUR,TOTAL,RO	667449.2057 	586358.7367 e	662684.3532 	677790.4853 	588030.918 	484215.856 	347825.6723 	439143.9483 	379933.1628 	443671.7872 	540242.4893 	687344.4671 	580052.7306 
F30,TOTAL,TOTAL,EUR_T,EU,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,TOTAL,TOTAL,EUR_T,RO,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,TOTAL,TOTAL,EUR_T,TOTAL,RO	3719.6233 	3720.7865 e	2613.5724 	2157.8949 	2554.7679 	1821.689 	1791.0694 	1628.0449 	2076.251 	1725.0069 	1363.9043 	1391.3856 	949.1945 
F30,TOTAL,TOTAL,TPW,EU,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,TOTAL,TOTAL,TPW,RO,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F30,TOTAL,TOTAL,TPW,TOTAL,RO	179.44 	157.59 e	253.555 	314.098 	230.17 	265.806 	194.2 	269.737 	182.99 	257.2 	396.1 	494 	611.1 
F31,FRE,HCN,EUR,EU,RO	459325.7412 	378217.4731 e	308431.8173 	270707.1947 	346249.8028 	236707.197 	202498.1499 	219464.0303 	231263.2641 	257140.4997 	273319.6656 	341798.3397 	180384.5937 
F31,FRE,HCN,EUR,RO,RO	459325.7412 	378217.4731 e	308431.8173 	270707.1947 	346249.8028 	236707.197 	202498.1499 	219464.0303 	231263.2641 	257140.4997 	273319.6656 	341798.3397 	180384.5937 
F31,FRE,HCN,EUR,TOTAL,RO	459325.7412 	378217.4731 e	308431.8173 	270707.1947 	346249.8028 	236707.197 	202498.1499 	219464.0303 	231263.2641 	257140.4997 	273319.6656 	341798.3397 	180384.5937 
F31,FRE,HCN,EUR_T,EU,RO	7971.6373 	8755.0341 e	10531.3558 	8689.8817 	8020.6116 	5483.141 	4709.2593 	5074.5475 	4793.2197 	5247.7653 	5802.9653 	5996.4621 	5672.4715 
F31,FRE,HCN,EUR_T,RO,RO	7971.6373 	8755.0341 e	10531.3558 	8689.8817 	8020.6116 	5483.141 	4709.2593 	5074.5475 	4793.2197 	5247.7653 	5802.9653 	5996.4621 	5672.4715 
F31,FRE,HCN,EUR_T,TOTAL,RO	7971.6373 	8755.0341 e	10531.3558 	8689.8817 	8020.6116 	5483.141 	4709.2593 	5074.5475 	4793.2197 	5247.7653 	5802.9653 	5996.4621 	5672.4715 
F31,FRE,HCN,TPW,EU,RO	57.62 	43.2 e	29.287 	31.152 	43.17 	43.17 	43 	43.248 	48.248 	49 	47.1 	57 	31.8 
F31,FRE,HCN,TPW,RO,RO	57.62 	43.2 e	29.287 	31.152 	43.17 	43.17 	43 	43.248 	48.248 	49 	47.1 	57 	31.8 
F31,FRE,HCN,TPW,TOTAL,RO	57.62 	43.2 e	29.287 	31.152 	43.17 	43.17 	43 	43.248 	48.248 	49 	47.1 	57 	31.8 
F31,FRE,TOTAL,EUR,EU,RO	459325.7412 	378217.4731 e	308431.8173 	270707.1947 	346249.8028 	236707.197 	202498.1499 	219464.0303 	231263.2641 	257140.4997 	273319.6656 	341798.3397 	180384.5937 
F31,FRE,TOTAL,EUR,RO,RO	459325.7412 	378217.4731 e	308431.8173 	270707.1947 	346249.8028 	236707.197 	202498.1499 	219464.0303 	231263.2641 	257140.4997 	273319.6656 	341798.3397 	180384.5937 
F31,FRE,TOTAL,EUR,TOTAL,RO	459325.7412 	378217.4731 e	308431.8173 	270707.1947 	346249.8028 	236707.197 	202498.1499 	219464.0303 	231263.2641 	257140.4997 	273319.6656 	341798.3397 	180384.5937 
F31,FRE,TOTAL,EUR_T,EU,RO	7971.6373 	8755.0341 e	10531.3558 	8689.8817 	8020.6116 	5483.141 	4709.2593 	5074.5475 	4793.2197 	5247.7653 	5802.9653 	5996.4621 	5672.4715 
F31,FRE,TOTAL,EUR_T,RO,RO	7971.6373 	8755.0341 e	10531.3558 	8689.8817 	8020.6116 	5483.141 	4709.2593 	5074.5475 	4793.2197 	5247.7653 	5802.9653 	5996.4621 	5672.4715 
F31,FRE,TOTAL,EUR_T,TOTAL,RO	7971.6373 	8755.0341 e	10531.3558 	8689.8817 	8020.6116 	5483.141 	4709.2593 	5074.5475 	4793.2197 	5247.7653 	5802.9653 	5996.4621 	5672.4715 
F31,FRE,TOTAL,TPW,EU,RO	57.62 	43.2 e	29.287 	31.152 	43.17 	43.17 	43 	43.248 	48.248 	49 	47.1 	57 	31.8 
F31,FRE,TOTAL,TPW,RO,RO	57.62 	43.2 e	29.287 	31.152 	43.17 	43.17 	43 	43.248 	48.248 	49 	47.1 	57 	31.8 
F31,FRE,TOTAL,TPW,TOTAL,RO	57.62 	43.2 e	29.287 	31.152 	43.17 	43.17 	43 	43.248 	48.248 	49 	47.1 	57 	31.8 
