species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
FIT,TOTAL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	7800 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FIT,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	2.6 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,EUR,CY,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,EUR,EU,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,EUR,TOTAL,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,EUR_T,CY,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,EUR_T,EU,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,EUR_T,TOTAL,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,TPW,CY,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,TPW,EU,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,HCN,TPW,TOTAL,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,EUR,CY,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,EUR,EU,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,EUR,TOTAL,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,EUR_T,CY,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,EUR_T,EU,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,TPW,CY,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,TPW,EU,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE,TOTAL,TPW,TOTAL,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,EUR,CY,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,EUR,EU,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,EUR,TOTAL,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,EUR_T,CY,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,EUR_T,EU,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,TPW,CY,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,TPW,EU,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,HCN,TPW,TOTAL,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,EUR,CY,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,EUR,EU,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,EUR_T,CY,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,EUR_T,EU,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,TPW,CY,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,TPW,EU,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,FRE_WHL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,EUR,CY,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,EUR,EU,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,EUR,TOTAL,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,EUR_T,CY,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,EUR_T,EU,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,TPW,CY,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,TPW,EU,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,EUR,CY,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,EUR,EU,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	481 	142 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,EUR_T,CY,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,EUR_T,EU,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	4810 	1420 	2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FLX,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,EUR,CY,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,EUR,EU,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,EUR,TOTAL,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,EUR_T,CY,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,EUR_T,EU,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,EUR_T,TOTAL,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,TPW,CY,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,TPW,EU,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,HCN,TPW,TOTAL,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,EUR,CY,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,EUR,EU,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,EUR,TOTAL,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,EUR_T,CY,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,EUR_T,EU,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,EUR_T,TOTAL,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,TPW,CY,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,TPW,EU,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE,TOTAL,TPW,TOTAL,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,EUR,CY,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,EUR,EU,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,EUR,TOTAL,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,EUR_T,CY,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,EUR_T,EU,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,EUR_T,TOTAL,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,TPW,CY,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,TPW,EU,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,HCN,TPW,TOTAL,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,EUR,CY,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,EUR,EU,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,EUR,TOTAL,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,EUR_T,CY,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,EUR_T,EU,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,TPW,CY,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,TPW,EU,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,FRE_WHL,TOTAL,TPW,TOTAL,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,EUR,CY,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,EUR,EU,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,EUR,TOTAL,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,EUR_T,CY,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,EUR_T,EU,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,EUR_T,TOTAL,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,TPW,CY,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,TPW,EU,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,HCN,TPW,TOTAL,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,EUR,CY,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,EUR,EU,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,EUR,TOTAL,CY	22.05 	6 	: 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,EUR_T,CY,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,EUR_T,EU,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,EUR_T,TOTAL,CY	1500 	3000 	: 	6000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,TPW,CY,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,TPW,EU,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,TOTAL,TOTAL,TPW,TOTAL,CY	0.0147 	0.002 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,EUR,CY,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,EUR,EU,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,EUR,TOTAL,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,EUR_T,CY,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,EUR_T,EU,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,EUR_T,TOTAL,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,TPW,CY,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,TPW,EU,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE,HCN,TPW,TOTAL,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,EUR,CY,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,EUR,EU,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,EUR,TOTAL,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,EUR_T,CY,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,EUR_T,EU,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,EUR_T,TOTAL,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,TPW,CY,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,TPW,EU,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE,TOTAL,TPW,TOTAL,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,EUR,CY,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,EUR,EU,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,EUR,TOTAL,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,EUR_T,CY,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	0 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,EUR_T,EU,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,EUR_T,TOTAL,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,TPW,CY,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,TPW,EU,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,HCN,TPW,TOTAL,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,EUR,CY,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,EUR,EU,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,EUR,TOTAL,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,EUR_T,CY,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,EUR_T,EU,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,TPW,CY,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,TPW,EU,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,FRE_WHL,TOTAL,TPW,TOTAL,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,EUR,CY,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,EUR,EU,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,EUR,TOTAL,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,EUR_T,CY,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,EUR_T,EU,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,EUR_T,TOTAL,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,TPW,CY,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,TPW,EU,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,HCN,TPW,TOTAL,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,EUR,CY,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,EUR,EU,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,EUR,TOTAL,CY	875.292 	390 	600 	780 	567.0006 	250 	750 	0 	200 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,EUR_T,CY,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,EUR_T,EU,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,EUR_T,TOTAL,CY	4180 	3000 	3000 	3900 	2497.8 	2500 	2500 	: 	2000 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,TPW,CY,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,TPW,EU,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FOX,TOTAL,TOTAL,TPW,TOTAL,CY	0.2094 	0.13 	0.2 	0.2 	0.227 	0.1 	0.3 	0 	0.1 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,EUR,CY,CY	1965.74 	: 	: 	1750 	: 	13250 	27750 	31773 	: 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,EUR,EU,CY	1965.74 	: 	: 	1750 	: 	13250 	27750 	31773 	: 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,EUR,TOTAL,CY	1965.74 	: 	: 	1750 	: 	13250 	27750 	31773 	: 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,EUR_T,CY,CY	2660 	: 	: 	2500 	: 	2500 	2500 	3570 	: 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,EUR_T,EU,CY	2660 	: 	: 	2500 	: 	2500 	2500 	3570 	: 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,EUR_T,TOTAL,CY	2660 	: 	: 	2500 	: 	2500 	2500 	3570 	: 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,TPW,CY,CY	0.739 	: 	: 	0.7 	: 	5.3 	11.1 	8.9 	: 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,TPW,EU,CY	0.739 	: 	: 	0.7 	: 	5.3 	11.1 	8.9 	: 	: 	: 	: 	: 	: 	: 
FRZ,FRE,HCN,TPW,TOTAL,CY	0.739 	: 	: 	0.7 	: 	5.3 	11.1 	8.9 	: 	: 	: 	: 	: 	: 	: 
