species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
F01,FRE,ANF,EUR_T,EU,LT	169.8826 	156.59 	174.7 	182.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE,ANF,EUR_T,LT,LT	169.8826 	156.59 	174.7 	182.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE,ANF,EUR_T,TOTAL,LT	169.8826 	156.59 	174.7 	182.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE,ANF,TPW,EU,LT	5.96 	10.223 	52.35 	83.945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE,ANF,TPW,LT,LT	5.96 	10.223 	52.35 	83.945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE,ANF,TPW,TOTAL,LT	5.96 	10.223 	52.35 	83.945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE,HCN,EUR,EE,LT	: 	: 	: 	: 	: 	: 	24335.5194 	36172.9261 	: 	: 	: 	: 	: 	: 
F01,FRE,HCN,EUR,EU,LT	1348959.7171 	1568503.2885 	1770563.1002 	1495007.1658 	1362384.6 	2075011.5318 	2954417.9392 	6908335.8713 	3298627.5302 	2642509.898 	3090519.5624 	4395862.4697 	4824939.0552 	4565315.1905 
F01,FRE,HCN,EUR,LT,LT	1348959.7171 	1568503.2885 	1770563.1002 	1495007.1658 	1362384.6 	2075011.5318 	2930082.4198 	6872162.9452 	3298627.5302 	2642509.898 	3090519.5624 	4395862.4697 	: 	: 
F01,FRE,HCN,EUR,TOTAL,LT	1348959.7171 	1568503.2885 	1770563.1002 	1495007.1658 	1362384.6 	2075011.5318 	2954417.9392 	6908335.8713 	3298627.5302 	2642509.898 	3090519.5624 	4395862.4697 	4824939.0552 	4565315.1905 
F01,FRE,HCN,EUR_T,EE,LT	: 	: 	: 	: 	: 	: 	1224.4903 	1539.2735 	: 	: 	: 	: 	: 	: 
F01,FRE,HCN,EUR_T,EU,LT	758.368 	941.4175 	804.4744 	769.7882 	689.2217 	819.5841 	985.5869 	1161.6701 	1013.1231 	813.2802 	1037.1219 	936.0666 	922.7093 	664.0845 
F01,FRE,HCN,EUR_T,LT,LT	758.368 	941.4175 	804.4744 	769.7882 	689.2217 	819.5841 	983.9924 	1160.172 	1013.1231 	813.2802 	1037.1219 	936.0666 	: 	: 
F01,FRE,HCN,EUR_T,TOTAL,LT	758.368 	941.4175 	804.4744 	769.7882 	689.2217 	819.5841 	985.5869 	1161.6701 	1013.1231 	813.2802 	1037.1219 	936.0666 	922.7093 	664.0845 
F01,FRE,HCN,TPW,EE,LT	: 	: 	: 	: 	: 	: 	19.874 	23.5 	: 	: 	: 	: 	: 	: 
F01,FRE,HCN,TPW,EU,LT	1778.7667 	1666.108 	2200.8943 	1942.102 	1976.7 	2531.786 	2997.623 	5946.9 	3255.9 	3249.2 	2979.9 	4696.1 	5229.1 	6874.6 
F01,FRE,HCN,TPW,LT,LT	1778.7667 	1666.108 	2200.8943 	1942.102 	1976.7 	2531.786 	2977.749 	5923.4 	3255.9 	3249.2 	2979.9 	4696.1 	: 	: 
F01,FRE,HCN,TPW,TOTAL,LT	1778.7667 	1666.108 	2200.8943 	1942.102 	1976.7 	2531.786 	2997.623 	5946.9 	3255.9 	3249.2 	2979.9 	4696.1 	5229.1 	6874.6 
F01,FRE,TOTAL,EUR,EE,LT	: 	: 	: 	: 	: 	: 	24335.5194 	36172.9261 	: 	: 	: 	: 	: 	: 
F01,FRE,TOTAL,EUR,EU,LT	1349972.2174 	1570104.1081 	1779708.6452 	1510337.2017 	1362384.6 	2075011.5318 	2954417.9392 	6908335.8713 	3298627.5302 	2642509.898 	3090519.5624 	4395862.4697 	4824939.0552 	4565315.1905 
F01,FRE,TOTAL,EUR,LT,LT	1349972.2174 	1570104.1081 	1779708.6452 	1510337.2017 	1362384.6 	2075011.5318 	2930082.4198 	6872162.9452 	3298627.5302 	2642509.898 	3090519.5624 	4395862.4697 	: 	: 
F01,FRE,TOTAL,EUR,TOTAL,LT	1349972.2174 	1570104.1081 	1779708.6452 	1510337.2017 	1362384.6 	2075011.5318 	2954417.9392 	6908335.8713 	3298627.5302 	2642509.898 	3090519.5624 	4395862.4697 	4824939.0552 	4565315.1905 
F01,FRE,TOTAL,EUR_T,EE,LT	: 	: 	: 	: 	: 	: 	1224.4903 	1539.2735 	: 	: 	: 	: 	: 	: 
F01,FRE,TOTAL,EUR_T,EU,LT	756.4028 	936.6313 	789.8427 	745.4601 	689.2217 	819.5841 	985.5869 	1161.6701 	1013.1231 	813.2802 	1037.1219 	936.0666 	922.7093 	664.0845 
F01,FRE,TOTAL,EUR_T,LT,LT	756.4028 	936.6313 	789.8427 	745.4601 	689.2217 	819.5841 	983.9924 	1160.172 	1013.1231 	813.2802 	1037.1219 	936.0666 	: 	: 
F01,FRE,TOTAL,EUR_T,TOTAL,LT	756.4028 	936.6313 	789.8427 	745.4601 	689.2217 	819.5841 	985.5869 	1161.6701 	1013.1231 	813.2802 	1037.1219 	936.0666 	922.7093 	664.0845 
F01,FRE,TOTAL,TPW,EE,LT	: 	: 	: 	: 	: 	: 	19.874 	23.5 	: 	: 	: 	: 	: 	: 
F01,FRE,TOTAL,TPW,EU,LT	1784.7267 	1676.331 	2253.2443 	2026.047 	1976.7 	2531.786 	2997.623 	5946.9 	3255.9 	3249.2 	2979.9 	4696.1 	5229.1 	6874.6 
F01,FRE,TOTAL,TPW,LT,LT	1784.7267 	1676.331 	2253.2443 	2026.047 	1976.7 	2531.786 	2977.749 	5923.4 	3255.9 	3249.2 	2979.9 	4696.1 	: 	: 
F01,FRE,TOTAL,TPW,TOTAL,LT	1784.7267 	1676.331 	2253.2443 	2026.047 	1976.7 	2531.786 	2997.623 	5946.9 	3255.9 	3249.2 	2979.9 	4696.1 	5229.1 	6874.6 
F01,FRE_GUH,HCN,EUR,EU,LT	1997.5 	2966.5077 	2062.0116 	1783.0048 	: 	: 	: 	: 	: 	: 	981.8119 	2963.9713 	: 	: 
F01,FRE_GUH,HCN,EUR,LT,LT	1997.5 	2966.5077 	2062.0116 	1783.0048 	: 	: 	: 	: 	: 	: 	981.8119 	2963.9713 	: 	: 
F01,FRE_GUH,HCN,EUR,TOTAL,LT	1997.5 	2966.5077 	2062.0116 	1783.0048 	: 	: 	: 	: 	: 	: 	981.8119 	2963.9713 	: 	: 
F01,FRE_GUH,HCN,EUR_T,EU,LT	1000 	811.63 	816.8 	822.04 	: 	: 	: 	: 	: 	: 	1963.6237 	1743.5125 	: 	: 
F01,FRE_GUH,HCN,EUR_T,LT,LT	1000 	811.63 	816.8 	822.04 	: 	: 	: 	: 	: 	: 	1963.6237 	1743.5125 	: 	: 
F01,FRE_GUH,HCN,EUR_T,TOTAL,LT	1000 	811.63 	816.8 	822.04 	: 	: 	: 	: 	: 	: 	1963.6237 	1743.5125 	: 	: 
F01,FRE_GUH,HCN,TPW,EU,LT	1.9975 	3.655 	2.5245 	2.169 	: 	: 	: 	: 	: 	: 	0.5 	1.7 	: 	: 
F01,FRE_GUH,HCN,TPW,LT,LT	1.9975 	3.655 	2.5245 	2.169 	: 	: 	: 	: 	: 	: 	0.5 	1.7 	: 	: 
F01,FRE_GUH,HCN,TPW,TOTAL,LT	1.9975 	3.655 	2.5245 	2.169 	: 	: 	: 	: 	: 	: 	0.5 	1.7 	: 	: 
F01,FRE_GUH,TOTAL,EUR,EU,LT	1997.5 	2966.5077 	2062.0116 	1783.0048 	: 	: 	: 	: 	: 	: 	981.8119 	2963.9713 	: 	: 
F01,FRE_GUH,TOTAL,EUR,LT,LT	1997.5 	2966.5077 	2062.0116 	1783.0048 	: 	: 	: 	: 	: 	: 	981.8119 	2963.9713 	: 	: 
F01,FRE_GUH,TOTAL,EUR,TOTAL,LT	1997.5 	2966.5077 	2062.0116 	1783.0048 	: 	: 	: 	: 	: 	: 	981.8119 	2963.9713 	: 	: 
F01,FRE_GUH,TOTAL,EUR_T,EU,LT	1000 	811.63 	816.8 	822.04 	: 	: 	: 	: 	: 	: 	1963.6237 	1743.5125 	: 	: 
F01,FRE_GUH,TOTAL,EUR_T,LT,LT	1000 	811.63 	816.8 	822.04 	: 	: 	: 	: 	: 	: 	1963.6237 	1743.5125 	: 	: 
F01,FRE_GUH,TOTAL,EUR_T,TOTAL,LT	1000 	811.63 	816.8 	822.04 	: 	: 	: 	: 	: 	: 	1963.6237 	1743.5125 	: 	: 
F01,FRE_GUH,TOTAL,TPW,EU,LT	1.9975 	3.655 	2.5245 	2.169 	: 	: 	: 	: 	: 	: 	0.5 	1.7 	: 	: 
F01,FRE_GUH,TOTAL,TPW,LT,LT	1.9975 	3.655 	2.5245 	2.169 	: 	: 	: 	: 	: 	: 	0.5 	1.7 	: 	: 
F01,FRE_GUH,TOTAL,TPW,TOTAL,LT	1.9975 	3.655 	2.5245 	2.169 	: 	: 	: 	: 	: 	: 	0.5 	1.7 	: 	: 
F01,FRE_GUT,HCN,EUR,EE,LT	: 	: 	: 	: 	: 	: 	24114.8289 	35517.3713 	: 	: 	: 	: 	: 	: 
F01,FRE_GUT,HCN,EUR,EU,LT	440702.185 	905551.864 	1096111.4692 	959686.0068 	879897 	1419347.6479 	2284669.2208 	6503608.5668 	2914297.7173 	2117318.1868 	2476737.7293 	3703041.3082 	4222807.0362 	3642586.9476 
F01,FRE_GUT,HCN,EUR,LT,LT	440702.185 	905551.864 	1096111.4692 	959686.0068 	879897 	1419347.6479 	2260554.3919 	6468091.1956 	2914297.7173 	2117318.1868 	2476737.7293 	3703041.3082 	: 	: 
F01,FRE_GUT,HCN,EUR,TOTAL,LT	440702.185 	905551.864 	1096111.4692 	959686.0068 	879897 	1419347.6479 	2284669.2208 	6503608.5668 	2914297.7173 	2117318.1868 	2476737.7293 	3703041.3082 	4222807.0362 	3642586.9476 
F01,FRE_GUT,HCN,EUR_T,EE,LT	: 	: 	: 	: 	: 	: 	1251.1585 	1571.5651 	: 	: 	: 	: 	: 	: 
F01,FRE_GUT,HCN,EUR_T,EU,LT	1095.1402 	1114.284 	980.8 	985.7745 	1110 	1166.9196 	1251.1585 	1308.4942 	1254.0547 	1039.7359 	1477.0621 	1508.9203 	1480.7515 	1443.5234 
F01,FRE_GUT,HCN,EUR_T,LT,LT	1095.1402 	1114.284 	980.8 	985.7745 	1110 	1166.9196 	1251.1585 	1307.2925 	1254.0547 	1039.7359 	1477.0621 	1508.9203 	: 	: 
F01,FRE_GUT,HCN,EUR_T,TOTAL,LT	1095.1402 	1114.284 	980.8 	985.7745 	1110 	1166.9196 	1251.1585 	1308.4942 	1254.0547 	1039.7359 	1477.0621 	1508.9203 	1480.7515 	1443.5234 
F01,FRE_GUT,HCN,TPW,EE,LT	: 	: 	: 	: 	: 	: 	19.274 	22.6 	: 	: 	: 	: 	: 	: 
F01,FRE_GUT,HCN,TPW,EU,LT	402.4162 	812.676 	1117.5688 	973.535 	792.7 	1216.32 	1826.043 	4970.3 	2323.9 	2036.4 	1676.8 	2454.1 	2851.8 	2523.4 
F01,FRE_GUT,HCN,TPW,LT,LT	402.4162 	812.676 	1117.5688 	973.535 	792.7 	1216.32 	1806.769 	4947.7 	2323.9 	2036.4 	1676.8 	2454.1 	: 	: 
F01,FRE_GUT,HCN,TPW,TOTAL,LT	402.4162 	812.676 	1117.5688 	973.535 	792.7 	1216.32 	1826.043 	4970.3 	2323.9 	2036.4 	1676.8 	2454.1 	2851.8 	2523.4 
F01,FRE_GUT,TOTAL,EUR,EE,LT	: 	: 	: 	: 	: 	: 	24114.8289 	35517.3713 	: 	: 	: 	: 	: 	: 
F01,FRE_GUT,TOTAL,EUR,EU,LT	440702.185 	905551.864 	1096111.4692 	959686.0068 	879897 	1419347.6479 	2284669.2208 	6503608.5668 	2914297.7173 	2117318.1868 	2476737.7293 	3703041.3082 	4222807.0362 	3642586.9476 
F01,FRE_GUT,TOTAL,EUR,LT,LT	440702.185 	905551.864 	1096111.4692 	959686.0068 	879897 	1419347.6479 	2260554.3919 	6468091.1956 	2914297.7173 	2117318.1868 	2476737.7293 	3703041.3082 	: 	: 
F01,FRE_GUT,TOTAL,EUR,TOTAL,LT	440702.185 	905551.864 	1096111.4692 	959686.0068 	879897 	1419347.6479 	2284669.2208 	6503608.5668 	2914297.7173 	2117318.1868 	2476737.7293 	3703041.3082 	4222807.0362 	3642586.9476 
F01,FRE_GUT,TOTAL,EUR_T,EE,LT	: 	: 	: 	: 	: 	: 	1251.1585 	1571.5651 	: 	: 	: 	: 	: 	: 
F01,FRE_GUT,TOTAL,EUR_T,EU,LT	1095.1402 	1114.284 	980.8 	985.7745 	1110 	1166.9196 	1251.1585 	1308.4942 	1254.0547 	1039.7359 	1477.0621 	1508.9203 	1480.7515 	1443.5234 
F01,FRE_GUT,TOTAL,EUR_T,LT,LT	1095.1402 	1114.284 	980.8 	985.7745 	1110 	1166.9196 	1251.1585 	1307.2925 	1254.0547 	1039.7359 	1477.0621 	1508.9203 	: 	: 
F01,FRE_GUT,TOTAL,EUR_T,TOTAL,LT	1095.1402 	1114.284 	980.8 	985.7745 	1110 	1166.9196 	1251.1585 	1308.4942 	1254.0547 	1039.7359 	1477.0621 	1508.9203 	1480.7515 	1443.5234 
F01,FRE_GUT,TOTAL,TPW,EE,LT	: 	: 	: 	: 	: 	: 	19.274 	22.6 	: 	: 	: 	: 	: 	: 
F01,FRE_GUT,TOTAL,TPW,EU,LT	402.4162 	812.676 	1117.5688 	973.535 	792.7 	1216.32 	1826.043 	4970.3 	2323.9 	2036.4 	1676.8 	2454.1 	2851.8 	2523.4 
F01,FRE_GUT,TOTAL,TPW,LT,LT	402.4162 	812.676 	1117.5688 	973.535 	792.7 	1216.32 	1806.769 	4947.7 	2323.9 	2036.4 	1676.8 	2454.1 	: 	: 
F01,FRE_GUT,TOTAL,TPW,TOTAL,LT	402.4162 	812.676 	1117.5688 	973.535 	792.7 	1216.32 	1826.043 	4970.3 	2323.9 	2036.4 	1676.8 	2454.1 	2851.8 	2523.4 
F01,FRE_NSP,HCN,EUR,EU,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	543844.6714 	825337.6494 
F01,FRE_NSP,HCN,EUR,TOTAL,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	543844.6714 	825337.6494 
F01,FRE_NSP,HCN,EUR_T,EU,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	235.3593 	194.8435 
F01,FRE_NSP,HCN,EUR_T,TOTAL,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	235.3593 	194.8435 
F01,FRE_NSP,HCN,TPW,EU,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2310.7 	4235.9 
F01,FRE_NSP,HCN,TPW,TOTAL,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2310.7 	4235.9 
F01,FRE_NSP,TOTAL,EUR,EU,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	543844.6714 	825337.6494 
F01,FRE_NSP,TOTAL,EUR,TOTAL,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	543844.6714 	825337.6494 
F01,FRE_NSP,TOTAL,EUR_T,EU,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	235.3593 	194.8435 
F01,FRE_NSP,TOTAL,EUR_T,TOTAL,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	235.3593 	194.8435 
F01,FRE_NSP,TOTAL,TPW,EU,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2310.7 	4235.9 
F01,FRE_NSP,TOTAL,TPW,TOTAL,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2310.7 	4235.9 
F01,FRE_WHL,ANF,EUR,EU,LT	1012.5003 	1600.8196 	9145.545 	15330.0359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR,LT,LT	1012.5003 	1600.8196 	9145.545 	15330.0359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR,TOTAL,LT	1012.5003 	1600.8196 	9145.545 	15330.0359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR_T,EU,LT	169.8826 	156.59 	174.7 	182.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR_T,LT,LT	169.8826 	156.59 	174.7 	182.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR_T,TOTAL,LT	169.8826 	156.59 	174.7 	182.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,TPW,EU,LT	5.96 	10.223 	52.35 	83.945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,TPW,LT,LT	5.96 	10.223 	52.35 	83.945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,TPW,TOTAL,LT	5.96 	10.223 	52.35 	83.945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR,EE,LT	: 	: 	: 	: 	: 	: 	220.6904 	655.5549 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR,EU,LT	906260.0322 	659984.9169 	672389.6194 	533538.1542 	482487.6 	655663.8839 	669748.7184 	404727.3045 	384329.8129 	525191.7112 	612800.0213 	689857.1902 	58287.3476 	97390.5202 
F01,FRE_WHL,HCN,EUR,LT,LT	906260.0322 	659984.9169 	672389.6194 	533538.1542 	482487.6 	655663.8839 	669528.028 	404071.7496 	384329.8129 	525191.7112 	612800.0213 	689857.1902 	: 	: 
F01,FRE_WHL,HCN,EUR,TOTAL,LT	906260.0322 	659984.9169 	672389.6194 	533538.1542 	482487.6 	655663.8839 	669748.7184 	404727.3045 	384329.8129 	525191.7112 	612800.0213 	689857.1902 	58287.3476 	97390.5202 
F01,FRE_WHL,HCN,EUR_T,EE,LT	: 	: 	: 	: 	: 	: 	367.8174 	728.3943 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR_T,EU,LT	659.4085 	776.6566 	622.1216 	552.0895 	407.5064 	498.4271 	571.6628 	414.4248 	412.371 	433.0407 	470.4437 	307.9307 	875.1854 	844.6706 
F01,FRE_WHL,HCN,EUR_T,LT,LT	659.4085 	776.6566 	622.1216 	552.0895 	407.5064 	498.4271 	571.7673 	414.1352 	412.371 	433.0407 	470.4437 	307.9307 	: 	: 
F01,FRE_WHL,HCN,EUR_T,TOTAL,LT	659.4085 	776.6566 	622.1216 	552.0895 	407.5064 	498.4271 	571.6628 	414.4248 	412.371 	433.0407 	470.4437 	307.9307 	875.1854 	844.6706 
F01,FRE_WHL,HCN,TPW,EE,LT	: 	: 	: 	: 	: 	: 	0.6 	0.9 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,TPW,EU,LT	1374.353 	849.777 	1080.801 	966.398 	1184 	1315.466 	1171.58 	976.6 	932 	1212.8 	1302.6 	2240.3 	66.6 	115.3 
F01,FRE_WHL,HCN,TPW,LT,LT	1374.353 	849.777 	1080.801 	966.398 	1184 	1315.466 	1170.98 	975.7 	932 	1212.8 	1302.6 	2240.3 	: 	: 
F01,FRE_WHL,HCN,TPW,TOTAL,LT	1374.353 	849.777 	1080.801 	966.398 	1184 	1315.466 	1171.58 	976.6 	932 	1212.8 	1302.6 	2240.3 	66.6 	115.3 
F01,FRE_WHL,TOTAL,EUR,EE,LT	: 	: 	: 	: 	: 	: 	220.6904 	655.5549 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR,EU,LT	907272.5325 	661585.7365 	681535.1644 	548868.1901 	482487.6 	655663.8839 	669748.7184 	404727.3045 	384329.8129 	525191.7112 	612800.0213 	689857.1902 	58287.3476 	97390.5202 
F01,FRE_WHL,TOTAL,EUR,LT,LT	907272.5325 	661585.7365 	681535.1644 	548868.1901 	482487.6 	655663.8839 	669528.028 	404071.7496 	384329.8129 	525191.7112 	612800.0213 	689857.1902 	: 	: 
F01,FRE_WHL,TOTAL,EUR,TOTAL,LT	907272.5325 	661585.7365 	681535.1644 	548868.1901 	482487.6 	655663.8839 	669748.7184 	404727.3045 	384329.8129 	525191.7112 	612800.0213 	689857.1902 	58287.3476 	97390.5202 
F01,FRE_WHL,TOTAL,EUR_T,EE,LT	: 	: 	: 	: 	: 	: 	367.8174 	728.3943 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,EU,LT	657.2948 	769.2857 	601.4513 	522.5609 	407.5064 	498.4271 	571.6628 	414.4248 	412.371 	433.0407 	470.4437 	307.9307 	875.1854 	844.6706 
F01,FRE_WHL,TOTAL,EUR_T,LT,LT	657.2948 	769.2857 	601.4513 	522.5609 	407.5064 	498.4271 	571.7673 	414.1352 	412.371 	433.0407 	470.4437 	307.9307 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,TOTAL,LT	657.2948 	769.2857 	601.4513 	522.5609 	407.5064 	498.4271 	571.6628 	414.4248 	412.371 	433.0407 	470.4437 	307.9307 	875.1854 	844.6706 
F01,FRE_WHL,TOTAL,TPW,EE,LT	: 	: 	: 	: 	: 	: 	0.6 	0.9 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,TPW,EU,LT	1380.313 	860 	1133.151 	1050.343 	1184 	1315.466 	1171.58 	976.6 	932 	1212.8 	1302.6 	2240.3 	66.6 	115.3 
F01,FRE_WHL,TOTAL,TPW,LT,LT	1380.313 	860 	1133.151 	1050.343 	1184 	1315.466 	1170.98 	975.7 	932 	1212.8 	1302.6 	2240.3 	: 	: 
F01,FRE_WHL,TOTAL,TPW,TOTAL,LT	1380.313 	860 	1133.151 	1050.343 	1184 	1315.466 	1171.58 	976.6 	932 	1212.8 	1302.6 	2240.3 	66.6 	115.3 
F01,FRO,HCN,EUR,EU,LT	: 	: 	: 	: 	: 	: 	765821.5173 	160401.7037 	1688170.1781 	4018469.3139 	3215736.6184 	3759553.5717 	: 	: 
F01,FRO,HCN,EUR,LT,LT	: 	: 	: 	: 	: 	: 	765821.5173 	160401.7037 	1688170.1781 	4018469.3139 	3215736.6184 	3759553.5717 	: 	: 
F01,FRO,HCN,EUR,LV,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
F01,FRO,HCN,EUR,TOTAL,LT	: 	: 	: 	: 	: 	: 	765821.5173 	160401.7037 	1688170.1781 	4018469.3139 	3215736.6184 	3759553.5717 	: 	: 
F01,FRO,HCN,EUR_T,EU,LT	: 	: 	: 	: 	: 	: 	1631.7266 	361.4279 	740.523 	683.5992 	706.4448 	705.5292 	: 	: 
F01,FRO,HCN,EUR_T,LT,LT	: 	: 	: 	: 	: 	: 	1631.7266 	1247.2916 	833.2528 	717.853 	750.4111 	705.5292 	: 	: 
F01,FRO,HCN,EUR_T,LV,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
F01,FRO,HCN,EUR_T,TOTAL,LT	: 	: 	: 	: 	: 	: 	1631.7266 	361.4279 	740.523 	683.5992 	706.4448 	705.5292 	: 	: 
F01,FRO,HCN,TPW,EU,LT	: 	: 	: 	: 	: 	: 	469.332 	443.8 	2279.7 	5878.4 	4552 	5328.7 	: 	: 
F01,FRO,HCN,TPW,LT,LT	: 	: 	: 	: 	: 	: 	469.332 	128.6 	2026 	5597.9 	4285.3 	5328.7 	: 	: 
F01,FRO,HCN,TPW,LV,LT	: 	: 	: 	: 	: 	: 	: 	315.2 	253.7 	280.5 	266.7 	: 	: 	: 
F01,FRO,HCN,TPW,TOTAL,LT	: 	: 	: 	: 	: 	: 	469.332 	443.8 	2279.7 	5878.4 	4552 	5328.7 	: 	: 
F01,FRO,TOTAL,EUR,EU,LT	: 	: 	: 	: 	: 	: 	765821.5173 	160401.7037 	1688170.1781 	4018469.3139 	3215736.6184 	3759553.5717 	: 	: 
F01,FRO,TOTAL,EUR,LT,LT	: 	: 	: 	: 	: 	: 	765821.5173 	160401.7037 	1688170.1781 	4018469.3139 	3215736.6184 	3759553.5717 	: 	: 
F01,FRO,TOTAL,EUR,LV,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
F01,FRO,TOTAL,EUR,TOTAL,LT	: 	: 	: 	: 	: 	: 	765821.5173 	160401.7037 	1688170.1781 	4018469.3139 	3215736.6184 	3759553.5717 	: 	: 
F01,FRO,TOTAL,EUR_T,EU,LT	: 	: 	: 	: 	: 	: 	1631.7266 	361.4279 	740.523 	683.5992 	706.4448 	705.5292 	: 	: 
F01,FRO,TOTAL,EUR_T,LT,LT	: 	: 	: 	: 	: 	: 	1631.7266 	1247.2916 	833.2528 	717.853 	750.4111 	705.5292 	: 	: 
F01,FRO,TOTAL,EUR_T,LV,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
F01,FRO,TOTAL,EUR_T,TOTAL,LT	: 	: 	: 	: 	: 	: 	1631.7266 	361.4279 	740.523 	683.5992 	706.4448 	705.5292 	: 	: 
F01,FRO,TOTAL,TPW,EU,LT	: 	: 	: 	: 	: 	: 	469.332 	443.8 	2279.7 	5878.4 	4552 	5328.7 	: 	: 
F01,FRO,TOTAL,TPW,LT,LT	: 	: 	: 	: 	: 	: 	469.332 	128.6 	2026 	5597.9 	4285.3 	5328.7 	: 	: 
F01,FRO,TOTAL,TPW,LV,LT	: 	: 	: 	: 	: 	: 	: 	315.2 	253.7 	280.5 	266.7 	: 	: 	: 
F01,FRO,TOTAL,TPW,TOTAL,LT	: 	: 	: 	: 	: 	: 	469.332 	443.8 	2279.7 	5878.4 	4552 	5328.7 	: 	: 
F01,FRO_FIL,HCN,EUR,EU,LT	: 	: 	: 	: 	: 	: 	14082.4933 	: 	: 	: 	7910.1019 	: 	: 	: 
F01,FRO_FIL,HCN,EUR,LT,LT	: 	: 	: 	: 	: 	: 	14082.4933 	: 	: 	: 	7910.1019 	: 	: 	: 
F01,FRO_FIL,HCN,EUR,TOTAL,LT	: 	: 	: 	: 	: 	: 	14082.4933 	: 	: 	: 	7910.1019 	: 	: 	: 
F01,FRO_FIL,HCN,EUR_T,EU,LT	: 	: 	: 	: 	: 	: 	1172.7593 	: 	: 	: 	1582.0204 	: 	: 	: 
F01,FRO_FIL,HCN,EUR_T,LT,LT	: 	: 	: 	: 	: 	: 	1172.7593 	: 	: 	: 	1582.0204 	: 	: 	: 
F01,FRO_FIL,HCN,EUR_T,TOTAL,LT	: 	: 	: 	: 	: 	: 	1172.7593 	: 	: 	: 	1582.0204 	: 	: 	: 
F01,FRO_FIL,HCN,TPW,EU,LT	: 	: 	: 	: 	: 	: 	12.008 	: 	: 	: 	5 	: 	: 	: 
F01,FRO_FIL,HCN,TPW,LT,LT	: 	: 	: 	: 	: 	: 	12.008 	: 	: 	: 	5 	: 	: 	: 
F01,FRO_FIL,HCN,TPW,TOTAL,LT	: 	: 	: 	: 	: 	: 	12.008 	: 	: 	: 	5 	: 	: 	: 
F01,FRO_FIL,TOTAL,EUR,EU,LT	: 	: 	: 	: 	: 	: 	14082.4933 	: 	: 	: 	7910.1019 	: 	: 	: 
F01,FRO_FIL,TOTAL,EUR,LT,LT	: 	: 	: 	: 	: 	: 	14082.4933 	: 	: 	: 	7910.1019 	: 	: 	: 
