species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
F47,CLA,TOTAL,EUR_T,EU,BE	1789 	807 	1283 	1457 	1716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,CLA,TOTAL,EUR_T,TOTAL,BE	1789 	807 	1283 	1457 	1716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,CLA,TOTAL,TPW,BE,BE	6 	5.8 	1.1 	1.2 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,CLA,TOTAL,TPW,EU,BE	6 	5.8 	1.1 	1.2 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,CLA,TOTAL,TPW,TOTAL,BE	6 	5.8 	1.1 	1.2 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,EUR,BE,BE	1248.8 	569.4 	1016.4 	568 	418.6 	5032.8 	2365.8 	2157.3 	903.6 	380.8 	1668 	1072.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,EUR,EU,BE	1248.8 	569.4 	1016.4 	568 	418.6 	5032.8 	2365.8 	2157.3 	903.6 	380.8 	1668 	1175.4 	1325.874 	1386.853 	840.895 	1257.153 	12.9787 	: 	: 	261 	988 	1021 	1066 	528 	599 	1256 	1746 
F47,FRE,HCN,EUR,FR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,EUR,NL,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,EUR,TOTAL,BE	1248.8 	569.4 	1016.4 	568 	418.6 	5032.8 	2365.8 	2157.3 	903.6 	380.8 	1668 	1175.4 	1325.874 	1386.853 	840.895 	1257.153 	12.9787 	: 	: 	261 	988 	1021 	1066 	528 	599 	1256 	1746 
F47,FRE,HCN,EUR,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,EUR_T,BE,BE	223 	219 	242 	284 	299 	1398 	1075.3636 	829.7308 	753 	952 	1390 	766 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,EUR_T,EU,BE	223 	219 	242 	284 	299 	1398 	1075.3636 	829.7308 	753 	952 	1390 	783.6 	602.67 	533.405 	600.6393 	967.0408 	32.4467 	: 	: 	2610 	2471 	1276 	1523 	1319 	1497 	1256 	1091 
F47,FRE,HCN,EUR_T,TOTAL,BE	223 	219 	242 	284 	299 	1398 	1075.3636 	829.7308 	753 	952 	1390 	783.6 	602.67 	533.405 	600.6393 	967.0408 	32.4467 	: 	: 	2610 	2471 	1276 	1523 	1319 	1497 	1256 	1091 
F47,FRE,HCN,EUR_T,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,TPW,BE,BE	5.6 	2.6 	4.2 	2 	1.4 	3.6 	2.2 	2.6 	1.2 	0.4 	1.2 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,TPW,EU,BE	5.6 	2.6 	4.2 	2 	1.4 	3.6 	2.2 	2.6 	1.2 	0.4 	1.2 	1.5 	2.2 	2.6 	1.4 	1.3 	0.4 	0 	0.1 	0 	0 	1 	1 	0 	0 	1 	2 
F47,FRE,HCN,TPW,FR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,TPW,NL,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,HCN,TPW,TOTAL,BE	5.6 	2.6 	4.2 	2 	1.4 	3.6 	2.2 	2.6 	1.2 	0.4 	1.2 	1.5 	2.2 	2.6 	1.4 	1.3 	0.4 	0 	0.1 	0 	0 	1 	1 	0 	0 	1 	2 
F47,FRE,HCN,TPW,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,EUR,BE,BE	1250.8 	571.4 	1016.4 	624.8 	418.9 	5032.8 	2365.8 	2406.2192 	1054.2 	476 	1668 	1072.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,EUR,EU,BE	1250.8 	571.4 	1016.4 	624.8 	418.9 	5032.8 	2365.8 	2406.2192 	1054.2 	476 	1668 	1175.4 	1325.874 	1386.853 	840.895 	1257.153 	12.9787 	: 	: 	261 	988 	1021 	1066 	528 	599 	1256 	1746 
F47,FRE,TOTAL,EUR,FR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,EUR,NL,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,EUR,TOTAL,BE	1250.8 	571.4 	1016.4 	624.8 	418.9 	5032.8 	2365.8 	2406.2192 	1054.2 	476 	1668 	1175.4 	1325.874 	1386.853 	840.895 	1257.153 	12.9787 	: 	: 	261 	988 	1021 	1066 	528 	599 	1256 	1746 
F47,FRE,TOTAL,EUR,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,EUR_T,BE,BE	219.4386 	211.6296 	242 	284 	246.4118 	1398 	1075.3636 	829.7308 	753 	952 	1283.0769 	595.7778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,EUR_T,EU,BE	219.4386 	211.6296 	242 	284 	246.4118 	1398 	1075.3636 	829.7308 	753 	952 	1283.0769 	618.6316 	602.67 	533.405 	600.6393 	967.0408 	32.4467 	: 	: 	2610 	2471 	1276 	1523 	1319 	1497 	1256 	1091 
F47,FRE,TOTAL,EUR_T,TOTAL,BE	219.4386 	211.6296 	242 	284 	246.4118 	1398 	1075.3636 	829.7308 	753 	952 	1283.0769 	618.6316 	602.67 	533.405 	600.6393 	967.0408 	32.4467 	: 	: 	2610 	2471 	1276 	1523 	1319 	1497 	1256 	1091 
F47,FRE,TOTAL,EUR_T,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,TPW,BE,BE	5.7 	2.7 	4.2 	2.2 	1.7 	3.6 	2.2 	2.9 	1.4 	0.5 	1.3 	1.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,TPW,EU,BE	5.7 	2.7 	4.2 	2.2 	1.7 	3.6 	2.2 	2.9 	1.4 	0.5 	1.3 	1.9 	2.2 	2.6 	1.4 	1.3 	0.4 	0 	0.1 	0 	0 	1 	1 	0 	0 	1 	2 
F47,FRE,TOTAL,TPW,FR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,TPW,NL,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,TOTAL,TPW,TOTAL,BE	5.7 	2.7 	4.2 	2.2 	1.7 	3.6 	2.2 	2.9 	1.4 	0.5 	1.3 	1.9 	2.2 	2.6 	1.4 	1.3 	0.4 	0 	0.1 	0 	0 	1 	1 	0 	0 	1 	2 
F47,FRE,TOTAL,TPW,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,EUR,BE,BE	2 	2 	: 	0 	0.3 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,EUR,EU,BE	2 	2 	: 	0 	0.3 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,EUR,TOTAL,BE	2 	2 	: 	0 	0.3 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,EUR_T,BE,BE	20 	20 	: 	0 	1 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,EUR_T,EU,BE	20 	20 	: 	0 	1 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,EUR_T,TOTAL,BE	20 	20 	: 	0 	1 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,TPW,BE,BE	0.1 	0.1 	: 	0.2 	0.3 	: 	: 	0.3 	0.2 	0.1 	0.1 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,TPW,EU,BE	0.1 	0.1 	: 	0.2 	0.3 	: 	: 	0.3 	0.2 	0.1 	0.1 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE,WDN,TPW,TOTAL,BE	0.1 	0.1 	: 	0.2 	0.3 	: 	: 	0.3 	0.2 	0.1 	0.1 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	380.8 	1668 	1072.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	380.8 	1668 	1175.4 	1325.874 	1386.853 	840.895 	1257.153 	12.9787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR,FR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	380.8 	1668 	1175.4 	1325.874 	1386.853 	840.895 	1257.153 	12.9787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR_T,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	952 	1390 	766 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR_T,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	952 	1390 	783.6 	602.67 	533.405 	600.6393 	967.0408 	32.4467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR_T,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	952 	1390 	783.6 	602.67 	533.405 	600.6393 	967.0408 	32.4467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,EUR_T,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,TPW,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	1.2 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,TPW,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	1.2 	1.5 	2.2 	2.6 	1.4 	1.3 	0.4 	0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,TPW,FR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,TPW,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	1.2 	1.5 	2.2 	2.6 	1.4 	1.3 	0.4 	0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,HCN,TPW,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	476 	1668 	1072.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	476 	1668 	1175.4 	1325.874 	1386.853 	840.895 	1257.153 	12.9787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR,FR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	476 	1668 	1175.4 	1325.874 	1386.853 	840.895 	1257.153 	12.9787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR_T,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	952 	1283.0769 	595.7778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR_T,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	952 	1283.0769 	618.6316 	602.67 	533.405 	600.6393 	967.0408 	32.4467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR_T,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	952 	1283.0769 	618.6316 	602.67 	533.405 	600.6393 	967.0408 	32.4467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,EUR_T,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,TPW,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	1.3 	1.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,TPW,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	1.3 	1.9 	2.2 	2.6 	1.4 	1.3 	0.4 	0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,TPW,FR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,TPW,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	1.3 	1.9 	2.2 	2.6 	1.4 	1.3 	0.4 	0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,TOTAL,TPW,UK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,EUR,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,EUR,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,EUR,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,EUR_T,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,EUR_T,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,EUR_T,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,TPW,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.1 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,TPW,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.1 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_GUT,WDN,TPW,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.1 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,EUR,BE,BE	: 	: 	: 	: 	: 	3531.6 	1635 	1736.6 	427.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,EUR,EU,BE	: 	: 	: 	: 	: 	3531.6 	1635 	1736.6 	427.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,EUR,TOTAL,BE	: 	: 	: 	: 	: 	3531.6 	1635 	1736.6 	427.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,EUR_T,BE,BE	: 	: 	: 	: 	: 	1962 	1090 	914 	713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,EUR_T,EU,BE	: 	: 	: 	: 	: 	1962 	1090 	914 	713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,EUR_T,TOTAL,BE	: 	: 	: 	: 	: 	1962 	1090 	914 	713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,TPW,BE,BE	: 	: 	: 	: 	: 	1.8 	1.5 	1.9 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,TPW,EU,BE	: 	: 	: 	: 	: 	1.8 	1.5 	1.9 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,HCN,TPW,TOTAL,BE	: 	: 	: 	: 	: 	1.8 	1.5 	1.9 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,EUR,BE,BE	: 	: 	: 	: 	: 	3531.6 	1635 	1736.6 	499.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,EUR,EU,BE	: 	: 	: 	: 	: 	3531.6 	1635 	1736.6 	499.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,EUR,TOTAL,BE	: 	: 	: 	: 	: 	3531.6 	1635 	1736.6 	499.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,EUR_T,BE,BE	: 	: 	: 	: 	: 	1962 	1090 	914 	713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,EUR_T,EU,BE	: 	: 	: 	: 	: 	1962 	1090 	914 	713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,EUR_T,TOTAL,BE	: 	: 	: 	: 	: 	1962 	1090 	914 	713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,TPW,BE,BE	: 	: 	: 	: 	: 	1.8 	1.5 	1.9 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,TPW,EU,BE	: 	: 	: 	: 	: 	1.8 	1.5 	1.9 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,TOTAL,TPW,TOTAL,BE	: 	: 	: 	: 	: 	1.8 	1.5 	1.9 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,EUR,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,EUR,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,EUR,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,EUR_T,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,EUR_T,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,EUR_T,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,TPW,BE,BE	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,TPW,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_OTH,WDN,TPW,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_WHL,HCN,EUR,BE,BE	1248.8 	569.4 	1016.4 	568 	418.6 	1501.2 	730.8 	420.7 	475.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_WHL,HCN,EUR,EU,BE	1248.8 	569.4 	1016.4 	568 	418.6 	1501.2 	730.8 	420.7 	475.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_WHL,HCN,EUR,NL,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_WHL,HCN,EUR,TOTAL,BE	1248.8 	569.4 	1016.4 	568 	418.6 	1501.2 	730.8 	420.7 	475.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_WHL,HCN,EUR_T,BE,BE	223 	219 	242 	284 	299 	834 	1044 	601 	793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_WHL,HCN,EUR_T,EU,BE	223 	219 	242 	284 	299 	834 	1044 	601 	793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_WHL,HCN,EUR_T,TOTAL,BE	223 	219 	242 	284 	299 	834 	1044 	601 	793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F47,FRE_WHL,HCN,TPW,BE,BE	5.6 	2.6 	4.2 	2 	1.4 	1.8 	0.7 	0.7 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
