species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
F01,FRE_WHL,TOTAL,TPW,IS,BE	: 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,TPW,NL,BE	44.7 	41.2 	62.4 	61 	56.3 	59.6 	64.3 	51.5 	80.9 	8.7 	2 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,TPW,TOTAL,BE	4613.8 	5284 	5408.1 	5571.6 	4479.4 	4625.7 	5491.5 	4274.7 	4144.9 	2840.2 	3398.4 	3591.8 	562.5 	582.9 	555.2 	490.2 	514.3 	494.6 	516.5 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,TPW,UK,BE	10.2 	1.9 	11.5 	17.7 	3.6 	2.8 	0.3 	3 	1.7 	4.6 	6.6 	2.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR,BE,BE	1322.3 	995.9 	846 	0 	1017.0959 	34106.7611 	54348.2166 	32068.979 	43284.7162 	60301.5 	61204.4 	84038.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR,DE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	3.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR,EU,BE	1342.3 	995.9 	858 	0 	1017.0959 	34106.7611 	54348.2166 	32068.979 	43284.7162 	60309.1 	61223.4 	84112.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR,FR,BE	12 	: 	: 	0 	: 	: 	: 	: 	: 	: 	7.6 	22.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR,NL,BE	: 	: 	12 	: 	: 	: 	: 	: 	0 	: 	: 	51.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR,TOTAL,BE	1342.3 	995.9 	858 	0 	1017.0959 	34106.7611 	54348.2166 	32068.979 	43284.7162 	60309.1 	61223.4 	84112.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR,UK,BE	8 	: 	: 	: 	: 	: 	: 	: 	: 	7.6 	7.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR_T,BE,BE	23.321 	19.9579 	20 	0 	7.717 	330.1719 	323.1166 	275.9809 	253.4234 	268.484 	359.1808 	362.8601 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR_T,DE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR_T,EU,BE	23.2232 	19.9579 	20 	0 	7.717 	330.1719 	323.1166 	275.9809 	253.4234 	268.0404 	357.196 	357.1656 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR_T,FR,BE	17.1429 	: 	: 	0 	: 	: 	: 	: 	: 	: 	19 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR_T,NL,BE	: 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR_T,TOTAL,BE	23.2232 	19.9579 	20 	0 	7.717 	330.1719 	323.1166 	275.9809 	253.4234 	268.0404 	357.196 	357.1656 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,EUR_T,UK,BE	20 	: 	: 	: 	: 	: 	: 	: 	: 	19 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,TPW,BE,BE	56.7 	49.9 	42.3 	79.1 	131.8 	103.3 	168.2 	116.2 	170.8 	224.6 	170.4 	231.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,TPW,DE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,TPW,EU,BE	57.8 	49.9 	42.9 	80.7 	131.8 	103.3 	168.2 	116.2 	170.8 	225 	171.4 	235.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,TPW,FR,BE	0.7 	: 	: 	1.6 	: 	: 	: 	: 	: 	: 	0.4 	1.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,TPW,NL,BE	: 	: 	0.6 	: 	: 	: 	: 	: 	0 	: 	: 	2.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,TPW,TOTAL,BE	57.8 	49.9 	42.9 	80.7 	131.8 	103.3 	168.2 	116.2 	170.8 	225 	171.4 	235.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,WDN,TPW,UK,BE	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,EUR,BE,BE	917.2 	1893.8 	1821.1 	1695.4 	2421.4 	5037.6 	1343.6 	1036.2 	209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,EUR,EU,BE	917.2 	1893.8 	1821.1 	1695.4 	2421.4 	5037.6 	1343.6 	1036.2 	209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,EUR,TOTAL,BE	917.2 	1893.8 	1821.1 	1695.4 	2421.4 	5037.6 	1343.6 	1036.2 	209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,EUR_T,BE,BE	4586 	3787.6 	3035.1667 	2825.6667 	3026.75 	2798.6667 	3359 	3454 	2090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,EUR_T,EU,BE	4586 	3787.6 	3035.1667 	2825.6667 	3026.75 	2798.6667 	3359 	3454 	2090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,EUR_T,TOTAL,BE	4586 	3787.6 	3035.1667 	2825.6667 	3026.75 	2798.6667 	3359 	3454 	2090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,TPW,BE,BE	0.2 	0.5 	0.6 	0.6 	0.8 	1.8 	0.4 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,TPW,EU,BE	0.2 	0.5 	0.6 	0.6 	0.8 	1.8 	0.4 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,HCN,TPW,TOTAL,BE	0.2 	0.5 	0.6 	0.6 	0.8 	1.8 	0.4 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,EUR,BE,BE	917.2 	1893.8 	1821.1 	1695.4 	2421.4 	5037.6 	1343.6 	1036.2 	209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,EUR,EU,BE	917.2 	1893.8 	1821.1 	1695.4 	2421.4 	5037.6 	1343.6 	1036.2 	209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,EUR,TOTAL,BE	917.2 	1893.8 	1821.1 	1695.4 	2421.4 	5037.6 	1343.6 	1036.2 	209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,EUR_T,BE,BE	4586 	3787.6 	3035.1667 	2825.6667 	3026.75 	2798.6667 	3359 	3454 	2090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,EUR_T,EU,BE	4586 	3787.6 	3035.1667 	2825.6667 	3026.75 	2798.6667 	3359 	3454 	2090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,EUR_T,TOTAL,BE	4586 	3787.6 	3035.1667 	2825.6667 	3026.75 	2798.6667 	3359 	3454 	2090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,TPW,BE,BE	0.2 	0.5 	0.6 	0.6 	0.8 	1.8 	0.4 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,TPW,EU,BE	0.2 	0.5 	0.6 	0.6 	0.8 	1.8 	0.4 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,ROE,TOTAL,TPW,TOTAL,BE	0.2 	0.5 	0.6 	0.6 	0.8 	1.8 	0.4 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR,BE,BE	62343610.1 	67570532.9 	64963748.8 	67932528.2 	68714726.6 	56492188.8 	64049523.4 	69002940.6 	64785001.3 	58994293.5 	66497240.7 	79394374.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR,DE,BE	: 	: 	: 	35151.4 	: 	: 	18646.4 	52916.7 	52302.1 	12615.3 	70965.3 	114179.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR,DK,BE	: 	: 	: 	: 	: 	: 	10834.6 	: 	8768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR,EFTA,BE	: 	119148.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR,EU,BE	64142130.3 	68353531.5 	66431702.1 	69794909.7 	69846562 	57613818.3 	64987688.2 	69731668.3 	65582402 	59393552.9 	66708115 	80245441.6 	82928792.276 	79534556.8125 	78704903.3286 	78361735.5741 	1794087.4784 	: 	: 	63023173 	63132481 	69091439 	65092942 	56247490 	57185684 	56440771 	56837272 
F01,TOTAL,HCN,EUR,FR,BE	101527 	14095 	: 	284628.1 	3373.5 	: 	: 	: 	: 	: 	85706.5 	496499.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR,IS,BE	: 	119148.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR,NL,BE	658566.7 	691924.9 	995308.8 	962794.1 	867064.9 	848348.3 	873116.5 	665530.3 	710302.8 	294963.8 	20065.6 	184906.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR,TOTAL,BE	64142130.3 	68472680.4 	66431702.1 	69794909.7 	69846562 	57613818.3 	64987688.2 	69731668.3 	65582402 	59393552.9 	66708115 	80245441.6 	82928792.276 	79534556.8125 	78704903.3286 	78361735.5741 	1794087.4784 	: 	: 	63023173 	63132481 	69091439 	65092942 	56247490 	57185684 	56440771 	56837272 
F01,TOTAL,HCN,EUR,UK,BE	1038426.5 	76978.7 	472644.5 	579807.9 	261397 	273281.2 	35567.3 	10280.7 	26027.8 	91680.3 	34136.9 	55482.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR_T,BE,BE	4235.501 	4048.1517 	3905.2684 	3717.3399 	3535.7631 	3533.4561 	3694.8735 	4130.8242 	4166.6935 	3819.8843 	3897.0458 	4250.1659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR_T,DE,BE	: 	: 	: 	10338.6471 	: 	: 	7458.56 	7248.863 	9175.807 	6639.6316 	5458.8692 	6962.1524 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR_T,DK,BE	: 	: 	: 	: 	: 	: 	3736.069 	: 	8768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR_T,EFTA,BE	: 	1456.588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR_T,EU,BE	4299.6468 	4080.5642 	3958.6744 	3758.8611 	3571.892 	3580.3438 	3730.0156 	4156.5087 	4175.9995 	3824.1691 	3900.0786 	4264.0425 	4604.8783 	4140.7211 	3759.2556 	3952.6727 	91.8227 	: 	: 	3413 	3380 	3537 	3167 	2738 	2707 	2541 	2392 
F01,TOTAL,HCN,EUR_T,FR,BE	4395.1082 	8809.375 	: 	2314.0496 	2595 	: 	: 	: 	: 	: 	7202.2269 	8725.819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR_T,IS,BE	: 	1456.588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR_T,NL,BE	13412.7637 	15074.6166 	11022.2458 	8981.2882 	9517.7267 	13071.6225 	11208.1707 	10839.2557 	4881.8062 	4376.3175 	9120.7273 	3171.6381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,EUR_T,TOTAL,BE	4299.6468 	4067.8129 	3958.6744 	3758.8611 	3571.892 	3580.3438 	3730.0156 	4156.5087 	4175.9995 	3824.1691 	3900.0786 	4264.0425 	4604.8783 	4140.7211 	3759.2556 	3952.6727 	91.8227 	: 	: 	3413 	3380 	3537 	3167 	2738 	2707 	2541 	2392 
F01,TOTAL,HCN,EUR_T,UK,BE	8208.9051 	6523.6186 	8425.0357 	9663.465 	9369.0681 	7007.2103 	7258.6327 	3023.7353 	6348.2439 	5150.5787 	2491.7445 	7705.875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,TPW,BE,BE	14719.3 	16691.7 	16634.9 	18274.5 	19434.2 	15987.8 	17334.7 	16704.4 	15548.3 	15444 	17063.5 	18680.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,TPW,DE,BE	: 	: 	: 	3.4 	: 	: 	2.5 	7.3 	5.7 	1.9 	13 	16.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,TPW,DK,BE	: 	: 	: 	: 	: 	: 	2.9 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,TPW,EFTA,BE	: 	81.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,TPW,EU,BE	14918 	16751 	16781.3 	18568.1 	19554.5 	16091.7 	17422.9 	16776.5 	15704.6 	15531.1 	17104.3 	18819.1 	18008.9 	19207.9 	20936.3 	19825 	19538.6 	18191.3 	17875.6 	18467 	18676 	19532 	20553 	20547 	21125 	22210 	23763 
F01,TOTAL,HCN,TPW,FR,BE	23.1 	1.6 	: 	123 	1.3 	: 	: 	: 	: 	: 	11.9 	56.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,TPW,IS,BE	: 	81.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,TPW,NL,BE	49.1 	45.9 	90.3 	107.2 	91.1 	64.9 	77.9 	61.4 	145.5 	67.4 	2.2 	58.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,HCN,TPW,TOTAL,BE	14918 	16832.8 	16781.3 	18568.1 	19554.5 	16091.7 	17422.9 	16776.5 	15704.6 	15531.1 	17104.3 	18819.1 	18008.9 	19207.9 	20936.3 	19825 	19538.6 	18191.3 	17875.6 	18467 	18676 	19532 	20553 	20547 	21125 	22210 	23763 
F01,TOTAL,HCN,TPW,UK,BE	126.5 	11.8 	56.1 	60 	27.9 	39 	4.9 	3.4 	4.1 	17.8 	13.7 	7.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,IND,EUR,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2553 	2147 	4428 	133839 	347259 	285589 	405812 	408745 
F01,TOTAL,IND,EUR,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2553 	2147 	4428 	133839 	347259 	285589 	405812 	408745 
F01,TOTAL,IND,EUR_T,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	18 	19 	399 	588 	416 	524 	445 
F01,TOTAL,IND,EUR_T,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	18 	19 	399 	588 	416 	524 	445 
F01,TOTAL,IND,TPW,EU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56.1 	137 	116 	239 	335 	590 	686 	775 	918 
F01,TOTAL,IND,TPW,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56.1 	137 	116 	239 	335 	590 	686 	775 	918 
F01,TOTAL,TOTAL,EUR,BE,BE	62345769.3 	67572175.9 	64965425.8 	68072447.7491 	68772171.0255 	56690780.5 	64154272.3204 	69078059.4192 	64981840.5 	59206340.0902 	66598905.6 	79508392.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR,DE,BE	: 	: 	: 	35151.4 	: 	: 	18646.4 	52916.7 	52302.1 	12615.3 	70974.8 	114179.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR,DK,BE	: 	: 	: 	: 	: 	: 	10834.6 	: 	8768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR,EFTA,BE	: 	119148.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR,EU,BE	64144315.5 	68355174.5 	66433391.1 	69936150.0491 	69904006.4255 	57812410 	65092586.1204 	69806787.1192 	65780100.4 	59605607.0902 	66809806.5 	80359539.8 	82910281.583 	79505321.9218 	78682071.8127 	78327986.5847 	1793468.3586 	: 	: 	63025725 	63134628 	69095867 	65226781 	56594749 	57471274 	56846583 	57246016 
F01,TOTAL,TOTAL,EUR,FR,BE	101539 	14095 	: 	285324.1 	3373.5 	: 	: 	: 	: 	: 	85714.1 	496527.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR,IS,BE	: 	119148.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR,NL,BE	658566.7 	691924.9 	995320.8 	963418.9 	867064.9 	848348.3 	873265.5 	665530.3 	711162 	294963.8 	20065.6 	184957.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR,TOTAL,BE	64144315.5 	68474323.4 	66433391.1 	69936150.0491 	69904006.4255 	57812410 	65092586.1204 	69806787.1192 	65780100.4 	59605607.0902 	66809806.5 	80359539.8 	82910281.583 	79505321.9218 	78682071.8127 	78327986.5847 	1793468.3586 	: 	: 	63025725 	63134628 	69095867 	65226781 	56594749 	57471274 	56846583 	57246016 
F01,TOTAL,TOTAL,EUR,UK,BE	1038440.5 	76978.7 	472644.5 	579807.9 	261397 	273281.2 	35567.3 	10280.7 	26027.8 	91687.9 	34146.4 	55482.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR_T,BE,BE	4209.0539 	4029.0363 	3887.2124 	3704.4012 	3505.7435 	3479.7766 	3653.911 	4088.4994 	4068.9689 	3717.0066 	3848.1352 	4189.724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR_T,DE,BE	: 	: 	: 	10338.6471 	: 	: 	7458.56 	7248.863 	9175.807 	6639.6316 	5257.3926 	6962.1524 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR_T,DK,BE	: 	: 	: 	: 	: 	: 	3736.069 	: 	8768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR_T,EFTA,BE	: 	1456.588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR_T,EU,BE	4272.6986 	4061.3629 	3940.3895 	3745.6297 	3541.7208 	3526.136 	3688.8012 	4114.0741 	4078.425 	3721.6288 	3850.9313 	4202.9048 	4541.0883 	4056.187 	3703.8535 	3862.5553 	90.2401 	: 	: 	3388 	3360 	3495 	3123 	2677 	2635 	2473 	2319 
F01,TOTAL,TOTAL,EUR_T,FR,BE	4266.3445 	8809.375 	: 	2289.9205 	2595 	: 	: 	: 	: 	: 	6968.626 	8502.1849 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR_T,IS,BE	: 	1456.588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR_T,NL,BE	13358.3509 	15074.6166 	10949.6238 	8978.7409 	9517.7267 	13071.6225 	11195.7115 	10839.2557 	4808.3976 	4376.3175 	9120.7273 	3032.0951 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,EUR_T,TOTAL,BE	4272.6986 	4048.7644 	3940.3895 	3745.6297 	3541.7208 	3526.136 	3688.8012 	4114.0741 	4078.425 	3721.6288 	3850.9313 	4202.9048 	4541.0883 	4056.187 	3703.8535 	3862.5553 	90.2401 	: 	: 	3388 	3360 	3495 	3123 	2677 	2635 	2473 	2319 
F01,TOTAL,TOTAL,EUR_T,UK,BE	8163.8404 	6523.6186 	8425.0357 	9663.465 	9369.0681 	7007.2103 	7258.6327 	3023.7353 	6348.2439 	5037.7967 	2404.6761 	7705.875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,TPW,BE,BE	14812.3 	16771.3 	16712.6 	18376.1 	19617 	16291.5 	17557.7 	16895.7 	15970.1 	15928.5 	17306.8 	18977 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,TPW,DE,BE	: 	: 	: 	3.4 	: 	: 	2.5 	7.3 	5.7 	1.9 	13.5 	16.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,TPW,DK,BE	: 	: 	: 	: 	: 	: 	2.9 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,TPW,EFTA,BE	: 	81.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,TPW,EU,BE	15012.6 	16830.6 	16859.6 	18671.4 	19737.3 	16395.4 	17646 	16967.8 	16128.8 	16016 	17349 	19120 	18257.8 	19601 	21243.3 	20278.8 	19874.4 	18357.4 	17987.3 	18604 	18792 	19771 	20888 	21137 	21811 	22985 	24682 
F01,TOTAL,TOTAL,TPW,FR,BE	23.8 	1.6 	: 	124.6 	1.3 	: 	: 	: 	: 	: 	12.3 	58.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,TPW,IS,BE	: 	81.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,TOTAL,TOTAL,TPW,NL,BE	49.3 	45.9 	90.9 	107.3 	91.1 	64.9 	78 	61.4 	147.9 	67.4 	2.2 	61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
