species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
CRE,FRO,TOTAL,EUR_T,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2641.2326 	3267.6826 	2317 	3825 	2196 	1735 	1518 	1354 	1396 	1372 
CRE,FRO,TOTAL,TPW,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.7 	58.7 	75 	96 	84 	60 	71 	58 	610 	140 
CRE,FRO,TOTAL,TPW,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.7 	58.7 	75 	96 	84 	60 	71 	58 	610 	140 
CRE,FRO_WHL,HCN,EUR,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141834.1893 	191812.9697 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,HCN,EUR,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141834.1893 	191812.9697 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,HCN,EUR_T,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2641.2326 	3267.6826 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,HCN,EUR_T,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2641.2326 	3267.6826 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,HCN,TPW,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.7 	58.7 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,HCN,TPW,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.7 	58.7 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,TOTAL,EUR,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141834.1893 	191812.9697 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,TOTAL,EUR,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141834.1893 	191812.9697 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,TOTAL,EUR_T,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2641.2326 	3267.6826 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,TOTAL,EUR_T,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2641.2326 	3267.6826 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,TOTAL,TPW,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.7 	58.7 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,FRO_WHL,TOTAL,TPW,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.7 	58.7 	: 	: 	: 	: 	: 	: 	: 	: 
CRE,TOTAL,HCN,EUR,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165150.4035 	220423.0164 	205890 	425281 	221062 	155149 	120346 	123648 	933977 	400923 
CRE,TOTAL,HCN,EUR,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165150.4035 	220423.0164 	205890 	425281 	221062 	155149 	120346 	123648 	933977 	400923 
CRE,TOTAL,HCN,EUR_T,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2342.5589 	2942.8974 	1840 	2726 	1963 	1460 	1372 	1094 	1364 	1396 
CRE,TOTAL,HCN,EUR_T,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2342.5589 	2942.8974 	1840 	2726 	1963 	1460 	1372 	1094 	1364 	1396 
CRE,TOTAL,HCN,TPW,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70.5 	74.9 	112 	156 	113 	106 	88 	113 	685 	287 
CRE,TOTAL,HCN,TPW,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70.5 	74.9 	112 	156 	113 	106 	88 	113 	685 	287 
CRE,TOTAL,TOTAL,EUR,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165150.4035 	220423.0164 	205890 	425281 	221062 	155149 	120346 	123648 	933977 	400923 
CRE,TOTAL,TOTAL,EUR,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165150.4035 	220423.0164 	205890 	425281 	221062 	155149 	120346 	123648 	933977 	400923 
CRE,TOTAL,TOTAL,EUR_T,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2342.5589 	2942.8974 	1840 	2726 	1963 	1460 	1372 	1094 	1364 	1396 
CRE,TOTAL,TOTAL,EUR_T,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2342.5589 	2942.8974 	1840 	2726 	1963 	1460 	1372 	1094 	1364 	1396 
CRE,TOTAL,TOTAL,TPW,EU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70.5 	74.9 	112 	156 	113 	106 	88 	113 	685 	287 
CRE,TOTAL,TOTAL,TPW,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70.5 	74.9 	112 	156 	113 	106 	88 	113 	685 	287 
CRU,FRE,HCN,EUR,EL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,HCN,EUR,EU,EL	753819.25 p	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,HCN,EUR,TOTAL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,HCN,EUR_T,EL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,HCN,EUR_T,EU,EL	1782.5 p	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,HCN,EUR_T,TOTAL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,HCN,TPW,EL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,HCN,TPW,EU,EL	422.9 p	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,HCN,TPW,TOTAL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,EUR,EL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,EUR,EU,EL	753819.25 p	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,EUR,TOTAL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,EUR_T,EL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,EUR_T,EU,EL	1782.5 p	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,EUR_T,TOTAL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,TPW,EL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,TPW,EU,EL	422.9 p	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE,TOTAL,TPW,TOTAL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,EUR,EL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,EUR,EU,EL	753819.25 p	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,EUR,TOTAL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,EUR_T,EL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,EUR_T,EU,EL	1782.5 p	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,EUR_T,TOTAL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,TPW,EL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,TPW,EU,EL	422.9 p	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,HCN,TPW,TOTAL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,EUR,EL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,EUR,EU,EL	753819.25 p	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,EUR,TOTAL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,EUR_T,EL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,EUR_T,EU,EL	1782.5 p	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,EUR_T,TOTAL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,TPW,EL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,TPW,EU,EL	422.9 p	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,FRE_WHL,TOTAL,TPW,TOTAL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,EUR,EL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,EUR,EU,EL	753819.25 p	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,EUR,TOTAL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,EUR_T,EL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,EUR_T,EU,EL	1782.5 p	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,EUR_T,TOTAL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,TPW,EL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,TPW,EU,EL	422.9 p	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,HCN,TPW,TOTAL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,EUR,EL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,EUR,EU,EL	753819.25 p	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,EUR,TOTAL,EL	753819.25 	919116.72 	806756.58 	465515.495 	175835.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,EUR_T,EL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,EUR_T,EU,EL	1782.5 p	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,EUR_T,TOTAL,EL	1782.5 	1879.2 	1754.2 	2166.7 	1417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,TPW,EL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,TPW,EU,EL	422.9 p	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CRU,TOTAL,TOTAL,TPW,TOTAL,EL	422.9 	489.1 	459.9 	214.85 	124.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,EUR,EL,EL	10173917.75 	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,EUR,EU,EL	10173917.75 p	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,EUR,TOTAL,EL	10173917.75 	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,EUR_T,EL,EL	5577.5 	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,EUR_T,EU,EL	5577.5 p	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,EUR_T,TOTAL,EL	5577.5 	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,TPW,EL,EL	1824.1 	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,TPW,EU,EL	1824.1 p	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,HCN,TPW,TOTAL,EL	1824.1 	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,EUR,EL,EL	10173917.75 	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,EUR,EU,EL	10173917.75 p	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,EUR,TOTAL,EL	10173917.75 	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,EUR_T,EL,EL	5577.5 	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,EUR_T,EU,EL	5577.5 p	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,EUR_T,TOTAL,EL	5577.5 	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,TPW,EL,EL	1824.1 	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,TPW,EU,EL	1824.1 p	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE,TOTAL,TPW,TOTAL,EL	1824.1 	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,EUR,EL,EL	10173917.75 	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,EUR,EU,EL	10173917.75 p	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,EUR,TOTAL,EL	10173917.75 	9416648.5 	9682246.5 	4611915 	5296820 	5903222.22 	4691787.5 	6375402.5 	5908987.5 	6096000.66 	6096401.01 	7340301.32 	8199614.25 	5570871.78 	6339423.42 	9379062 	8344800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,EUR_T,EL,EL	5577.5 	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,EUR_T,EU,EL	5577.5 p	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,EUR_T,TOTAL,EL	5577.5 	5635 	4965 	5250 	4750 	4167 	4250 	4750 	4250 	4083 	4333 	3917 	4167 	3417 	3417 	3333 	3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,TPW,EL,EL	1824.1 	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,TPW,EU,EL	1824.1 p	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CTC,FRE_WHL,HCN,TPW,TOTAL,EL	1824.1 	1671.1 	1950.1 	878.46 	1115.12 	1416.66 	1103.95 	1342.19 	1390.35 	1493.02 	1406.97 	1873.96 	1967.75 	1630.34 	1855.26 	2814 	2781.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
