species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
F07,TOTAL,IND,EUR,EU,IT	12465196.13 p	20138163.67 	13460140 	3759943.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,IND,EUR,IT,IT	12465196.13 p	20138163.67 	13460140 	3759943.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,IND,EUR,TOTAL,IT	12465196.13 p	20138163.67 	13460140 	3759943.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,IND,EUR_T,EU,IT	3166.0053 p	3499.2465 	3394.0542 	1783.9084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,IND,EUR_T,IT,IT	1505.513 p	3499.2465 	3394.0542 	1783.9084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,IND,EUR_T,TOTAL,IT	1505.513 p	3499.2465 	3394.0542 	1783.9084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,IND,TPW,EU,IT	3937.2 p	5755 	3965.8 	2107.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,IND,TPW,IT,IT	8279.7 p	5755 	3965.8 	2107.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,IND,TPW,TOTAL,IT	8279.7 p	5755 	3965.8 	2107.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,TOTAL,EUR,EU,IT	474980396.26 p	496149627.7777 e	502876776.9595 	489943177.2656 	445667451.87 	442279306.62 	527481278.16 	600169071.55 	613351750.1716 	658219600.997 	600374670.42 	753824485.22 	850998921.77 	800333737.6295 	483207272.6462 	467760378.1087 	246486.9678 	: 	: 	389246226 	441438172 	485265442 	540145667 	541269072 	657337864 	692730657 	829043196 
F07,TOTAL,TOTAL,EUR,IT,IT	474980396.26 p	496149627.7777 e	502876776.9595 	489943177.2656 	445667451.87 	442279306.62 	527481278.16 	600169071.55 	613351750.1716 	658219600.997 	600374670.42 	753824485.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,TOTAL,EUR,TOTAL,IT	474980396.26 p	496149627.7777 e	502876776.9595 	489943177.2656 	445667451.87 	442279306.62 	527481278.16 	600169071.55 	613351750.1716 	658219600.997 	600374670.42 	753824485.22 	850998921.77 	800333737.6295 	483207272.6462 	467760378.1087 	246486.9678 	: 	: 	389246226 	441438172 	485265442 	540145667 	541269072 	657337864 	692730657 	829043196 
F07,TOTAL,TOTAL,EUR_T,EU,IT	3616.9637 p	3826.6615 e	3793.7675 	3702.3311 	3716.0229 	3873.2183 	3982.7582 	4293.8995 	4021.5119 	3985.8374 	4110.2072 	4168.2282 	4035.1783 	4073.6294 	3193.3654 	3298.8729 	1.7266 	: 	: 	2609 	2477 	2374 	2543 	2289 	2772 	3030 	3756 
F07,TOTAL,TOTAL,EUR_T,IT,IT	3501.669 p	3826.6615 e	3793.7675 	3702.3311 	3716.0229 	3873.2183 	3982.7582 	4293.8995 	4021.5119 	3985.8374 	4110.2072 	4168.2282 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,TOTAL,EUR_T,TOTAL,IT	3501.669 p	3826.6615 e	3793.7675 	3702.3311 	3716.0229 	3873.2183 	3982.7582 	4293.8995 	4021.5119 	3985.8374 	4110.2072 	4168.2282 	4035.1783 	4073.6294 	3193.3654 	3298.8729 	1.7266 	: 	: 	2609 	2477 	2374 	2543 	2289 	2772 	3030 	3756 
F07,TOTAL,TOTAL,TPW,EU,IT	131320.2 p	129656 	132553.4 	132333.7 	119931.3 	114189.1 	132441.2 	139772.5 	152517.7 	165139.6 	146069.2 	180850.1 	210895 	196467 	151316 	141794 	142760 	: 	: 	149216 	178212 	204440 	212397 	236467 	237173 	228645 	220709 
F07,TOTAL,TOTAL,TPW,IT,IT	135644 p	129656 	132553.4 	132333.7 	119931.3 	114189.1 	132441.2 	139772.5 	152517.7 	165139.6 	146069.2 	180850.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,TOTAL,TOTAL,TPW,TOTAL,IT	135644 p	129656 	132553.4 	132333.7 	119931.3 	114189.1 	132441.2 	139772.5 	152517.7 	165139.6 	146069.2 	180850.1 	210895 	196467 	151316 	141794 	142760 	: 	: 	149216 	178212 	204440 	212397 	236467 	237173 	228645 	220709 
F07,UNK,HCN,EUR,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	541288455 	552011991 	710960499 
F07,UNK,HCN,EUR,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	541288455 	552011991 	710960499 
F07,UNK,HCN,EUR_T,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3601 	3871 	4724 
F07,UNK,HCN,EUR_T,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3601 	3871 	4724 
F07,UNK,HCN,TPW,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150300 	142586 	150492 
F07,UNK,HCN,TPW,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150300 	142586 	150492 
F07,UNK,TOTAL,EUR,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	541288455 	552011991 	710960499 
F07,UNK,TOTAL,EUR,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	541288455 	552011991 	710960499 
F07,UNK,TOTAL,EUR_T,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3601 	3871 	4724 
F07,UNK,TOTAL,EUR_T,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3601 	3871 	4724 
F07,UNK,TOTAL,TPW,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150300 	142586 	150492 
F07,UNK,TOTAL,TPW,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150300 	142586 	150492 
F08,FRE,HCN,EUR,EU,IT	908804608.73 p	885171992.0788 e	850559512.0907 	838316288.5471 	776184462.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1032402366.66 	1268817231.94 	1493632299.06 	1387847970.9133 	964550363.1528 	984793490.7676 	478748.0626 	: 	: 	705005840 	759215544 	847333626 	925680773 	868567150 	155012705 	177354534 	172975988 
F08,FRE,HCN,EUR,IT,IT	908804608.73 p	885171992.0788 e	850559512.0907 	838316288.5471 	776184462.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1032402366.66 	1268817231.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR,TOTAL,IT	908804608.73 p	885171992.0788 e	850559512.0907 	838316288.5471 	776184462.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1032402366.66 	1268817231.94 	1493632299.06 	1387847970.9133 	964550363.1528 	984793490.7676 	478748.0626 	: 	: 	705005840 	759215544 	847333626 	925680773 	868567150 	155012705 	177354534 	172975988 
F08,FRE,HCN,EUR_T,EU,IT	4776.1286 p	4842.74 e	4613.2992 	4522.5166 	4467.6678 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4848.159 	4815.9987 	5230.6108 	5171.9565 	3989.636 	3971.9505 	1.9674 	: 	: 	2715 	2655 	2804 	2818 	2484 	1686 	1955 	2280 
F08,FRE,HCN,EUR_T,IT,IT	4776.593 p	4842.74 e	4613.2992 	4522.5166 	4467.6678 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4848.159 	4815.9987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,TOTAL,IT	4776.593 p	4842.74 e	4613.2992 	4522.5166 	4467.6678 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4848.159 	4815.9987 	5230.6108 	5171.9565 	3989.636 	3971.9505 	1.9674 	: 	: 	2715 	2655 	2804 	2818 	2484 	1686 	1955 	2280 
F08,FRE,HCN,TPW,EU,IT	190280.6 p	182783.3 	184371.2 	185365 	173733.7 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	212947.3 	263458.8 	285556 	268341 	241764 	247937 	243335 	: 	: 	259689 	285921 	302161 	328476 	349674 	91934 	90736 	75851 
F08,FRE,HCN,TPW,IT,IT	190262.1 p	182783.3 	184371.2 	185365 	173733.7 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	212947.3 	263458.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,TPW,TOTAL,IT	190262.1 p	182783.3 	184371.2 	185365 	173733.7 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	212947.3 	263458.8 	285556 	268341 	241764 	247937 	243335 	: 	: 	259689 	285921 	302161 	328476 	349674 	91934 	90736 	75851 
F08,FRE,TOTAL,EUR,EU,IT	908804608.73 p	885171992.0788 e	850559512.0907 	838316288.5471 	776184462.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1032402366.66 	1268817231.94 	1493632299.06 	1387847970.9133 	964550363.1528 	984793490.7676 	478748.0626 	: 	: 	705005840 	759215544 	847333626 	925680773 	868567150 	155012705 	177354534 	172975988 
F08,FRE,TOTAL,EUR,IT,IT	908804608.73 p	885171992.0788 e	850559512.0907 	838316288.5471 	776184462.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1032402366.66 	1268817231.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,TOTAL,IT	908804608.73 p	885171992.0788 e	850559512.0907 	838316288.5471 	776184462.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1032402366.66 	1268817231.94 	1493632299.06 	1387847970.9133 	964550363.1528 	984793490.7676 	478748.0626 	: 	: 	705005840 	759215544 	847333626 	925680773 	868567150 	155012705 	177354534 	172975988 
F08,FRE,TOTAL,EUR_T,EU,IT	4776.1286 p	4842.74 e	4613.2992 	4522.5166 	4467.6678 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4848.159 	4815.9987 	5230.6108 	5171.9565 	3989.636 	3971.9505 	1.9674 	: 	: 	2715 	2655 	2804 	2818 	2484 	1686 	1955 	2280 
F08,FRE,TOTAL,EUR_T,IT,IT	4776.593 p	4842.74 e	4613.2992 	4522.5166 	4467.6678 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4848.159 	4815.9987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR_T,TOTAL,IT	4776.593 p	4842.74 e	4613.2992 	4522.5166 	4467.6678 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4848.159 	4815.9987 	5230.6108 	5171.9565 	3989.636 	3971.9505 	1.9674 	: 	: 	2715 	2655 	2804 	2818 	2484 	1686 	1955 	2280 
F08,FRE,TOTAL,TPW,EU,IT	190280.6 p	182783.3 	184371.2 	185365 	173733.7 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	212947.3 	263458.8 	285556 	268341 	241764 	247937 	243335 	: 	: 	259689 	285921 	302161 	328476 	349674 	91934 	90736 	75851 
F08,FRE,TOTAL,TPW,IT,IT	190262.1 p	182783.3 	184371.2 	185365 	173733.7 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	212947.3 	263458.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,TPW,TOTAL,IT	190262.1 p	182783.3 	184371.2 	185365 	173733.7 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	212947.3 	263458.8 	285556 	268341 	241764 	247937 	243335 	: 	: 	259689 	285921 	302161 	328476 	349674 	91934 	90736 	75851 
F08,FRE_ALI,HCN,EUR,EU,IT	29377110.78 p	26502300 	22520300 	17902126 	17701950 	: 	: 	: 	: 	: 	11784605.76 	23212760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,HCN,EUR,IT,IT	29377110.78 p	26502300 	22520300 	17902126 	17701950 	: 	: 	: 	: 	: 	11784605.76 	23212760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,HCN,EUR,TOTAL,IT	29377110.78 p	26502300 	22520300 	17902126 	17701950 	: 	: 	: 	: 	: 	11784605.76 	23212760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,HCN,EUR_T,EU,IT	10492.2 p	11000 	11000 	10670 	11500 	: 	: 	: 	: 	: 	6998.4 	5800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,HCN,EUR_T,IT,IT	10492.2 p	11000 	11000 	10670 	11500 	: 	: 	: 	: 	: 	6998.4 	5800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,HCN,EUR_T,TOTAL,IT	10492.2 p	11000 	11000 	10670 	11500 	: 	: 	: 	: 	: 	6998.4 	5800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,HCN,TPW,EU,IT	2799.9 p	2409.3 	2047.3 	1677.8 	1539.3 	: 	: 	: 	: 	: 	1683.9 	4002.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,HCN,TPW,IT,IT	2799.9 p	2409.3 	2047.3 	1677.8 	1539.3 	: 	: 	: 	: 	: 	1683.9 	4002.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,HCN,TPW,TOTAL,IT	2799.9 p	2409.3 	2047.3 	1677.8 	1539.3 	: 	: 	: 	: 	: 	1683.9 	4002.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,EUR,EU,IT	29377110.78 p	26502300 	22520300 	17902126 	17701950 	: 	: 	: 	: 	: 	11784605.76 	23212760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,EUR,IT,IT	29377110.78 p	26502300 	22520300 	17902126 	17701950 	: 	: 	: 	: 	: 	11784605.76 	23212760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,EUR,TOTAL,IT	29377110.78 p	26502300 	22520300 	17902126 	17701950 	: 	: 	: 	: 	: 	11784605.76 	23212760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,EUR_T,EU,IT	10492.2 p	11000 	11000 	10670 	11500 	: 	: 	: 	: 	: 	6998.4 	5800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,EUR_T,IT,IT	10492.2 p	11000 	11000 	10670 	11500 	: 	: 	: 	: 	: 	6998.4 	5800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,EUR_T,TOTAL,IT	10492.2 p	11000 	11000 	10670 	11500 	: 	: 	: 	: 	: 	6998.4 	5800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,TPW,EU,IT	2799.9 p	2409.3 	2047.3 	1677.8 	1539.3 	: 	: 	: 	: 	: 	1683.9 	4002.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,TPW,IT,IT	2799.9 p	2409.3 	2047.3 	1677.8 	1539.3 	: 	: 	: 	: 	: 	1683.9 	4002.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_ALI,TOTAL,TPW,TOTAL,IT	2799.9 p	2409.3 	2047.3 	1677.8 	1539.3 	: 	: 	: 	: 	: 	1683.9 	4002.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,EUR,EU,IT	879427497.95 p	858543786.0189 e	827914890.9235 	820313619.0737 	758482512.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1020617760.9 	1245604471.94 	1493632299.06 	1387847970.9133 	964550363.1528 	984793490.7676 	478748.0626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,EUR,IT,IT	879427497.95 p	858543786.0189 e	827914890.9235 	820313619.0737 	758482512.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1020617760.9 	1245604471.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,EUR,TOTAL,IT	879427497.95 p	858543786.0189 e	827914890.9235 	820313619.0737 	758482512.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1020617760.9 	1245604471.94 	1493632299.06 	1387847970.9133 	964550363.1528 	984793490.7676 	478748.0626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,EUR_T,EU,IT	4690.7628 p	4759.7979 e	4540.9016 	4465.8181 	4404.8036 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4831.0202 	4800.8201 	5230.6108 	5171.9565 	3989.636 	3971.9505 	1.9674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,EUR_T,IT,IT	4691.2257 p	4759.7979 e	4540.9016 	4465.8181 	4404.8036 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4831.0202 	4800.8201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,EUR_T,TOTAL,IT	4691.2257 p	4759.7979 e	4540.9016 	4465.8181 	4404.8036 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4831.0202 	4800.8201 	5230.6108 	5171.9565 	3989.636 	3971.9505 	1.9674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,TPW,EU,IT	187480.7 p	180374 	182323.9 	183687.2 	172194.4 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	211263.4 	259456.6 	285556 	268341 	241764 	247937 	243335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,TPW,IT,IT	187462.2 p	180374 	182323.9 	183687.2 	172194.4 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	211263.4 	259456.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,HCN,TPW,TOTAL,IT	187462.2 p	180374 	182323.9 	183687.2 	172194.4 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	211263.4 	259456.6 	285556 	268341 	241764 	247937 	243335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,EUR,EU,IT	879427497.95 p	858543786.0189 e	827914890.9235 	820313619.0737 	758482512.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1020617760.9 	1245604471.94 	1493632299.06 	1387847970.9133 	964550363.1528 	984793490.7676 	478748.0626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,EUR,IT,IT	879427497.95 p	858543786.0189 e	827914890.9235 	820313619.0737 	758482512.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1020617760.9 	1245604471.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,EUR,TOTAL,IT	879427497.95 p	858543786.0189 e	827914890.9235 	820313619.0737 	758482512.82 	783319888.12 	875638380.2 	1035399825.24 	1075468015.9062 	1128992543.707 	1020617760.9 	1245604471.94 	1493632299.06 	1387847970.9133 	964550363.1528 	984793490.7676 	478748.0626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,EUR_T,EU,IT	4690.7628 p	4759.7979 e	4540.9016 	4465.8181 	4404.8036 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4831.0202 	4800.8201 	5230.6108 	5171.9565 	3989.636 	3971.9505 	1.9674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,EUR_T,IT,IT	4691.2257 p	4759.7979 e	4540.9016 	4465.8181 	4404.8036 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4831.0202 	4800.8201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,EUR_T,TOTAL,IT	4691.2257 p	4759.7979 e	4540.9016 	4465.8181 	4404.8036 	4645.0915 	4566.7126 	5016.3068 	4818.8023 	4934.3239 	4831.0202 	4800.8201 	5230.6108 	5171.9565 	3989.636 	3971.9505 	1.9674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,TPW,EU,IT	187480.7 p	180374 	182323.9 	183687.2 	172194.4 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	211263.4 	259456.6 	285556 	268341 	241764 	247937 	243335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,TPW,IT,IT	187462.2 p	180374 	182323.9 	183687.2 	172194.4 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	211263.4 	259456.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE_WHL,TOTAL,TPW,TOTAL,IT	187462.2 p	180374 	182323.9 	183687.2 	172194.4 	168633.9 	191743.7 	206406.8 	223181.6 	228803.9 	211263.4 	259456.6 	285556 	268341 	241764 	247937 	243335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRO,HCN,EUR,EU,IT	45237048.69 p	65236770.33 	62991517.88 	63391368.18 	37883052.15 	51365258.14 	49394837.04 	68077171.96 	71663857.84 	80977973.65 	74510386.01 	96327110.26 	24486376.99 	25041919.8776 	28317559.985 	27669069.6676 	9609.6879 	: 	: 	15872688 	18362541 	20727334 	7810124 	13743573 	: 	: 	: 
F08,FRO,HCN,EUR,IT,IT	45237048.69 p	65236770.33 	62991517.88 	63391368.18 	37883052.15 	51365258.14 	49394837.04 	68077171.96 	71663857.84 	80977973.65 	74510386.01 	96327110.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRO,HCN,EUR,TOTAL,IT	45237048.69 p	65236770.33 	62991517.88 	63391368.18 	37883052.15 	51365258.14 	49394837.04 	68077171.96 	71663857.84 	80977973.65 	74510386.01 	96327110.26 	24486376.99 	25041919.8776 	28317559.985 	27669069.6676 	9609.6879 	: 	: 	15872688 	18362541 	20727334 	7810124 	13743573 	: 	: 	: 
F08,FRO,HCN,EUR_T,EU,IT	15579.6421 p	18250.6002 	14767.3288 	15233.1831 	11529.6747 	12021.1702 	12062.5258 	10765.4019 	11836.0708 	5877.5947 	5242.6691 	7251.1996 	1786.0231 	1835.1106 	1503.8534 	1610.071 	0.9181 	: 	: 	2836 	3268 	2617 	1930 	1427 	: 	: 	: 
F08,FRO,HCN,EUR_T,IT,IT	15580.7153 p	18250.6002 	14767.3288 	15233.1831 	11529.6747 	12021.1702 	12062.5258 	10765.4019 	11836.0708 	5877.5947 	5242.6691 	7251.1996 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRO,HCN,EUR_T,TOTAL,IT	15580.7153 p	18250.6002 	14767.3288 	15233.1831 	11529.6747 	12021.1702 	12062.5258 	10765.4019 	11836.0708 	5877.5947 	5242.6691 	7251.1996 	1786.0231 	1835.1106 	1503.8534 	1610.071 	0.9181 	: 	: 	2836 	3268 	2617 	1930 	1427 	: 	: 	: 
F08,FRO,HCN,TPW,EU,IT	2903.6 p	3574.5 	4265.6 	4161.4 	3285.7 	4272.9 	4094.9 	6323.7 	6054.7 	13777.4 	14212.3 	13284.3 	13710 	13646 	18830 	17185 	10467 	: 	: 	5597 	5619 	7922 	4047 	9630 	: 	: 	: 
F08,FRO,HCN,TPW,IT,IT	2903.4 p	3574.5 	4265.6 	4161.4 	3285.7 	4272.9 	4094.9 	6323.7 	6054.7 	13777.4 	14212.3 	13284.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRO,HCN,TPW,TOTAL,IT	2903.4 p	3574.5 	4265.6 	4161.4 	3285.7 	4272.9 	4094.9 	6323.7 	6054.7 	13777.4 	14212.3 	13284.3 	13710 	13646 	18830 	17185 	10467 	: 	: 	5597 	5619 	7922 	4047 	9630 	: 	: 	: 
F08,FRO,IND,EUR,EU,IT	12465196.13 p	20138163.67 	13460140 	3759943.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
