species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
F01,FRE_GUT,TOTAL,EUR_T,EU,PL	1610.1027 	1540.7776 	1367.1086 	1160.5241 	1336.4871 	1375.5317 	1422.9581 	1438.0285 	1437.5676 	1410.223 	1591.1495 	1710.7707 	1556.7683 	1462.3258 
F01,FRE_GUT,TOTAL,EUR_T,FI,PL	: 	1171.4853 	1341.2414 	1079.2622 	1347.7331 	1302.704 	1548.1197 	1270.8586 	1363.4008 	1287.1337 	1951.1888 	1956.5193 	: 	: 
F01,FRE_GUT,TOTAL,EUR_T,LT,PL	1204.5769 	1244.4277 	1010.5213 	900.5521 	1053.3285 	1115.3067 	: 	1577.4402 	: 	998.0821 	1427.3512 	: 	: 	: 
F01,FRE_GUT,TOTAL,EUR_T,LV,PL	1275.5206 	1230.4805 	1012.2633 	1041.5162 	1160.4673 	1334.1513 	1514.2284 	1457.3848 	1269.9577 	1967.7188 	1209.8175 	: 	: 	: 
F01,FRE_GUT,TOTAL,EUR_T,PL,PL	1746.814 	1688.798 	1429.3098 	1182.8953 	1367.9601 	1423.6797 	1447.0116 	1495.7121 	1488.049 	1351.9513 	1564.0061 	1685.305 	: 	: 
F01,FRE_GUT,TOTAL,EUR_T,SE,PL	1411.8919 	1118.8045 	1015.9185 	1244.2341 	1190.613 	1220.7743 	1190.6381 	1221.1339 	1573.467 	1273.9729 	1700.9677 	1768.8506 	: 	: 
F01,FRE_GUT,TOTAL,EUR_T,TOTAL,PL	1610.1027 	1540.7776 	1367.1086 	1160.5241 	1336.4871 	1375.5317 	1422.9581 	1438.0285 	1437.5676 	1410.223 	1591.1495 	1710.7707 	1556.7683 	1462.3258 
F01,FRE_GUT,TOTAL,TPW,DE,PL	149.948 	47.6386 	67.2842 	348.636 	387.568 	240.9 	622.9 	1072.2 	: 	: 	: 	: 	: 	: 
F01,FRE_GUT,TOTAL,TPW,DK,PL	1526.0882 	2415.9271 	2259.9482 	2649.613 	1989.164 	1722.8 	2736.8795 	2446.9 	1467.8 	1518.4 	862.5 	852.4 	: 	: 
F01,FRE_GUT,TOTAL,TPW,EE,PL	: 	: 	: 	124.282 	104.915 	178.8 	374.5941 	643.9 	60.1 	8.4 	17.6 	: 	: 	: 
F01,FRE_GUT,TOTAL,TPW,EU,PL	8882.9817 	10744.6128 	13061.192 	16585.7498 	14304.0531 	14721.6 	18994.9182 	16346.9 	13606.3 	14339.885 	10453.3 	11241 	13831.4 	11691.3 
F01,FRE_GUT,TOTAL,TPW,FI,PL	: 	99.087 	22.7661 	307.534 	314.662 	323.6 	970.5037 	560.2 	420 	449.9 	422.7 	355.7 	: 	: 
F01,FRE_GUT,TOTAL,TPW,LT,PL	229.914 	423.6843 	256.411 	136.006 	64.085 	14.5 	: 	4 	: 	126.9 	31.7 	: 	: 	: 
F01,FRE_GUT,TOTAL,TPW,LV,PL	805.68 	1153.6615 	1219.086 	1298.1488 	783.8119 	1129.2 	1681.886 	1972 	1183.7 	1807.6 	224.4 	: 	: 	: 
F01,FRE_GUT,TOTAL,TPW,PL,PL	5986.769 	6411.4613 	9054.2681 	11696.534 	10546.8702 	10977 	12548.6198 	9548 	10380 	10200.6 	8733 	9830 	: 	: 
F01,FRE_GUT,TOTAL,TPW,SE,PL	184.5825 	193.153 	181.4284 	24.996 	112.977 	134.8 	59.5352 	99.7 	94.7 	228.085 	161.4 	202.9 	: 	: 
F01,FRE_GUT,TOTAL,TPW,TOTAL,PL	8882.9817 	10744.6128 	13061.192 	16585.7498 	14304.0531 	14721.6 	18994.9182 	16346.9 	13606.3 	14339.885 	10453.3 	11241 	13831.4 	11691.3 
F01,FRE_NSP,HCN,EUR,EU,PL	: 	: 	: 	1949.5138 	: 	: 	: 	4204029.932 	: 	: 	3601650.3478 	: 	: 	: 
F01,FRE_NSP,HCN,EUR,PL,PL	: 	: 	: 	1949.5138 	: 	: 	: 	4204029.932 	: 	: 	3601650.3478 	: 	: 	: 
F01,FRE_NSP,HCN,EUR,TOTAL,PL	: 	: 	: 	1949.5138 	: 	: 	: 	4204029.932 	: 	: 	3601650.3478 	: 	: 	: 
F01,FRE_NSP,HCN,EUR_T,EU,PL	: 	: 	: 	4743.3427 	: 	: 	: 	1037.2637 	: 	: 	1115.8566 	: 	: 	: 
F01,FRE_NSP,HCN,EUR_T,PL,PL	: 	: 	: 	4743.3427 	: 	: 	: 	1113.0606 	: 	: 	1115.8566 	: 	: 	: 
F01,FRE_NSP,HCN,EUR_T,TOTAL,PL	: 	: 	: 	4743.3427 	: 	: 	: 	1037.2637 	: 	: 	1115.8566 	: 	: 	: 
F01,FRE_NSP,HCN,TPW,DE,PL	: 	: 	: 	: 	: 	: 	: 	0.9 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,HCN,TPW,DK,PL	: 	: 	: 	: 	: 	: 	: 	49.4 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,HCN,TPW,EE,PL	: 	: 	: 	: 	: 	: 	: 	32.1 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,HCN,TPW,EU,PL	: 	: 	: 	0.411 	: 	: 	: 	4053 	: 	: 	3227.7 	3886.5 	3747.4 	4172.1 
F01,FRE_NSP,HCN,TPW,FI,PL	: 	: 	: 	: 	: 	: 	: 	3.4 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,HCN,TPW,LV,PL	: 	: 	: 	: 	: 	: 	: 	190 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,HCN,TPW,PL,PL	: 	: 	: 	0.411 	: 	: 	: 	3777 	: 	: 	3227.7 	3886.5 	: 	: 
F01,FRE_NSP,HCN,TPW,SE,PL	: 	: 	: 	: 	: 	: 	: 	0.2 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,HCN,TPW,TOTAL,PL	: 	: 	: 	0.411 	: 	: 	: 	4053 	: 	: 	3227.7 	3886.5 	3747.4 	4172.1 
F01,FRE_NSP,TOTAL,EUR,EU,PL	: 	: 	: 	1949.5138 	: 	: 	: 	6812821.3946 	: 	: 	3601650.3478 	: 	: 	: 
F01,FRE_NSP,TOTAL,EUR,PL,PL	: 	: 	: 	1949.5138 	: 	: 	: 	6812821.3946 	: 	: 	3601650.3478 	: 	: 	: 
F01,FRE_NSP,TOTAL,EUR,TOTAL,PL	: 	: 	: 	1949.5138 	: 	: 	: 	6812821.3946 	: 	: 	3601650.3478 	: 	: 	: 
F01,FRE_NSP,TOTAL,EUR_T,EU,PL	: 	: 	: 	4743.3427 	: 	: 	: 	1065.0359 	: 	: 	1115.8566 	: 	: 	: 
F01,FRE_NSP,TOTAL,EUR_T,PL,PL	: 	: 	: 	4743.3427 	: 	: 	: 	1113.0606 	: 	: 	1115.8566 	: 	: 	: 
F01,FRE_NSP,TOTAL,EUR_T,TOTAL,PL	: 	: 	: 	4743.3427 	: 	: 	: 	1065.0359 	: 	: 	1115.8566 	: 	: 	: 
F01,FRE_NSP,TOTAL,TPW,DE,PL	: 	: 	: 	: 	: 	: 	: 	0.9 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,TOTAL,TPW,DK,PL	: 	: 	: 	: 	: 	: 	: 	49.4 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,TOTAL,TPW,EE,PL	: 	: 	: 	: 	: 	: 	: 	32.1 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,TOTAL,TPW,EU,PL	: 	: 	: 	0.411 	: 	: 	: 	6396.8 	: 	: 	3227.7 	3886.5 	3747.4 	4172.1 
F01,FRE_NSP,TOTAL,TPW,FI,PL	: 	: 	: 	: 	: 	: 	: 	3.4 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,TOTAL,TPW,LV,PL	: 	: 	: 	: 	: 	: 	: 	190 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,TOTAL,TPW,PL,PL	: 	: 	: 	0.411 	: 	: 	: 	6120.8 	: 	: 	3227.7 	3886.5 	: 	: 
F01,FRE_NSP,TOTAL,TPW,SE,PL	: 	: 	: 	: 	: 	: 	: 	0.2 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,TOTAL,TPW,TOTAL,PL	: 	: 	: 	0.411 	: 	: 	: 	6396.8 	: 	: 	3227.7 	3886.5 	3747.4 	4172.1 
F01,FRE_NSP,UNK,TPW,EU,PL	: 	: 	: 	: 	: 	: 	: 	2343.8 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,UNK,TPW,PL,PL	: 	: 	: 	: 	: 	: 	: 	2343.8 	: 	: 	: 	: 	: 	: 
F01,FRE_NSP,UNK,TPW,TOTAL,PL	: 	: 	: 	: 	: 	: 	: 	2343.8 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,HCN,EUR,EU,PL	: 	: 	: 	: 	3328.8168 	751.9619 	6611.5639 	412.5613 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,HCN,EUR,PL,PL	: 	: 	: 	: 	3328.8168 	751.9619 	6611.5639 	412.5613 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,HCN,EUR,TOTAL,PL	: 	: 	: 	: 	3328.8168 	751.9619 	6611.5639 	412.5613 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,HCN,EUR_T,EU,PL	: 	: 	: 	: 	352.0695 	683.6017 	197.5164 	1375.2043 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,HCN,EUR_T,PL,PL	: 	: 	: 	: 	352.0695 	683.6017 	197.5164 	1375.2043 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,HCN,EUR_T,TOTAL,PL	: 	: 	: 	: 	352.0695 	683.6017 	197.5164 	1375.2043 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,HCN,TPW,EU,PL	: 	: 	: 	: 	9.455 	1.1 	33.4735 	0.3 	: 	: 	: 	1.2 	: 	: 
F01,FRE_OTH,HCN,TPW,PL,PL	: 	: 	: 	: 	9.455 	1.1 	33.4735 	0.3 	: 	: 	: 	1.2 	: 	: 
F01,FRE_OTH,HCN,TPW,TOTAL,PL	: 	: 	: 	: 	9.455 	1.1 	33.4735 	0.3 	: 	: 	: 	1.2 	: 	: 
F01,FRE_OTH,TOTAL,EUR,EU,PL	: 	: 	: 	: 	3328.8168 	751.9619 	6611.5639 	412.5613 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,TOTAL,EUR,PL,PL	: 	: 	: 	: 	3328.8168 	751.9619 	6611.5639 	412.5613 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,TOTAL,EUR,TOTAL,PL	: 	: 	: 	: 	3328.8168 	751.9619 	6611.5639 	412.5613 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,TOTAL,EUR_T,EU,PL	: 	: 	: 	: 	352.0695 	683.6017 	197.5164 	1375.2043 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,TOTAL,EUR_T,PL,PL	: 	: 	: 	: 	352.0695 	683.6017 	197.5164 	1375.2043 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,TOTAL,EUR_T,TOTAL,PL	: 	: 	: 	: 	352.0695 	683.6017 	197.5164 	1375.2043 	: 	: 	: 	: 	: 	: 
F01,FRE_OTH,TOTAL,TPW,EU,PL	: 	: 	: 	: 	9.455 	1.1 	33.4735 	0.3 	: 	: 	: 	1.2 	: 	: 
F01,FRE_OTH,TOTAL,TPW,PL,PL	: 	: 	: 	: 	9.455 	1.1 	33.4735 	0.3 	: 	: 	: 	1.2 	: 	: 
F01,FRE_OTH,TOTAL,TPW,TOTAL,PL	: 	: 	: 	: 	9.455 	1.1 	33.4735 	0.3 	: 	: 	: 	1.2 	: 	: 
F01,FRE_WHL,ANF,EUR,EU,PL	527993.1934 	93040.3234 	3954.7355 	4701.3059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR,PL,PL	527993.1934 	93040.3234 	3954.7355 	4701.3059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR,TOTAL,PL	527993.1934 	93040.3234 	3954.7355 	4701.3059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR_T,EU,PL	165.5398 	161.0352 	175.2519 	211.8755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR_T,PL,PL	165.5398 	161.0352 	175.2519 	211.8755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,EUR_T,TOTAL,PL	165.5398 	161.0352 	175.2519 	211.8755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,TPW,EU,PL	3189.524 	577.764 	22.566 	22.189 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,TPW,PL,PL	3189.524 	577.764 	22.566 	22.189 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,ANF,TPW,TOTAL,PL	3189.524 	577.764 	22.566 	22.189 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR,DE,PL	1667.4199 	: 	858.8652 	35.85 	25854.8524 	52104.7945 	204.9612 	6609.1109 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR,DK,PL	487083.9994 	14212.5915 	6491.2231 	737272.6545 	476331.3624 	761594.722 	2084.0614 	2353.526 	: 	0 	: 	56116.7802 	: 	: 
F01,FRE_WHL,HCN,EUR,EE,PL	: 	: 	: 	11043.476 	15598.1147 	6449.0957 	10438.4183 	7804.206 	4415.8506 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR,EU,PL	31542506.3333 	31089896.717 	32884364.7613 	25981285.8096 	31199551.355 	30742414.8647 	33225630.6645 	13677957.9053 	22686644.5003 	17731961.6329 	13997669.9344 	11224109.5562 	10289020.5991 	10037751.2672 
F01,FRE_WHL,HCN,EUR,FI,PL	: 	319.3446 	1216.63 	2241.2047 	69.6809 	6716.3306 	35825.8872 	1402.7083 	6417.4478 	7372.6593 	: 	3715.9394 	: 	: 
F01,FRE_WHL,HCN,EUR,LT,PL	250585.3197 	5687.4201 	117878.8178 	38.24 	217.8959 	71.4711 	: 	116.4879 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR,LV,PL	111683.3136 	93295.8427 	7135.3736 	4084.2353 	30099.7632 	21810.2399 	9262.4461 	7748.1038 	7143.1853 	1537.2953 	119.5866 	: 	: 	: 
F01,FRE_WHL,HCN,EUR,PL,PL	30686535.9579 	30975433.5124 	32749718.386 	25226352.967 	30647960.9367 	29889552.3535 	33167784.924 	13633984.04 	22668668.0166 	17723051.6783 	13994257.4178 	11163246.0996 	: 	: 
F01,FRE_WHL,HCN,EUR,SE,PL	4950.3227 	948.0056 	1065.4656 	217.1822 	3418.7489 	4115.8574 	29.9663 	17939.7223 	: 	: 	3292.93 	1030.737 	: 	: 
F01,FRE_WHL,HCN,EUR,TOTAL,PL	31542506.3333 	31089896.717 	32884364.7613 	25981285.8096 	31199551.355 	30742414.8647 	33225630.6645 	13677957.9053 	22686644.5003 	17731961.6329 	13997669.9344 	11224109.5562 	10289020.5991 	10037751.2672 
F01,FRE_WHL,HCN,EUR_T,DE,PL	195.523 	: 	152.3027 	286.8 	362.0722 	387.1084 	475.5481 	429.163 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR_T,DK,PL	1789.6808 	674.0298 	401.9433 	500.6877 	404.8261 	438.1766 	870.1718 	435.8381 	: 	: 	: 	535.9769 	: 	: 
F01,FRE_WHL,HCN,EUR_T,EE,PL	: 	: 	: 	275.9972 	243.3669 	335.8904 	472.0276 	333.5131 	450.597 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR_T,EU,PL	277.2223 	304.7203 	302.2819 	268.7387 	328.694 	378.8456 	404.7784 	394.5663 	322.2521 	269.4581 	268.6234 	352.161 	343.2706 	307.8649 
F01,FRE_WHL,HCN,EUR_T,FI,PL	: 	446.3237 	465.6422 	631.3253 	125.5512 	479.7379 	817.6747 	519.5216 	553.2283 	336.6511 	: 	488.9394 	: 	: 
F01,FRE_WHL,HCN,EUR_T,LT,PL	178.2729 	138.1615 	188.8152 	382.4 	250.455 	238.237 	: 	388.293 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,EUR_T,LV,PL	511.2558 	245.314 	171.8988 	328.2092 	285.295 	374.1036 	428.7574 	385.4778 	405.8628 	349.3853 	398.6219 	: 	: 	: 
F01,FRE_WHL,HCN,EUR_T,PL,PL	274.3048 	304.9315 	302.9904 	265.1239 	327.8248 	377.5316 	404.5192 	394.0925 	322.1752 	269.4304 	268.5919 	351.5186 	: 	: 
F01,FRE_WHL,HCN,EUR_T,SE,PL	886.0431 	340.2748 	124.4514 	387.8253 	288.7213 	340.1535 	525.7247 	6899.8932 	: 	: 	522.6873 	396.4373 	: 	: 
F01,FRE_WHL,HCN,EUR_T,TOTAL,PL	277.2223 	304.7203 	302.2819 	268.7387 	328.694 	378.8456 	404.7784 	394.5663 	322.2521 	269.4581 	268.6234 	352.161 	343.2706 	307.8649 
F01,FRE_WHL,HCN,TPW,DE,PL	8.528 	: 	5.6392 	0.125 	71.408 	134.6 	0.431 	15.4 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,TPW,DK,PL	272.1625 	21.086 	16.1496 	1472.52 	1176.632 	1738.1 	2.395 	5.4 	: 	0 	: 	104.7 	: 	: 
F01,FRE_WHL,HCN,TPW,EE,PL	: 	: 	: 	40.013 	64.093 	19.2 	22.114 	23.4 	9.8 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,TPW,EU,PL	113780.5459 	102027.6657 	108787.0771 	96678.619 	94919.7415 	81147.6 	82083.512 	34665.8 	70400.3 	65806 	52108.9 	31872.1 	29973.5 	32604.4 
F01,FRE_WHL,HCN,TPW,FI,PL	: 	0.7155 	2.6128 	3.55 	0.555 	14 	43.8144 	2.7 	11.6 	21.9 	: 	7.6 	: 	: 
F01,FRE_WHL,HCN,TPW,LT,PL	1405.6275 	41.165 	624.308 	0.1 	0.87 	0.3 	: 	0.3 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,HCN,TPW,LV,PL	218.449 	380.312 	41.5092 	12.444 	105.504 	58.3 	21.603 	20.1 	17.6 	4.4 	0.3 	: 	: 	: 
F01,FRE_WHL,HCN,TPW,PL,PL	111870.1919 	101581.6012 	108088.297 	95149.307 	93488.8385 	79171 	81993.0977 	34595.9 	70361.3 	65779.7 	52102.3 	31757.2 	: 	: 
F01,FRE_WHL,HCN,TPW,SE,PL	5.587 	2.786 	8.5613 	0.56 	11.841 	12.1 	0.057 	2.6 	: 	: 	6.3 	2.6 	: 	: 
F01,FRE_WHL,HCN,TPW,TOTAL,PL	113780.5459 	102027.6657 	108787.0771 	96678.619 	94919.7415 	81147.6 	82083.512 	34665.8 	70400.3 	65806 	52108.9 	31872.1 	29973.5 	32604.4 
F01,FRE_WHL,IND,EUR,EU,PL	8122.7052 	11964.0908 	21536.5339 	50215.0643 	22507.868 	1557166.9213 	780508.8679 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,IND,EUR,PL,PL	8122.7052 	11964.0908 	21536.5339 	50215.0643 	22507.868 	1557166.9213 	780508.8679 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,IND,EUR,TOTAL,PL	8122.7052 	11964.0908 	21536.5339 	50215.0643 	22507.868 	1557166.9213 	780508.8679 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,IND,EUR_T,EU,PL	154.6593 	154.3216 	192.7379 	176.3095 	202.7736 	237.6773 	181.1928 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,IND,EUR_T,PL,PL	154.6593 	154.3216 	192.7379 	176.3095 	202.7736 	237.6773 	181.1928 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,IND,EUR_T,TOTAL,PL	154.6593 	154.3216 	192.7379 	176.3095 	202.7736 	237.6773 	181.1928 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,IND,TPW,EU,PL	52.52 	77.527 	111.74 	284.812 	111 	6551.6 	4307.6153 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,IND,TPW,PL,PL	52.52 	77.527 	111.74 	284.812 	111 	6551.6 	4307.6153 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,IND,TPW,TOTAL,PL	52.52 	77.527 	111.74 	284.812 	111 	6551.6 	4307.6153 	: 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR,DE,PL	1667.4199 	: 	858.8652 	2396.9716 	25854.8524 	52104.7945 	204.9612 	6609.1109 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR,DK,PL	487083.9994 	14212.5915 	6491.2231 	738986.5932 	476331.3624 	761594.722 	2084.0614 	2353.526 	: 	0 	: 	56116.7802 	: 	: 
F01,FRE_WHL,TOTAL,EUR,EE,PL	: 	: 	: 	11841.8201 	15598.1147 	6449.0957 	10438.4183 	7804.206 	4415.8506 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR,EU,PL	32078638.658 	31194901.1312 	32910037.7406 	26079127.5739 	31222059.223 	32299581.786 	34006139.5324 	19286411.0632 	22686644.5003 	17731961.6329 	13997669.9344 	17204082.1854 	15441339.0205 	14586706.2019 
F01,FRE_WHL,TOTAL,EUR,FI,PL	: 	319.3446 	1216.63 	2427.2791 	69.6809 	6716.3306 	35825.8872 	1402.7083 	6417.4478 	7372.6593 	: 	3715.9394 	: 	: 
F01,FRE_WHL,TOTAL,EUR,LT,PL	250585.3197 	5687.4201 	117878.8178 	835.463 	217.8959 	71.4711 	: 	116.4879 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR,LV,PL	111683.3136 	93295.8427 	7135.3736 	8183.4409 	30099.7632 	21810.2399 	9262.4461 	7748.1038 	7143.1853 	1537.2953 	119.5866 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR,PL,PL	31222668.2827 	31080437.9266 	32775391.3653 	25314094.8923 	30670468.8047 	31446719.2748 	33948293.7918 	19242437.1979 	22668668.0166 	17723051.6783 	13994257.4178 	17143218.7288 	: 	: 
F01,FRE_WHL,TOTAL,EUR,SE,PL	4950.3227 	948.0056 	1065.4656 	361.1137 	3418.7489 	4115.8574 	29.9663 	17939.7223 	: 	: 	3292.93 	1030.737 	: 	: 
F01,FRE_WHL,TOTAL,EUR,TOTAL,PL	32078638.658 	31194901.1312 	32910037.7406 	26079127.5739 	31222059.223 	32299581.786 	34006139.5324 	19286411.0632 	22686644.5003 	17731961.6329 	13997669.9344 	17204082.1854 	15441339.0205 	14586706.2019 
F01,FRE_WHL,TOTAL,EUR_T,DE,PL	195.523 	: 	152.3027 	147.6059 	362.0722 	387.1084 	475.5481 	429.163 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,DK,PL	1789.6808 	674.0298 	401.9433 	497.8376 	404.8261 	438.1766 	870.1718 	435.8381 	: 	: 	: 	535.9769 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,EE,PL	: 	: 	: 	260.2197 	243.3669 	335.8904 	472.0276 	333.5131 	450.597 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,EU,PL	274.1231 	303.7982 	302.1432 	268.5697 	328.5469 	368.2996 	393.63 	295.4074 	322.2521 	269.4581 	268.6234 	269.1275 	247.7233 	221.5996 
F01,FRE_WHL,TOTAL,EUR_T,FI,PL	: 	446.3237 	465.6422 	475.5641 	125.5512 	479.7379 	817.6747 	519.5216 	553.2283 	336.6511 	: 	488.9394 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,LT,PL	178.2729 	138.1615 	188.8152 	139.6395 	250.455 	238.237 	: 	388.293 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,LV,PL	511.2558 	245.314 	171.8988 	178.1216 	285.295 	374.1036 	428.7574 	385.4778 	405.8628 	349.3853 	398.6219 	: 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,PL,PL	271.2364 	304.0041 	302.8499 	265.0719 	327.6765 	366.8428 	393.3721 	295.0498 	322.1752 	269.4304 	268.5919 	268.6583 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,SE,PL	886.0431 	340.2748 	124.4514 	222.3607 	288.7213 	340.1535 	525.7247 	6899.8932 	: 	: 	522.6873 	396.4373 	: 	: 
F01,FRE_WHL,TOTAL,EUR_T,TOTAL,PL	274.1231 	303.7982 	302.1432 	268.5697 	328.5469 	368.2996 	393.63 	295.4074 	322.2521 	269.4581 	268.6234 	269.1275 	247.7233 	221.5996 
F01,FRE_WHL,TOTAL,TPW,DE,PL	8.528 	: 	5.6392 	16.239 	71.408 	134.6 	0.431 	15.4 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,TPW,DK,PL	272.1625 	21.086 	16.1496 	1484.393 	1176.632 	1738.1 	2.395 	5.4 	: 	0 	: 	104.7 	: 	: 
F01,FRE_WHL,TOTAL,TPW,EE,PL	: 	: 	: 	45.507 	64.093 	19.2 	22.114 	23.4 	9.8 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,TPW,EU,PL	117022.7299 	102682.9567 	108921.9831 	97103.767 	95030.7415 	87699.2 	86391.1273 	65287.5 	70400.3 	65806 	52108.9 	63925.4 	62333 	65824.6 
F01,FRE_WHL,TOTAL,TPW,FI,PL	: 	0.7155 	2.6128 	5.104 	0.555 	14 	43.8144 	2.7 	11.6 	21.9 	: 	7.6 	: 	: 
F01,FRE_WHL,TOTAL,TPW,LT,PL	1405.6275 	41.165 	624.308 	5.983 	0.87 	0.3 	: 	0.3 	: 	: 	: 	: 	: 	: 
F01,FRE_WHL,TOTAL,TPW,LV,PL	218.449 	380.312 	41.5092 	45.943 	105.504 	58.3 	21.603 	20.1 	17.6 	4.4 	0.3 	: 	: 	: 
F01,FRE_WHL,TOTAL,TPW,PL,PL	115112.3759 	102236.8922 	108223.203 	95498.974 	93599.8385 	85722.6 	86300.7129 	65217.6 	70361.3 	65779.7 	52102.3 	63810.5 	: 	: 
F01,FRE_WHL,TOTAL,TPW,SE,PL	5.587 	2.786 	8.5613 	1.624 	11.841 	12.1 	0.057 	2.6 	: 	: 	6.3 	2.6 	: 	: 
F01,FRE_WHL,TOTAL,TPW,TOTAL,PL	117022.7299 	102682.9567 	108921.9831 	97103.767 	95030.7415 	87699.2 	86391.1273 	65287.5 	70400.3 	65806 	52108.9 	63925.4 	62333 	65824.6 
F01,FRE_WHL,UNK,EUR,EU,PL	: 	: 	: 	: 	: 	: 	: 	5608453.1579 	: 	: 	: 	5979972.6292 	5152318.4214 	4548954.9347 
F01,FRE_WHL,UNK,EUR,PL,PL	: 	: 	: 	: 	: 	: 	: 	5608453.1579 	: 	: 	: 	5979972.6292 	: 	: 
F01,FRE_WHL,UNK,EUR,TOTAL,PL	: 	: 	: 	: 	: 	: 	: 	5608453.1579 	: 	: 	: 	5979972.6292 	5152318.4214 	4548954.9347 
F01,FRE_WHL,UNK,EUR_T,EU,PL	: 	: 	: 	: 	: 	: 	: 	183.1529 	: 	: 	: 	186.5634 	159.2212 	136.9334 
F01,FRE_WHL,UNK,EUR_T,PL,PL	: 	: 	: 	: 	: 	: 	: 	183.1529 	: 	: 	: 	186.5634 	: 	: 
F01,FRE_WHL,UNK,EUR_T,TOTAL,PL	: 	: 	: 	: 	: 	: 	: 	183.1529 	: 	: 	: 	186.5634 	159.2212 	136.9334 
