species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
F02,FRE_NSP,HCN,EUR_T,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1833.9512 	308.7788 	: 	: 	: 	: 	: 
F02,FRE_NSP,HCN,TPW,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1942.7 	1492.1 	1214.4 	1232.3 	: 	: 	: 
F02,FRE_NSP,HCN,TPW,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1942.7 	1492.1 	1214.4 	1232.3 	: 	: 	: 
F02,FRE_NSP,TOTAL,EUR,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3562816.9096 	460728.7752 	: 	: 	: 	: 	: 
F02,FRE_NSP,TOTAL,EUR,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3562816.9096 	460728.7752 	: 	: 	: 	: 	: 
F02,FRE_NSP,TOTAL,EUR_T,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1833.9512 	308.7788 	: 	: 	: 	: 	: 
F02,FRE_NSP,TOTAL,EUR_T,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1833.9512 	308.7788 	: 	: 	: 	: 	: 
F02,FRE_NSP,TOTAL,TPW,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1942.7 	1492.1 	1214.4 	1232.3 	: 	: 	: 
F02,FRE_NSP,TOTAL,TPW,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1942.7 	1492.1 	1214.4 	1232.3 	: 	: 	: 
F02,FRE_WHL,HCN,EUR,EU,FI	5030011.3319 	4556946.7953 	4910080.488 	5000452.574 	6192225.658 	5598551.7572 	5296001.95 	6151385.83 	4520691.3 	3404021.35 	3134456.6 	3196638.6 	2757776.57 	1008962.9921 	2185898.0185 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,EUR,FI,FI	5030011.3319 	4556946.7953 	4910080.488 	5000452.574 	6192225.658 	5598551.7572 	5296001.95 	6151385.83 	4520691.3 	3404021.35 	3134456.6 	3196638.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,EUR,TOTAL,FI	5030011.3319 	4556946.7953 	4910080.488 	5000452.574 	6192225.658 	5598551.7572 	5296001.95 	6151385.83 	4520691.3 	3404021.35 	3134456.6 	3196638.6 	2757776.57 	1008962.9921 	2185898.0185 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,EUR_T,EU,FI	1403.4826 	1492.3337 	1590.361 	1429.0682 	1378.5315 	1357.2826 	1364.8786 	1534.9301 	1507.9024 	1676.8578 	1454.3692 	1271.7372 	2016.0659 	1174.1685 	1962.2065 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,EUR_T,FI,FI	1403.4826 	1492.3337 	1590.361 	1429.0682 	1378.5315 	1357.2826 	1364.8786 	1534.9301 	1507.9024 	1676.8578 	1454.3692 	1271.7372 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,EUR_T,TOTAL,FI	1403.4826 	1492.3337 	1590.361 	1429.0682 	1378.5315 	1357.2826 	1364.8786 	1534.9301 	1507.9024 	1676.8578 	1454.3692 	1271.7372 	2016.0659 	1174.1685 	1962.2065 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,TPW,EU,FI	3583.95 	3053.571 	3087.4 	3499.1 	4491.9 	4124.824 	3880.2 	4007.6 	2998 	2030 	2155.2 	2513.6 	1367.9 	859.3 	1114 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,TPW,FI,FI	3583.95 	3053.571 	3087.4 	3499.1 	4491.9 	4124.824 	3880.2 	4007.6 	2998 	2030 	2155.2 	2513.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,TPW,TOTAL,FI	3583.95 	3053.571 	3087.4 	3499.1 	4491.9 	4124.824 	3880.2 	4007.6 	2998 	2030 	2155.2 	2513.6 	1367.9 	859.3 	1114 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,EUR,EU,FI	5030011.3319 	4556946.7953 	4910080.488 	5000452.574 	6192225.658 	5598551.7572 	5296001.95 	6151385.83 	4520691.3 	3404021.35 	3134456.6 	3196638.6 	2757776.57 	1008962.9921 	2185898.0185 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,EUR,FI,FI	5030011.3319 	4556946.7953 	4910080.488 	5000452.574 	6192225.658 	5598551.7572 	5296001.95 	6151385.83 	4520691.3 	3404021.35 	3134456.6 	3196638.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,EUR,TOTAL,FI	5030011.3319 	4556946.7953 	4910080.488 	5000452.574 	6192225.658 	5598551.7572 	5296001.95 	6151385.83 	4520691.3 	3404021.35 	3134456.6 	3196638.6 	2757776.57 	1008962.9921 	2185898.0185 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,EUR_T,EU,FI	1403.4826 	1492.3337 	1590.361 	1429.0682 	1378.5315 	1357.2826 	1364.8786 	1534.9301 	1507.9024 	1676.8578 	1454.3692 	1271.7372 	2016.0659 	1174.1685 	1962.2065 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,EUR_T,FI,FI	1403.4826 	1492.3337 	1590.361 	1429.0682 	1378.5315 	1357.2826 	1364.8786 	1534.9301 	1507.9024 	1676.8578 	1454.3692 	1271.7372 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,EUR_T,TOTAL,FI	1403.4826 	1492.3337 	1590.361 	1429.0682 	1378.5315 	1357.2826 	1364.8786 	1534.9301 	1507.9024 	1676.8578 	1454.3692 	1271.7372 	2016.0659 	1174.1685 	1962.2065 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,TPW,EU,FI	3583.95 	3053.571 	3087.4 	3499.1 	4491.9 	4124.824 	3880.2 	4007.6 	2998 	2030 	2155.2 	2513.6 	1367.9 	859.3 	1114 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,TPW,FI,FI	3583.95 	3053.571 	3087.4 	3499.1 	4491.9 	4124.824 	3880.2 	4007.6 	2998 	2030 	2155.2 	2513.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,TPW,TOTAL,FI	3583.95 	3053.571 	3087.4 	3499.1 	4491.9 	4124.824 	3880.2 	4007.6 	2998 	2030 	2155.2 	2513.6 	1367.9 	859.3 	1114 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,HCN,EUR,EU,FI	8309004.4015 	7792237.7777 	8210734.1001 	8511760.27 	10267391.53 	9655886.832 	8863846.29 	10569082.64 	8558812.3 	7741107.22 	7082967.3 	6372732.7 	5790111.16 	4088724.9753 	5300112.0549 	6933039.4084 	1164376.3218 	: 	: 	6050585 	6734161 	7241032 
F02,TOTAL,HCN,EUR,FI,FI	8309004.4015 	7792237.7777 	8210734.1001 	8511760.27 	10267391.53 	9655886.832 	8863846.29 	10569082.64 	8558812.3 	7741107.22 	7082967.3 	6372732.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,HCN,EUR,TOTAL,FI	8309004.4015 	7792237.7777 	8210734.1001 	8511760.27 	10267391.53 	9655886.832 	8863846.29 	10569082.64 	8558812.3 	7741107.22 	7082967.3 	6372732.7 	5790111.16 	4088724.9753 	5300112.0549 	6933039.4084 	1164376.3218 	: 	: 	6050585 	6734161 	7241032 
F02,TOTAL,HCN,EUR_T,EU,FI	1973.2884 	2119.4193 	2157.0865 	1985.0187 	1889.0897 	1885.8624 	1841.3408 	2137.2407 	2203.6077 	2587.6144 	2286.6723 	1899.9829 	2626.3772 	2215.7508 	2439.525 	2354.8127 	428.8047 	: 	: 	2201 	2162 	2136 
F02,TOTAL,HCN,EUR_T,FI,FI	1973.2884 	2119.4193 	2157.0865 	1985.0187 	1889.0897 	1885.8624 	1841.3408 	2137.2407 	2203.6077 	2587.6144 	2286.6723 	1899.9829 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,HCN,EUR_T,TOTAL,FI	1973.2884 	2119.4193 	2157.0865 	1985.0187 	1889.0897 	1885.8624 	1841.3408 	2137.2407 	2203.6077 	2587.6144 	2286.6723 	1899.9829 	2626.3772 	2215.7508 	2439.525 	2354.8127 	428.8047 	: 	: 	2201 	2162 	2136 
F02,TOTAL,HCN,TPW,EU,FI	4210.74 	3676.591 	3806.4 	4288 	5435.1 	5120.144 	4813.8 	4945.2 	3884 	2991.6 	3097.5 	3354.1 	2204.6 	1845.3 	2172.6 	2944.2 	2715.4 	2366.1 	2758.3 	2749 	3116 	3390 
F02,TOTAL,HCN,TPW,FI,FI	4210.74 	3676.591 	3806.4 	4288 	5435.1 	5120.144 	4813.8 	4945.2 	3884 	2991.6 	3097.5 	3354.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,HCN,TPW,TOTAL,FI	4210.74 	3676.591 	3806.4 	4288 	5435.1 	5120.144 	4813.8 	4945.2 	3884 	2991.6 	3097.5 	3354.1 	2204.6 	1845.3 	2172.6 	2944.2 	2715.4 	2366.1 	2758.3 	2749 	3116 	3390 
F02,TOTAL,TOTAL,EUR,EU,FI	8309004.4015 	7792237.7777 	8210734.1001 	8511760.27 	10267391.53 	9655886.832 	8863846.29 	10569082.64 	8558812.3 	7741107.22 	7082967.3 	6372732.7 	5790111.16 	4088724.9753 	5300112.0549 	6933039.4084 	1164376.3218 	: 	: 	6050585 	6734161 	7241032 
F02,TOTAL,TOTAL,EUR,FI,FI	8309004.4015 	7792237.7777 	8210734.1001 	8511760.27 	10267391.53 	9655886.832 	8863846.29 	10569082.64 	8558812.3 	7741107.22 	7082967.3 	6372732.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,TOTAL,EUR,TOTAL,FI	8309004.4015 	7792237.7777 	8210734.1001 	8511760.27 	10267391.53 	9655886.832 	8863846.29 	10569082.64 	8558812.3 	7741107.22 	7082967.3 	6372732.7 	5790111.16 	4088724.9753 	5300112.0549 	6933039.4084 	1164376.3218 	: 	: 	6050585 	6734161 	7241032 
F02,TOTAL,TOTAL,EUR_T,EU,FI	1973.2884 	2119.4193 	2157.0865 	1985.0187 	1889.0897 	1885.8624 	1841.3408 	2137.2407 	2203.6077 	2587.6144 	2286.6723 	1899.9829 	2626.3772 	2215.7508 	2439.525 	2354.8127 	428.8047 	: 	: 	2201 	2162 	2136 
F02,TOTAL,TOTAL,EUR_T,FI,FI	1973.2884 	2119.4193 	2157.0865 	1985.0187 	1889.0897 	1885.8624 	1841.3408 	2137.2407 	2203.6077 	2587.6144 	2286.6723 	1899.9829 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,TOTAL,EUR_T,TOTAL,FI	1973.2884 	2119.4193 	2157.0865 	1985.0187 	1889.0897 	1885.8624 	1841.3408 	2137.2407 	2203.6077 	2587.6144 	2286.6723 	1899.9829 	2626.3772 	2215.7508 	2439.525 	2354.8127 	428.8047 	: 	: 	2201 	2162 	2136 
F02,TOTAL,TOTAL,TPW,EU,FI	4210.74 	3676.591 	3806.4 	4288 	5435.1 	5120.144 	4813.8 	4945.2 	3884 	2991.6 	3097.5 	3354.1 	2204.6 	1845.3 	2172.6 	2944.2 	2715.4 	2366.1 	2758.3 	2749 	3116 	3390 
F02,TOTAL,TOTAL,TPW,FI,FI	4210.74 	3676.591 	3806.4 	4288 	5435.1 	5120.144 	4813.8 	4945.2 	3884 	2991.6 	3097.5 	3354.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,TOTAL,TPW,TOTAL,FI	4210.74 	3676.591 	3806.4 	4288 	5435.1 	5120.144 	4813.8 	4945.2 	3884 	2991.6 	3097.5 	3354.1 	2204.6 	1845.3 	2172.6 	2944.2 	2715.4 	2366.1 	2758.3 	2749 	3116 	3390 
F07,FRE,HCN,EUR,EU,FI	12011831.0263 	14773165.2119 	13889007.2901 	13867406.306 	18075964.543 	19438370.7468 	19014703.11 	15776528.31 	13130696.94 	12677395.84 	14314798.9 	12351746.8 	11391776.309 	11108640.7438 	10508280.69 	13471283.6969 	4698456.2416 	: 	: 	15838300 	15119456 	19085742 
F07,FRE,HCN,EUR,FI,FI	12011831.0263 	14773165.2119 	13889007.2901 	13867406.306 	18075964.543 	19438370.7468 	19014703.11 	15776528.31 	13130696.94 	12677395.84 	14314798.9 	12351746.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,EUR,TOTAL,FI	12011831.0263 	14773165.2119 	13889007.2901 	13867406.306 	18075964.543 	19438370.7468 	19014703.11 	15776528.31 	13130696.94 	12677395.84 	14314798.9 	12351746.8 	11391776.309 	11108640.7438 	10508280.69 	13471283.6969 	4698456.2416 	: 	: 	15838300 	15119456 	19085742 
F07,FRE,HCN,EUR_T,EU,FI	682.2846 	492.9176 	550.3125 	593.4459 	536.9444 	514.0272 	424.7805 	599.1003 	493.0588 	459.7357 	341.5588 	364.0748 	437.2942 	329.9221 	463.6245 	571.5097 	155.5234 	: 	: 	637 	536 	563 
F07,FRE,HCN,EUR_T,FI,FI	682.2846 	492.9176 	550.3125 	593.4459 	536.9444 	514.0272 	424.7805 	599.1003 	493.0588 	459.7357 	341.5588 	364.0748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,EUR_T,TOTAL,FI	682.2846 	492.9176 	550.3125 	593.4459 	536.9444 	514.0272 	424.7805 	599.1003 	493.0588 	459.7357 	341.5588 	364.0748 	437.2942 	329.9221 	463.6245 	571.5097 	155.5234 	: 	: 	637 	536 	563 
F07,FRE,HCN,TPW,EU,FI	17605.31 	29970.861 	25238.4 	23367.6 	33664.5 	37815.841 	44763.6 	26333.7 	26631.1 	27575.4 	41910.2 	33926.4 	26050.6 	33670.5 	22665.5 	23571.4 	30210.6 	: 	: 	24866 	28199 	33874 
F07,FRE,HCN,TPW,FI,FI	17605.31 	29970.861 	25238.4 	23367.6 	33664.5 	37815.841 	44763.6 	26333.7 	26631.1 	27575.4 	41910.2 	33926.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,TPW,TOTAL,FI	17605.31 	29970.861 	25238.4 	23367.6 	33664.5 	37815.841 	44763.6 	26333.7 	26631.1 	27575.4 	41910.2 	33926.4 	26050.6 	33670.5 	22665.5 	23571.4 	30210.6 	: 	: 	24866 	28199 	33874 
F07,FRE,IND,EUR,EU,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	3882650 	5662167 	7512420 
F07,FRE,IND,EUR,FI,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,IND,EUR,TOTAL,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	3882650 	5662167 	7512420 
F07,FRE,IND,EUR_T,EU,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	59 	103 	106 
F07,FRE,IND,EUR_T,FI,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,IND,EUR_T,TOTAL,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	59 	103 	106 
F07,FRE,IND,TPW,EU,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	: 	: 	66060 	54788 	70853 
F07,FRE,IND,TPW,FI,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,IND,TPW,TOTAL,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	: 	: 	66060 	54788 	70853 
F07,FRE,TOTAL,EUR,EU,FI	30147046.3281 	33167160.8888 	27819433.8764 	25985385.13 	30833423.148 	35165170.6413 	29088768.72 	24333667.73 	19397146.94 	18042549.63 	19169787.7 	17649767.8 	18488756.103 	15067420.6378 	15602644.1366 	18679466.4635 	6011540.5297 	: 	: 	19720950 	20781623 	26598163 
F07,FRE,TOTAL,EUR,FI,FI	30147046.3281 	33167160.8888 	27819433.8764 	25985385.13 	30833423.148 	35165170.6413 	29088768.72 	24333667.73 	19397146.94 	18042549.63 	19169787.7 	17649767.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,EUR,TOTAL,FI	30147046.3281 	33167160.8888 	27819433.8764 	25985385.13 	30833423.148 	35165170.6413 	29088768.72 	24333667.73 	19397146.94 	18042549.63 	19169787.7 	17649767.8 	18488756.103 	15067420.6378 	15602644.1366 	18679466.4635 	6011540.5297 	: 	: 	19720950 	20781623 	26598163 
F07,FRE,TOTAL,EUR_T,EU,FI	255.4524 	247.9412 	265.7864 	266.1158 	314.2516 	320.3331 	282.9795 	310.8205 	233.7313 	213.775 	211.3876 	190.2052 	203.0616 	179.1644 	184.5143 	245.1042 	62.1602 	: 	: 	217 	250 	254 
F07,FRE,TOTAL,EUR_T,FI,FI	255.4524 	247.9412 	265.7864 	266.1158 	314.2516 	320.3331 	282.9795 	310.8205 	233.7313 	213.775 	211.3876 	190.2052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,EUR_T,TOTAL,FI	255.4524 	247.9412 	265.7864 	266.1158 	314.2516 	320.3331 	282.9795 	310.8205 	233.7313 	213.775 	211.3876 	190.2052 	203.0616 	179.1644 	184.5143 	245.1042 	62.1602 	: 	: 	217 	250 	254 
F07,FRE,TOTAL,TPW,EU,FI	118014.348 	133770.271 	104668.4 	97646.9 	98117 	109776.904 	102794.6 	78288.5 	82989.1 	84399.7 	90685.5 	92793.3 	91050 	84098.3 	84560.6 	76210.3 	96710.5 	: 	: 	90927 	82987 	104727 
F07,FRE,TOTAL,TPW,FI,FI	118014.348 	133770.271 	104668.4 	97646.9 	98117 	109776.904 	102794.6 	78288.5 	82989.1 	84399.7 	90685.5 	92793.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,TPW,TOTAL,FI	118014.348 	133770.271 	104668.4 	97646.9 	98117 	109776.904 	102794.6 	78288.5 	82989.1 	84399.7 	90685.5 	92793.3 	91050 	84098.3 	84560.6 	76210.3 	96710.5 	: 	: 	90927 	82987 	104727 
F07,FRE,UNK,EUR,EU,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,UNK,EUR,FI,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,UNK,EUR,TOTAL,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,UNK,EUR_T,EU,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,UNK,EUR_T,FI,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,UNK,EUR_T,TOTAL,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,UNK,TPW,EU,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,UNK,TPW,FI,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,UNK,TPW,TOTAL,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR,EU,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	3033084.59 	3079761.9832 	3114214.0365 	3370222.4988 	703819.0983 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR,FI,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR,TOTAL,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	3033084.59 	3079761.9832 	3114214.0365 	3370222.4988 	703819.0983 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR_T,EU,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	3622.8913 	3123.4909 	2941.8232 	3365.1747 	574.64 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR_T,FI,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR_T,TOTAL,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	3622.8913 	3123.4909 	2941.8232 	3365.1747 	574.64 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,TPW,EU,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	837.2 	986 	1058.6 	1001.5 	1224.8 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,TPW,FI,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,TPW,TOTAL,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	837.2 	986 	1058.6 	1001.5 	1224.8 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR,EU,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	3033084.59 	3079761.9832 	3114214.0365 	3370222.4988 	703819.0983 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR,FI,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR,TOTAL,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	3033084.59 	3079761.9832 	3114214.0365 	3370222.4988 	703819.0983 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR_T,EU,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	3622.8913 	3123.4909 	2941.8232 	3365.1747 	574.64 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR_T,FI,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR_T,TOTAL,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	3622.8913 	3123.4909 	2941.8232 	3365.1747 	574.64 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,TPW,EU,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	837.2 	986 	1058.6 	1001.5 	1224.8 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,TPW,FI,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,TPW,TOTAL,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	837.2 	986 	1058.6 	1001.5 	1224.8 	: 	: 	: 	: 	: 
F07,FRE_NSP,HCN,EUR,EU,FI	: 	123291 	64670.04 	51348.6 	36380 	110711.61 	104811 	159071.85 	10094 	14964.12 	9464 	43226.3 	: 	: 	: 	4975944.7288 	785104.4475 	: 	: 	: 	: 	: 
F07,FRE_NSP,HCN,EUR,FI,FI	: 	123291 	64670.04 	51348.6 	36380 	110711.61 	104811 	159071.85 	10094 	14964.12 	9464 	43226.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
