species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 
F56,FRE_WHL,HCN,EUR,EU,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,FRE_WHL,HCN,EUR,SI,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,FRE_WHL,HCN,EUR,TOTAL,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,FRE_WHL,HCN,EUR_T,EU,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,FRE_WHL,HCN,EUR_T,SI,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,FRE_WHL,HCN,EUR_T,TOTAL,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,FRE_WHL,HCN,TPW,EU,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	: 	: 	: 	: 
F56,FRE_WHL,HCN,TPW,SI,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	: 	: 	: 	: 
F56,FRE_WHL,HCN,TPW,TOTAL,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,EUR,EU,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,EUR,SI,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,EUR,TOTAL,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,EUR_T,EU,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,EUR_T,SI,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,EUR_T,TOTAL,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,TPW,EU,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,TPW,SI,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	: 	: 	: 	: 
F56,FRE_WHL,TOTAL,TPW,TOTAL,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	: 	: 	: 	: 
F56,TOTAL,HCN,EUR,EU,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,TOTAL,HCN,EUR,SI,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,TOTAL,HCN,EUR,TOTAL,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,TOTAL,HCN,EUR_T,EU,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,TOTAL,HCN,EUR_T,SI,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,TOTAL,HCN,EUR_T,TOTAL,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,TOTAL,HCN,TPW,EU,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	2.3 	1.3 	1.8 	0 
F56,TOTAL,HCN,TPW,SI,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	2.3 	1.3 	1.8 	0 
F56,TOTAL,HCN,TPW,TOTAL,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	2.3 	1.3 	1.8 	0 
F56,TOTAL,TOTAL,EUR,EU,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,TOTAL,TOTAL,EUR,SI,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,TOTAL,TOTAL,EUR,TOTAL,SI	7700 	836 	3900 	3800 	3129 	1760 	1688 	19250 	49764 	2594.4 	3050.3 	779.8 	: 	: 	: 	: 	: 
F56,TOTAL,TOTAL,EUR_T,EU,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,TOTAL,TOTAL,EUR_T,SI,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,TOTAL,TOTAL,EUR_T,TOTAL,SI	11000 	8360 	7800 	9500 	7822.5 	8800 	8440 	7700 	7540 	564 	517 	557 	: 	: 	: 	: 	: 
F56,TOTAL,TOTAL,TPW,EU,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	2.3 	1.3 	1.8 	0 
F56,TOTAL,TOTAL,TPW,SI,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	2.3 	1.3 	1.8 	0 
F56,TOTAL,TOTAL,TPW,TOTAL,SI	0.7 	0.1 	0.5 	0.4 	0.4 	0.2 	0.2 	2.5 	6.6 	4.6 	5.9 	1.4 	: 	2.3 	1.3 	1.8 	0 
F57,FRE,HCN,EUR,EU,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE,HCN,EUR,SI,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE,HCN,EUR,TOTAL,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE,HCN,EUR_T,EU,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE,HCN,EUR_T,SI,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE,HCN,EUR_T,TOTAL,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE,HCN,TPW,EU,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,FRE,HCN,TPW,SI,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,FRE,HCN,TPW,TOTAL,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,FRE,TOTAL,EUR,EU,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE,TOTAL,EUR,SI,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE,TOTAL,EUR,TOTAL,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE,TOTAL,EUR_T,EU,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE,TOTAL,EUR_T,SI,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE,TOTAL,EUR_T,TOTAL,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE,TOTAL,TPW,EU,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,FRE,TOTAL,TPW,SI,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,FRE,TOTAL,TPW,TOTAL,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,FRE_NSP,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.7 	57.4 	62.4 	47 
F57,FRE_NSP,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.7 	57.4 	62.4 	47 
F57,FRE_NSP,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.7 	57.4 	62.4 	47 
F57,FRE_NSP,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.7 	57.4 	62.4 	47 
F57,FRE_NSP,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.7 	57.4 	62.4 	47 
F57,FRE_NSP,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.7 	57.4 	62.4 	47 
F57,FRE_WHL,HCN,EUR,EU,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE_WHL,HCN,EUR,SI,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE_WHL,HCN,EUR,TOTAL,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE_WHL,HCN,EUR_T,EU,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE_WHL,HCN,EUR_T,SI,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE_WHL,HCN,EUR_T,TOTAL,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE_WHL,HCN,TPW,EU,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	: 	: 	: 	: 
F57,FRE_WHL,HCN,TPW,SI,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	: 	: 	: 	: 
F57,FRE_WHL,HCN,TPW,TOTAL,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,EUR,EU,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,EUR,SI,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,EUR,TOTAL,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,EUR_T,EU,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,EUR_T,SI,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,EUR_T,TOTAL,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,TPW,EU,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,TPW,SI,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	: 	: 	: 	: 
F57,FRE_WHL,TOTAL,TPW,TOTAL,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	: 	: 	: 	: 
F57,TOTAL,HCN,EUR,EU,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,TOTAL,HCN,EUR,SI,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,TOTAL,HCN,EUR,TOTAL,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,TOTAL,HCN,EUR_T,EU,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,TOTAL,HCN,EUR_T,SI,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,TOTAL,HCN,EUR_T,TOTAL,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,TOTAL,HCN,TPW,EU,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,TOTAL,HCN,TPW,SI,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,TOTAL,HCN,TPW,TOTAL,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,TOTAL,TOTAL,EUR,EU,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,TOTAL,TOTAL,EUR,SI,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,TOTAL,TOTAL,EUR,TOTAL,SI	223266.3 	157994.6 	206993.1 	201893.8 	241852.8 	229865.7 	308115 	358694.6 	372901.4 	374953.2 	243979.3 	607046.4 	275001.2 	: 	: 	: 	: 
F57,TOTAL,TOTAL,EUR_T,EU,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,TOTAL,TOTAL,EUR_T,SI,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,TOTAL,TOTAL,EUR_T,TOTAL,SI	7417.485 	7382.9252 	7527.0218 	8627.9402 	7113.3176 	6986.7994 	6339.8148 	6924.6062 	7326.1572 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
F57,TOTAL,TOTAL,TPW,EU,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,TOTAL,TOTAL,TPW,SI,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
F57,TOTAL,TOTAL,TPW,TOTAL,SI	30.1 	21.4 	27.5 	23.4 	34 	32.9 	48.6 	51.8 	50.9 	49.2 	37.3 	86.4 	60.4 	79.7 	57.4 	62.4 	47 
FLE,FRE,HCN,EUR,EU,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE,HCN,EUR,SI,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE,HCN,EUR,TOTAL,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE,HCN,EUR_T,EU,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE,HCN,EUR_T,SI,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE,HCN,EUR_T,TOTAL,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE,HCN,TPW,EU,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	5.1 	2.6 	2.7 	2 
FLE,FRE,HCN,TPW,SI,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	5.1 	2.6 	2.7 	2 
FLE,FRE,HCN,TPW,TOTAL,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	5.1 	2.6 	2.7 	2 
FLE,FRE,TOTAL,EUR,EU,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE,TOTAL,EUR,SI,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE,TOTAL,EUR,TOTAL,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE,TOTAL,EUR_T,EU,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE,TOTAL,EUR_T,SI,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE,TOTAL,EUR_T,TOTAL,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE,TOTAL,TPW,EU,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	5.1 	2.6 	2.7 	2 
FLE,FRE,TOTAL,TPW,SI,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	5.1 	2.6 	2.7 	2 
FLE,FRE,TOTAL,TPW,TOTAL,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	5.1 	2.6 	2.7 	2 
FLE,FRE_NSP,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.1 	2.6 	2.7 	2 
FLE,FRE_NSP,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 
FLE,FRE_NSP,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.1 	2.6 	2.7 	2 
FLE,FRE_NSP,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.1 	2.6 	2.7 	2 
FLE,FRE_NSP,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.1 	2.6 	2.7 	2 
FLE,FRE_NSP,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.1 	2.6 	2.7 	2 
FLE,FRE_WHL,HCN,EUR,EU,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE_WHL,HCN,EUR,SI,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE_WHL,HCN,EUR,TOTAL,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE_WHL,HCN,EUR_T,EU,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE_WHL,HCN,EUR_T,SI,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE_WHL,HCN,EUR_T,TOTAL,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE_WHL,HCN,TPW,EU,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	: 	: 	: 	: 
FLE,FRE_WHL,HCN,TPW,SI,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	: 	: 	: 	: 
FLE,FRE_WHL,HCN,TPW,TOTAL,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	: 	: 	: 	: 
FLE,FRE_WHL,TOTAL,EUR,EU,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE_WHL,TOTAL,EUR,SI,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE_WHL,TOTAL,EUR,TOTAL,SI	14150 	18568.8 	15683.2 	28614 	24202.8 	23407.3 	19824.6 	17828.8 	21990.6 	9942 	12125.4 	22083.6 	4612 	: 	: 	: 	: 
FLE,FRE_WHL,TOTAL,EUR_T,EU,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE_WHL,TOTAL,EUR_T,SI,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE_WHL,TOTAL,EUR_T,TOTAL,SI	5660 	5158 	5408 	5020 	4482 	4777 	4218 	4052 	3858 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
FLE,FRE_WHL,TOTAL,TPW,EU,SI	2.5 	3.6 	2.9 	5.7 	5.4 	4.9 	4.7 	4.4 	5.7 	3 	4.2 	8.4 	2 	: 	: 	: 	: 
