species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 
RJF,FRE,HCN,TPW,TOTAL,IS	6 	9 	16 	15 	13 	40.866 	20.4 	15.8 	21.2 	40.1 	5.8 	22.9 	18.3 	30 	20.4 	15.2 	28.1 	29.6 	: 	: 	: 
RJF,FRE,HCN,TPW,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	4.1 	8.2 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	913.4116 	1245.9809 	105.0034 	1512.6021 	477.3496 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.5196 	: 	: 	: 
RJF,FRE,TOTAL,EUR,EFTA,IS	2058.8382 	2310.0905 	2790.433 	3226.6853 	3338.7396 	15013.325 	12410.3464 	7265.2153 	10161.2383 	13578.2609 	4647.3133 	14133.2966 	7250.7539 	8278.0916 	4159.5828 	4414.6927 	17802.7972 	13438.5641 	: 	: 	: 
RJF,FRE,TOTAL,EUR,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1184.207 	3236.7765 	4824.0428 	1512.6021 	477.3496 	49.5196 	: 	: 	: 
RJF,FRE,TOTAL,EUR,IS,IS	2058.8382 	2310.0905 	2790.433 	3226.6853 	3338.7396 	15013.325 	12410.3464 	7265.2153 	10161.2383 	13578.2609 	4647.3133 	14133.2966 	7250.7539 	8278.0916 	4159.5828 	4414.6927 	17802.7972 	13438.5641 	: 	: 	: 
RJF,FRE,TOTAL,EUR,TOTAL,IS	2058.8382 	2310.0905 	2790.433 	3226.6853 	3338.7396 	15013.325 	12410.3464 	7265.2153 	10161.2383 	13578.2609 	4647.3133 	14133.2966 	8434.9609 	11514.8681 	8983.6256 	5927.2948 	18280.1468 	13488.0837 	: 	: 	: 
RJF,FRE,TOTAL,EUR,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	270.7954 	1990.7956 	4719.0393 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	507.4509 	429.6486 	525.0172 	336.1338 	207.5433 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	495.1956 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,EFTA,IS	343.1397 	256.6767 	174.4021 	215.1124 	256.8261 	367.3794 	608.3503 	459.8238 	479.3037 	338.61 	801.2609 	617.1745 	458.9085 	359.917 	346.6319 	412.5881 	690.0309 	455.5445 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	473.6828 	462.3966 	574.2908 	336.1338 	207.5433 	495.1956 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,IS,IS	343.1397 	256.6767 	174.4021 	215.1124 	256.8261 	367.3794 	608.3503 	459.8238 	479.3037 	338.61 	801.2609 	617.1745 	458.9085 	359.917 	346.6319 	412.5881 	690.0309 	455.5445 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,TOTAL,IS	343.1397 	256.6767 	174.4021 	215.1124 	256.8261 	367.3794 	608.3503 	459.8238 	479.3037 	338.61 	801.2609 	617.1745 	460.9268 	383.8289 	440.3738 	389.9536 	650.539 	455.6785 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	386.8505 	485.5599 	575.4926 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,TPW,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.8 	2.9 	0.2 	4.5 	2.3 	: 	: 	: 	: 
RJF,FRE,TOTAL,TPW,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 
RJF,FRE,TOTAL,TPW,EFTA,IS	6 	9 	16 	15 	13 	40.866 	20.4 	15.8 	21.2 	40.1 	5.8 	22.9 	15.8 	23 	12 	10.7 	25.8 	29.5 	: 	: 	: 
RJF,FRE,TOTAL,TPW,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.5 	7 	8.4 	4.5 	2.3 	0.1 	: 	: 	: 
RJF,FRE,TOTAL,TPW,IS,IS	6 	9 	16 	15 	13 	40.866 	20.4 	15.8 	21.2 	40.1 	5.8 	22.9 	15.8 	23 	12 	10.7 	25.8 	29.5 	: 	: 	: 
RJF,FRE,TOTAL,TPW,TOTAL,IS	6 	9 	16 	15 	13 	40.866 	20.4 	15.8 	21.2 	40.1 	5.8 	22.9 	18.3 	30 	20.4 	15.2 	28.1 	29.6 	: 	: 	: 
RJF,FRE,TOTAL,TPW,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	4.1 	8.2 	: 	: 	: 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	551.9713 	1245.9809 	105.0034 	1512.6023 	443.9312 	: 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.5196 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR,EFTA,IS	2058.8382 	2063.5853 	2552.466 	2894.0758 	2865.236 	14185.0147 	11581.0426 	7140.3671 	9941.1876 	12268.1257 	3537.1072 	13741.376 	7065.2594 	8134.0036 	4111.0741 	4414.6926 	17802.7972 	13438.5641 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	822.7667 	3236.7765 	4824.0426 	1512.6023 	443.9312 	49.5196 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR,IS,IS	2058.8382 	2063.5853 	2552.466 	2894.0758 	2865.236 	14185.0147 	11581.0426 	7140.3671 	9941.1876 	12268.1257 	3537.1072 	13741.376 	7065.2594 	8134.0036 	4111.0741 	4414.6926 	17802.7972 	13438.5641 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR,TOTAL,IS	2058.8382 	2063.5853 	2552.466 	2894.0758 	2865.236 	14185.0147 	11581.0426 	7140.3671 	9941.1876 	12268.1257 	3537.1072 	13741.376 	7888.0261 	11370.7801 	8935.1167 	5927.2949 	18246.7284 	13488.0837 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	270.7954 	1990.7956 	4719.0392 	: 	: 	: 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR_T,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	551.9713 	429.6486 	525.0172 	336.1338 	211.3958 	: 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	495.1956 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR_T,EFTA,IS	343.1397 	294.7979 	182.319 	206.7197 	260.476 	369.8059 	626.0023 	463.6602 	492.138 	338.8985 	752.576 	624.608 	464.8197 	385.4978 	357.4847 	412.5881 	690.0309 	455.5445 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR_T,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	483.9804 	462.3966 	574.2908 	336.1338 	211.3958 	495.1956 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR_T,IS,IS	343.1397 	294.7979 	182.319 	206.7197 	260.476 	369.8059 	626.0023 	463.6602 	492.138 	338.8985 	752.576 	624.608 	464.8197 	385.4978 	357.4847 	412.5881 	690.0309 	455.5445 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR_T,TOTAL,IS	343.1397 	294.7979 	182.319 	206.7197 	260.476 	369.8059 	626.0023 	463.6602 	492.138 	338.8985 	752.576 	624.608 	466.7471 	404.6541 	449.0008 	389.9536 	654.0046 	455.6785 	: 	: 	: 
RJF,FRE_GUT,HCN,EUR_T,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	386.8505 	485.5599 	575.4926 	: 	: 	: 	: 	: 	: 
RJF,FRE_GUT,HCN,TPW,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2.9 	: 	: 	2.1 	: 	: 	: 	: 
RJF,FRE_GUT,HCN,TPW,EFTA,IS	6 	7 	14 	14 	11 	38.358 	18.5 	15.4 	20.2 	36.2 	4.7 	22 	15.2 	21.1 	11.5 	10.7 	25.8 	29.5 	: 	: 	: 
RJF,FRE_GUT,HCN,TPW,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.7 	7 	8.4 	4.5 	2.1 	0.1 	: 	: 	: 
RJF,FRE_GUT,HCN,TPW,IS,IS	6 	7 	14 	14 	11 	38.358 	18.5 	15.4 	20.2 	36.2 	4.7 	22 	15.2 	21.1 	: 	: 	25.8 	: 	: 	: 	: 
RJF,FRE_GUT,HCN,TPW,TOTAL,IS	6 	7 	14 	14 	11 	38.358 	18.5 	15.4 	20.2 	36.2 	4.7 	22 	16.9 	28.1 	19.9 	15.2 	27.9 	29.6 	: 	: 	: 
RJF,FRE_GUT,HCN,TPW,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	4.1 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	551.9713 	1245.9809 	105.0034 	1512.6021 	443.9312 	: 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.5196 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR,EFTA,IS	2058.8382 	2063.5853 	2552.466 	2894.0758 	2865.236 	14162.3413 	11581.0426 	7140.3671 	9941.1876 	12268.1257 	3537.1072 	13741.376 	7065.2594 	8134.0036 	4111.0741 	4414.6927 	17802.7972 	13438.5641 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	822.7667 	3236.7765 	4824.0428 	1512.6021 	443.9312 	49.5196 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR,IS,IS	2058.8382 	2063.5853 	2552.466 	2894.0758 	2865.236 	14162.3413 	11581.0426 	7140.3671 	9941.1876 	12268.1257 	3537.1072 	13741.376 	7065.2594 	8134.0036 	4111.0741 	4414.6927 	17802.7972 	13438.5641 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR,TOTAL,IS	2058.8382 	2063.5853 	2552.466 	2894.0758 	2865.236 	14162.3413 	11581.0426 	7140.3671 	9941.1876 	12268.1257 	3537.1072 	13741.376 	7888.0261 	11370.7801 	8935.1168 	5927.2948 	18246.7284 	13488.0837 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	270.7954 	1990.7956 	4719.0393 	: 	: 	: 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR_T,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	551.9713 	429.6486 	525.0172 	336.1338 	211.3958 	: 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	495.1956 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR_T,EFTA,IS	343.1397 	294.7979 	182.319 	206.7197 	260.476 	369.2148 	626.0023 	463.6602 	492.138 	338.8985 	752.576 	624.608 	464.8197 	385.4978 	357.4847 	412.5881 	690.0309 	455.5445 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR_T,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	483.9804 	462.3966 	574.2908 	336.1338 	211.3958 	495.1956 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR_T,IS,IS	343.1397 	294.7979 	182.319 	206.7197 	260.476 	369.2148 	626.0023 	463.6602 	492.138 	338.8985 	752.576 	624.608 	464.8197 	385.4978 	357.4847 	412.5881 	690.0309 	455.5445 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR_T,TOTAL,IS	343.1397 	294.7979 	182.319 	206.7197 	260.476 	369.2148 	626.0023 	463.6602 	492.138 	338.8985 	752.576 	624.608 	466.7471 	404.6541 	449.0008 	389.9536 	654.0046 	455.6785 	: 	: 	: 
RJF,FRE_GUT,TOTAL,EUR_T,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	386.8505 	485.5599 	575.4926 	: 	: 	: 	: 	: 	: 
RJF,FRE_GUT,TOTAL,TPW,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2.9 	0.2 	4.5 	2.1 	: 	: 	: 	: 
RJF,FRE_GUT,TOTAL,TPW,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 
RJF,FRE_GUT,TOTAL,TPW,EFTA,IS	6 	7 	14 	14 	11 	38.358 	18.5 	15.4 	20.2 	36.2 	4.7 	22 	15.2 	21.1 	11.5 	10.7 	25.8 	29.5 	: 	: 	: 
RJF,FRE_GUT,TOTAL,TPW,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.7 	7 	8.4 	4.5 	2.1 	0.1 	: 	: 	: 
RJF,FRE_GUT,TOTAL,TPW,IS,IS	6 	7 	14 	14 	11 	38.358 	18.5 	15.4 	20.2 	36.2 	4.7 	22 	15.2 	21.1 	11.5 	10.7 	25.8 	29.5 	: 	: 	: 
RJF,FRE_GUT,TOTAL,TPW,TOTAL,IS	6 	7 	14 	14 	11 	38.358 	18.5 	15.4 	20.2 	36.2 	4.7 	22 	16.9 	28.1 	19.9 	15.2 	27.9 	29.6 	: 	: 	: 
RJF,FRE_GUT,TOTAL,TPW,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	4.1 	8.2 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	361.4403 	: 	: 	: 	33.4184 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR,EFTA,IS	0 	246.5052 	237.967 	332.6095 	473.5036 	852.3463 	829.3038 	124.8482 	220.0507 	1310.1352 	1110.2061 	391.9206 	185.4945 	144.088 	48.5081 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	361.4403 	: 	: 	: 	33.4184 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR,IS,IS	0 	246.5052 	237.967 	332.6095 	473.5036 	852.3463 	829.3038 	124.8482 	220.0507 	1310.1352 	1110.2061 	391.9206 	185.4945 	144.088 	48.5081 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR,TOTAL,IS	0 	246.5052 	237.967 	332.6095 	473.5036 	852.3463 	829.3038 	124.8482 	220.0507 	1310.1352 	1110.2061 	391.9206 	546.9348 	144.088 	48.5081 	: 	33.4184 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR_T,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	451.8004 	: 	: 	: 	167.0921 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR_T,EFTA,IS	: 	123.2526 	118.9835 	332.6095 	236.7518 	339.851 	436.4757 	312.1206 	220.0507 	335.9321 	1009.2783 	435.4673 	309.1575 	75.8358 	97.0162 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR_T,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	451.8004 	: 	: 	: 	167.0921 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR_T,IS,IS	240.1196 	123.2526 	118.9835 	332.6095 	236.7518 	339.851 	436.4757 	312.1206 	220.0507 	335.9321 	1009.2783 	435.4673 	309.1575 	75.8358 	97.0163 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR_T,TOTAL,IS	: 	123.2526 	118.9835 	332.6095 	236.7518 	339.851 	436.4757 	312.1206 	220.0507 	335.9321 	1009.2783 	435.4673 	390.6677 	75.8358 	97.0162 	: 	167.0921 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,TPW,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	0.2 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,TPW,EFTA,IS	0 	2 	2 	1 	2 	2.508 	1.9 	0.4 	1 	3.9 	1.1 	0.9 	0.6 	1.9 	0.5 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,TPW,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	0.2 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,TPW,IS,IS	0 	2 	2 	1 	2 	2.508 	1.9 	0.4 	1 	3.9 	1.1 	0.9 	0.6 	1.9 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,TPW,TOTAL,IS	0 	2 	2 	1 	2 	2.508 	1.9 	0.4 	1 	3.9 	1.1 	0.9 	1.4 	1.9 	0.5 	: 	0.2 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	361.4403 	: 	: 	: 	33.4184 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR,EFTA,IS	0 	246.5052 	237.967 	332.6095 	473.5036 	850.9837 	829.3038 	124.8482 	220.0507 	1310.1352 	1110.2061 	391.9206 	185.4945 	144.088 	48.5082 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	361.4403 	: 	: 	: 	33.4184 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR,IS,IS	0 	246.5052 	237.967 	332.6095 	473.5036 	850.9837 	829.3038 	124.8482 	220.0507 	1310.1352 	1110.2061 	391.9206 	185.4945 	144.088 	48.5082 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR,TOTAL,IS	0 	246.5052 	237.967 	332.6095 	473.5036 	850.9837 	829.3038 	124.8482 	220.0507 	1310.1352 	1110.2061 	391.9206 	546.9348 	144.088 	48.5082 	: 	33.4184 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR_T,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	451.8004 	: 	: 	: 	167.0921 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR_T,EFTA,IS	: 	123.2526 	118.9835 	332.6095 	236.7518 	339.3077 	436.4757 	312.1206 	220.0507 	335.9321 	1009.2783 	435.4673 	309.1575 	75.8358 	97.0163 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR_T,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	451.8004 	: 	: 	: 	167.0921 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR_T,IS,IS	: 	123.2526 	118.9835 	332.6095 	236.7518 	339.3077 	436.4757 	312.1206 	220.0507 	335.9321 	1009.2783 	435.4673 	309.1575 	75.8358 	97.0163 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR_T,TOTAL,IS	: 	123.2526 	118.9835 	332.6095 	236.7518 	339.3077 	436.4757 	312.1206 	220.0507 	335.9321 	1009.2783 	435.4673 	390.6677 	75.8358 	97.0163 	: 	167.0921 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,TPW,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	0.2 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,TPW,EFTA,IS	0 	2 	2 	1 	2 	2.508 	1.9 	0.4 	1 	3.9 	1.1 	0.9 	0.6 	1.9 	0.5 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,TPW,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	0.2 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,TPW,IS,IS	0 	2 	2 	1 	2 	2.508 	1.9 	0.4 	1 	3.9 	1.1 	0.9 	0.6 	1.9 	0.5 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,TPW,TOTAL,IS	0 	2 	2 	1 	2 	2.508 	1.9 	0.4 	1 	3.9 	1.1 	0.9 	1.4 	1.9 	0.5 	: 	0.2 	: 	: 	: 	: 
RJF,FRO,IND,EUR,EFTA,IS	: 	: 	: 	: 	0 	42.6463 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7672 	670.2938 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO,IND,EUR,IS,IS	: 	: 	: 	: 	0 	42.6463 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7672 	670.2938 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO,IND,EUR,TOTAL,IS	: 	: 	: 	: 	0 	42.6463 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7672 	670.2938 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO,IND,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	273.3739 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO,IND,EUR_T,IS,IS	: 	: 	: 	: 	: 	273.3739 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO,IND,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	273.3739 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO,IND,TPW,EFTA,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	2.9 	3.5 	1.2 	1.7 	: 	: 	: 
RJF,FRO,IND,TPW,IS,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	2.9 	3.5 	1.2 	1.7 	: 	: 	: 
RJF,FRO,IND,TPW,TOTAL,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	2.9 	3.5 	1.2 	1.7 	: 	: 	: 
RJF,FRO,TOTAL,EUR,EFTA,IS	: 	: 	: 	: 	0 	42.6463 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7672 	670.2938 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO,TOTAL,EUR,IS,IS	: 	: 	: 	: 	0 	42.6463 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7672 	670.2938 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO,TOTAL,EUR,TOTAL,IS	: 	: 	: 	: 	0 	42.6463 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7672 	670.2938 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO,TOTAL,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	273.3739 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO,TOTAL,EUR_T,IS,IS	: 	: 	: 	: 	: 	273.3739 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO,TOTAL,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	273.3739 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO,TOTAL,TPW,EFTA,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	2.9 	3.5 	1.2 	1.7 	: 	: 	: 
RJF,FRO,TOTAL,TPW,IS,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	2.9 	3.5 	1.2 	1.7 	: 	: 	: 
RJF,FRO,TOTAL,TPW,TOTAL,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	2.9 	3.5 	1.2 	1.7 	: 	: 	: 
RJF,FRO_OTH,IND,EUR,EFTA,IS	: 	: 	: 	: 	0 	42.7146 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7673 	670.2936 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO_OTH,IND,EUR,IS,IS	: 	: 	: 	: 	0 	42.7146 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7673 	670.2936 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO_OTH,IND,EUR,TOTAL,IS	: 	: 	: 	: 	0 	42.7146 	150.028 	: 	3164.8033 	144.4953 	: 	: 	: 	: 	701.7673 	670.2936 	630.7844 	2220.7847 	: 	: 	: 
RJF,FRO_OTH,IND,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	273.8117 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO_OTH,IND,EUR_T,IS,IS	: 	: 	: 	: 	208.7454 	273.8117 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO_OTH,IND,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	273.8117 	750.14 	: 	1861.649 	722.4764 	: 	: 	: 	: 	241.9887 	191.5125 	525.6537 	1306.344 	: 	: 	: 
RJF,FRO_OTH,IND,TPW,EFTA,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	2.9 	3.5 	1.2 	1.7 	: 	: 	: 
RJF,FRO_OTH,IND,TPW,IS,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	: 	: 	1.2 	: 	: 	: 	: 
RJF,FRO_OTH,IND,TPW,TOTAL,IS	: 	: 	: 	: 	0 	0.156 	0.2 	: 	1.7 	0.2 	0 	: 	: 	: 	2.9 	3.5 	1.2 	1.7 	: 	: 	: 
