species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
F02,FRE,TOTAL,TPW,TOTAL,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	17.6 	15.8 	12.3 
F02,FRE_GUT,HCN,EUR,EU,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13143.8367 	27478.2019 	23944.5564 
F02,FRE_GUT,HCN,EUR,LV,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13143.8367 	: 	: 
F02,FRE_GUT,HCN,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13143.8367 	27478.2019 	23944.5564 
F02,FRE_GUT,HCN,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1528.3531 	1739.1267 	1946.7119 
F02,FRE_GUT,HCN,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1528.3531 	: 	: 
F02,FRE_GUT,HCN,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1528.3531 	1739.1267 	1946.7119 
F02,FRE_GUT,HCN,TPW,EU,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.6 	15.8 	12.3 
F02,FRE_GUT,HCN,TPW,LV,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.6 	: 	: 
F02,FRE_GUT,HCN,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.6 	15.8 	12.3 
F02,FRE_GUT,TOTAL,EUR,EU,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13143.8367 	27478.2019 	23944.5564 
F02,FRE_GUT,TOTAL,EUR,LV,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13143.8367 	: 	: 
F02,FRE_GUT,TOTAL,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13143.8367 	27478.2019 	23944.5564 
F02,FRE_GUT,TOTAL,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1528.3531 	1739.1267 	1946.7119 
F02,FRE_GUT,TOTAL,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1528.3531 	: 	: 
F02,FRE_GUT,TOTAL,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1528.3531 	1739.1267 	1946.7119 
F02,FRE_GUT,TOTAL,TPW,EU,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.6 	15.8 	12.3 
F02,FRE_GUT,TOTAL,TPW,LV,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.6 	: 	: 
F02,FRE_GUT,TOTAL,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.6 	15.8 	12.3 
F02,FRE_WHL,HCN,EUR,EE,LV	25756.5 	21400.5 	11850 	232 	: 	: 	21.4807 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,EUR,EU,LV	980254.7 	811125 	571694.5 	532150 	625320 	707473.0648 	475564.2399 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	17136.1233 	: 	: 
F02,FRE_WHL,HCN,EUR,LV,LV	954498.2 	789724.5 	559844.5 	531918 	625320 	707473.0648 	475542.7592 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	17136.1233 	: 	: 
F02,FRE_WHL,HCN,EUR,TOTAL,LV	980254.7 	811125 	571694.5 	532150 	625320 	707473.0648 	475564.2399 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	17136.1233 	: 	: 
F02,FRE_WHL,HCN,EUR_T,EE,LV	210 	330 	300 	290 	: 	: 	214.8074 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,EUR_T,EU,LV	268.7197 	333.9117 	431.7347 	368.2954 	353.948 	265.7475 	281.3923 	261.1166 	246.5902 	232.7567 	255.3754 	1904.0137 	: 	: 
F02,FRE_WHL,HCN,EUR_T,LV,LV	270.7627 	334.019 	435.7852 	368.3388 	353.948 	265.7475 	281.3962 	261.1166 	246.5902 	232.7567 	255.3754 	1904.0137 	: 	: 
F02,FRE_WHL,HCN,EUR_T,TOTAL,LV	268.7197 	333.9117 	431.7347 	368.2954 	353.948 	265.7475 	281.3923 	261.1166 	246.5902 	232.7567 	255.3754 	1904.0137 	: 	: 
F02,FRE_WHL,HCN,TPW,EE,LV	122.65 	64.85 	39.5 	0.8 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,HCN,TPW,EU,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	9 	: 	: 
F02,FRE_WHL,HCN,TPW,LV,LV	3525.22 	2364.31 	1284.68 	1444.1 	1766.7 	2662.2 	1689.94 	1620 	1306.3 	2143.4 	1891.7 	9 	: 	: 
F02,FRE_WHL,HCN,TPW,TOTAL,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	9 	: 	: 
F02,FRE_WHL,TOTAL,EUR,EE,LV	25756.5 	21400.5 	11850 	232 	: 	: 	21.4807 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,EUR,EU,LV	980254.7 	811125 	571694.5 	532150 	625320 	707473.0648 	475564.2399 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	17136.1233 	: 	: 
F02,FRE_WHL,TOTAL,EUR,LV,LV	954498.2 	789724.5 	559844.5 	531918 	625320 	707473.0648 	475542.7592 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	17136.1233 	: 	: 
F02,FRE_WHL,TOTAL,EUR,TOTAL,LV	980254.7 	811125 	571694.5 	532150 	625320 	707473.0648 	475564.2399 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	17136.1233 	: 	: 
F02,FRE_WHL,TOTAL,EUR_T,EE,LV	210 	330 	300 	290 	: 	: 	214.8074 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,EUR_T,EU,LV	268.7197 	333.9117 	431.7347 	368.2954 	353.948 	265.7475 	281.3923 	261.1166 	246.5902 	232.7567 	255.3754 	1904.0137 	: 	: 
F02,FRE_WHL,TOTAL,EUR_T,LV,LV	270.7627 	334.019 	435.7852 	368.3388 	353.948 	265.7475 	281.3962 	261.1166 	246.5902 	232.7567 	255.3754 	1904.0137 	: 	: 
F02,FRE_WHL,TOTAL,EUR_T,TOTAL,LV	268.7197 	333.9117 	431.7347 	368.2954 	353.948 	265.7475 	281.3923 	261.1166 	246.5902 	232.7567 	255.3754 	1904.0137 	: 	: 
F02,FRE_WHL,TOTAL,TPW,EE,LV	122.65 	64.85 	39.5 	0.8 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
F02,FRE_WHL,TOTAL,TPW,EU,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	9 	: 	: 
F02,FRE_WHL,TOTAL,TPW,LV,LV	3525.22 	2364.31 	1284.68 	1444.1 	1766.7 	2662.2 	1689.94 	1620 	1306.3 	2143.4 	1891.7 	9 	: 	: 
F02,FRE_WHL,TOTAL,TPW,TOTAL,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	9 	: 	: 
F02,TOTAL,HCN,EUR,EE,LV	25756.5 	21400.5 	11850 	232 	: 	: 	21.4807 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,HCN,EUR,EU,LV	980254.7 	811125 	571694.5 	532150 	625320 	707473.0648 	475564.2399 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	30279.96 	27478.2019 	23944.5564 
F02,TOTAL,HCN,EUR,LV,LV	954498.2 	789724.5 	559844.5 	531918 	625320 	707473.0648 	475542.7592 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	30279.96 	: 	: 
F02,TOTAL,HCN,EUR,TOTAL,LV	980254.7 	811125 	571694.5 	532150 	625320 	707473.0648 	475564.2399 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	30279.96 	27478.2019 	23944.5564 
F02,TOTAL,HCN,EUR_T,EE,LV	210 	330 	300 	290 	: 	: 	214.8074 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,HCN,EUR_T,EU,LV	268.7197 	333.9117 	431.7347 	368.2954 	353.948 	265.7475 	281.3923 	261.1166 	246.5902 	232.7567 	255.3754 	1720.4523 	1739.1267 	1946.7119 
F02,TOTAL,HCN,EUR_T,LV,LV	270.7627 	334.019 	435.7852 	368.3388 	353.948 	265.7475 	281.3962 	261.1166 	246.5902 	232.7567 	255.3754 	1720.4523 	: 	: 
F02,TOTAL,HCN,EUR_T,TOTAL,LV	268.7197 	333.9117 	431.7347 	368.2954 	353.948 	265.7475 	281.3923 	261.1166 	246.5902 	232.7567 	255.3754 	1720.4523 	1739.1267 	1946.7119 
F02,TOTAL,HCN,TPW,EE,LV	122.65 	64.85 	39.5 	0.8 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,HCN,TPW,EU,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	17.6 	15.8 	12.3 
F02,TOTAL,HCN,TPW,LV,LV	3525.22 	2364.31 	1284.68 	1444.1 	1766.7 	2662.2 	1689.94 	1620 	1306.3 	2143.4 	1891.7 	17.6 	: 	: 
F02,TOTAL,HCN,TPW,TOTAL,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	17.6 	15.8 	12.3 
F02,TOTAL,TOTAL,EUR,EE,LV	25756.5 	21400.5 	11850 	232 	: 	: 	21.4807 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,TOTAL,EUR,EU,LV	980254.7 	811125 	571694.5 	532150 	625320 	707473.0648 	475564.2399 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	30279.96 	27478.2019 	23944.5564 
F02,TOTAL,TOTAL,EUR,LV,LV	954498.2 	789724.5 	559844.5 	531918 	625320 	707473.0648 	475542.7592 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	30279.96 	: 	: 
F02,TOTAL,TOTAL,EUR,TOTAL,LV	980254.7 	811125 	571694.5 	532150 	625320 	707473.0648 	475564.2399 	423008.8446 	322120.8169 	498890.7241 	483093.7214 	30279.96 	27478.2019 	23944.5564 
F02,TOTAL,TOTAL,EUR_T,EE,LV	210 	330 	300 	290 	: 	: 	214.8074 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,TOTAL,EUR_T,EU,LV	268.7197 	333.9117 	431.7347 	368.2954 	353.948 	265.7475 	281.3923 	261.1166 	246.5902 	232.7567 	255.3754 	1720.4523 	1739.1267 	1946.7119 
F02,TOTAL,TOTAL,EUR_T,LV,LV	270.7627 	334.019 	435.7852 	368.3388 	353.948 	265.7475 	281.3962 	261.1166 	246.5902 	232.7567 	255.3754 	1720.4523 	: 	: 
F02,TOTAL,TOTAL,EUR_T,TOTAL,LV	268.7197 	333.9117 	431.7347 	368.2954 	353.948 	265.7475 	281.3923 	261.1166 	246.5902 	232.7567 	255.3754 	1720.4523 	1739.1267 	1946.7119 
F02,TOTAL,TOTAL,TPW,EE,LV	122.65 	64.85 	39.5 	0.8 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
F02,TOTAL,TOTAL,TPW,EU,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	17.6 	15.8 	12.3 
F02,TOTAL,TOTAL,TPW,LV,LV	3525.22 	2364.31 	1284.68 	1444.1 	1766.7 	2662.2 	1689.94 	1620 	1306.3 	2143.4 	1891.7 	17.6 	: 	: 
F02,TOTAL,TOTAL,TPW,TOTAL,LV	3647.87 	2429.16 	1324.18 	1444.9 	1766.7 	2662.2 	1690.04 	1620 	1306.3 	2143.4 	1891.7 	17.6 	15.8 	12.3 
F07,FRE,HCN,EUR,EE,LV	825879.3 	611232 	300754 	604719 	288045 	296251.2425 	83312.3323 	198521.8568 	277283.741 	211085.2736 	244700.4259 	220157.8526 	: 	: 
F07,FRE,HCN,EUR,EU,LV	19969123.5 	19063956.8 	15749006 	19791931 	19978783 	21748092.3014 	18832909.2814 	16718226.0424 	12775804.4135 	13556323.9466 	20303467.2463 	16936100.0878 	17275788.3071 	16426628.0519 
F07,FRE,HCN,EUR,FI,LV	: 	35955.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,EUR,LT,LV	779666.4 	662955.5 	446157 	783350 	463926 	801133.0796 	696608.8478 	730311.4493 	580684.385 	391587.6003 	366914.7667 	11703.7535 	: 	: 
F07,FRE,HCN,EUR,LV,LV	17924647.1 	17284909.6 	14816450 	18403862 	18918703 	19714777.5769 	17376808.9006 	15789392.7363 	11917836.2875 	12953651.0727 	19599536.7045 	16704238.4817 	: 	: 
F07,FRE,HCN,EUR,PL,LV	438930.7 	468903.8 	185645 	: 	308109 	935930.4024 	676179.2007 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,EUR,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92315.3493 	: 	: 	: 
F07,FRE,HCN,EUR,TOTAL,LV	19969123.5 	19063956.8 	15749006 	19791931 	19978783 	21748092.3014 	18832909.2814 	16718226.0424 	12775804.4135 	13556323.9466 	20303467.2463 	16936100.0878 	17275788.3071 	16426628.0519 
F07,FRE,HCN,EUR_T,EE,LV	296.0756 	290.8274 	233.233 	255.5547 	295.4611 	300.4272 	434.5975 	313.4226 	168.1221 	174.2634 	185.0007 	192.9179 	: 	: 
F07,FRE,HCN,EUR_T,EU,LV	268.4597 	283.3328 	261.7298 	299.8305 	324.1935 	332.7567 	314.7008 	281.8463 	190.3036 	189.5162 	236.7276 	209.0923 	213.2729 	181.3126 
F07,FRE,HCN,EUR_T,FI,LV	: 	1084.6425 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,EUR_T,LT,LV	272.422 	455.6051 	283.7427 	322.1541 	374.2848 	402.256 	346.8995 	428.7123 	273.0962 	298.8306 	801.649 	159.8873 	: 	: 
F07,FRE,HCN,EUR_T,LV,LV	267.2233 	279.2241 	262.0369 	300.6553 	323.5089 	331.1853 	313.8401 	277.1045 	188.1025 	187.7082 	234.7593 	209.3688 	: 	: 
F07,FRE,HCN,EUR_T,PL,LV	265.1733 	261.7556 	241.8827 	: 	330.5891 	328.2009 	297.1302 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,EUR_T,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	185.0007 	: 	: 	: 
F07,FRE,HCN,EUR_T,TOTAL,LV	268.4597 	283.3328 	261.7298 	299.8305 	324.1935 	332.7567 	314.7008 	281.8463 	190.3036 	189.5162 	236.7276 	209.0923 	213.2729 	181.3126 
F07,FRE,HCN,TPW,EE,LV	2789.42 	2101.7 	1289.5 	2366.3 	974.9 	986.1 	191.7 	633.4 	1649.3 	1211.3 	1322.7 	1141.2 	: 	: 
F07,FRE,HCN,TPW,EU,LV	74384.07 	67284.69 	60172.77 	66010.4 	61626.1 	65357.33 	59843.85 	59316.82 	67133.8 	71531.2 	85767.2 	80998.2 	81003.2 	90598.4 
F07,FRE,HCN,TPW,FI,LV	: 	33.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,TPW,LT,LV	2861.98 	1455.11 	1572.4 	2431.6 	1239.5 	1991.6 	2008.1 	1703.5 	2126.3 	1310.4 	457.7 	73.2 	: 	: 
F07,FRE,HCN,TPW,LV,LV	67077.41 	61903.35 	56543.37 	61212.5 	58479.7 	59527.93 	55368.35 	56979.92 	63358.2 	69009.5 	83487.8 	79783.8 	: 	: 
F07,FRE,HCN,TPW,PL,LV	1655.26 	1791.38 	767.5 	: 	932 	2851.7 	2275.7 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,HCN,TPW,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	499 	: 	: 	: 
F07,FRE,HCN,TPW,TOTAL,LV	74384.07 	67284.69 	60172.77 	66010.4 	61626.1 	65357.33 	59843.85 	59316.82 	67133.8 	71531.2 	85767.2 	80998.2 	81003.2 	90598.4 
F07,FRE,TOTAL,EUR,EE,LV	825879.3 	611232 	300754 	604719 	288045 	296251.2425 	83312.3323 	198521.8568 	277283.741 	211085.2736 	244700.4259 	220157.8526 	: 	: 
F07,FRE,TOTAL,EUR,EU,LV	19969123.5 	19063956.8 	15749006 	19791931 	19978783 	21748092.3014 	18832909.2814 	16718226.0424 	12775804.4135 	13556323.9466 	20303467.2463 	16936100.0878 	17275788.3071 	16426628.0519 
F07,FRE,TOTAL,EUR,FI,LV	: 	35955.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,EUR,LT,LV	779666.4 	662955.5 	446157 	783350 	463926 	801133.0796 	696608.8478 	730311.4493 	580684.385 	391587.6003 	366914.7667 	11703.7535 	: 	: 
F07,FRE,TOTAL,EUR,LV,LV	17924647.1 	17284909.6 	14816450 	18403862 	18918703 	19714777.5769 	17376808.9006 	15789392.7363 	11917836.2875 	12953651.0727 	19599536.7045 	16704238.4817 	: 	: 
F07,FRE,TOTAL,EUR,PL,LV	438930.7 	468903.8 	185645 	: 	308109 	935930.4024 	676179.2007 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,EUR,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92315.3493 	: 	: 	: 
F07,FRE,TOTAL,EUR,TOTAL,LV	19969123.5 	19063956.8 	15749006 	19791931 	19978783 	21748092.3014 	18832909.2814 	16718226.0424 	12775804.4135 	13556323.9466 	20303467.2463 	16936100.0878 	17275788.3071 	16426628.0519 
F07,FRE,TOTAL,EUR_T,EE,LV	296.0756 	290.8274 	233.233 	255.5547 	295.4611 	300.4272 	434.5975 	313.4226 	168.1221 	174.2634 	185.0007 	192.9179 	: 	: 
F07,FRE,TOTAL,EUR_T,EU,LV	268.4597 	283.3328 	261.7298 	299.8305 	324.1935 	332.7567 	314.7008 	281.8463 	190.3036 	189.5162 	236.7276 	209.0923 	213.2729 	181.3126 
F07,FRE,TOTAL,EUR_T,FI,LV	: 	1084.6425 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,EUR_T,LT,LV	272.422 	455.6051 	283.7427 	322.1541 	374.2848 	402.256 	346.8995 	428.7123 	273.0962 	298.8306 	801.649 	159.8873 	: 	: 
F07,FRE,TOTAL,EUR_T,LV,LV	267.2233 	279.2241 	262.0369 	300.6553 	323.5089 	331.1853 	313.8401 	277.1045 	188.1025 	187.7082 	234.7593 	209.3688 	: 	: 
F07,FRE,TOTAL,EUR_T,PL,LV	265.1733 	261.7556 	241.8827 	: 	330.5891 	328.2009 	297.1302 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,EUR_T,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	185.0007 	: 	: 	: 
F07,FRE,TOTAL,EUR_T,TOTAL,LV	268.4597 	283.3328 	261.7298 	299.8305 	324.1935 	332.7567 	314.7008 	281.8463 	190.3036 	189.5162 	236.7276 	209.0923 	213.2729 	181.3126 
F07,FRE,TOTAL,TPW,EE,LV	2789.42 	2101.7 	1289.5 	2366.3 	974.9 	986.1 	191.7 	633.4 	1649.3 	1211.3 	1322.7 	1141.2 	: 	: 
F07,FRE,TOTAL,TPW,EU,LV	74384.07 	67284.69 	60172.77 	66010.4 	61626.1 	65357.33 	59843.85 	59316.82 	67133.8 	71531.2 	85767.2 	80998.2 	81003.2 	90598.4 
F07,FRE,TOTAL,TPW,FI,LV	: 	33.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,TPW,LT,LV	2861.98 	1455.11 	1572.4 	2431.6 	1239.5 	1991.6 	2008.1 	1703.5 	2126.3 	1310.4 	457.7 	73.2 	: 	: 
F07,FRE,TOTAL,TPW,LV,LV	67077.41 	61903.35 	56543.37 	61212.5 	58479.7 	59527.93 	55368.35 	56979.92 	63358.2 	69009.5 	83487.8 	79783.8 	: 	: 
F07,FRE,TOTAL,TPW,PL,LV	1655.26 	1791.38 	767.5 	: 	932 	2851.7 	2275.7 	: 	: 	: 	: 	: 	: 	: 
F07,FRE,TOTAL,TPW,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	499 	: 	: 	: 
F07,FRE,TOTAL,TPW,TOTAL,LV	74384.07 	67284.69 	60172.77 	66010.4 	61626.1 	65357.33 	59843.85 	59316.82 	67133.8 	71531.2 	85767.2 	80998.2 	81003.2 	90598.4 
F07,FRE_GUT,HCN,EUR,EE,LV	: 	: 	: 	16468 	27169 	32960.8928 	45685.2346 	62752.3724 	: 	: 	: 	34217.1125 	: 	: 
F07,FRE_GUT,HCN,EUR,EU,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4988452.2137 	4594347.6511 	3681197.4443 
F07,FRE_GUT,HCN,EUR,FI,LV	: 	35871.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR,LT,LV	34649.2 	368441.8 	89349 	135332 	102919 	215754.183 	148337.3875 	392265.3321 	270812.7516 	223353.8284 	319174.6235 	: 	: 	: 
F07,FRE_GUT,HCN,EUR,LV,LV	283167.6 	932233.4 	1249346.1 	1914060 	1129180 	1446368.6688 	2495720.6951 	2849688.5597 	1869126.5413 	2182550.046 	4567166.8045 	4954235.1012 	: 	: 
F07,FRE_GUT,HCN,EUR,PL,LV	4078.8 	11772 	2088 	: 	: 	: 	781.8989 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR,TOTAL,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4988452.2137 	4594347.6511 	3681197.4443 
F07,FRE_GUT,HCN,EUR_T,EE,LV	: 	: 	: 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	: 	: 	: 	1419.7972 	: 	: 
F07,FRE_GUT,HCN,EUR_T,EU,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.4014 	1259.3119 	1245.7521 
F07,FRE_GUT,HCN,EUR_T,FI,LV	: 	1090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR_T,LT,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	: 	: 	: 
F07,FRE_GUT,HCN,EUR_T,LV,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.3643 	: 	: 
F07,FRE_GUT,HCN,EUR_T,PL,LV	1030 	1090 	870 	: 	: 	: 	1116.9984 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,EUR_T,TOTAL,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.4014 	1259.3119 	1245.7521 
F07,FRE_GUT,HCN,TPW,EE,LV	: 	: 	: 	17.9 	26.9 	29.5 	40.9 	49.8 	: 	: 	: 	24.1 	: 	: 
F07,FRE_GUT,HCN,TPW,EU,LV	312.52 	1236.99 	1541.13 	2245.5 	1246.8 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3526.9 	3648.3 	2955 
F07,FRE_GUT,HCN,TPW,FI,LV	: 	32.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,TPW,LT,LV	33.64 	338.02 	102.7 	147.1 	101.9 	193.1 	132.8 	311.3 	255.9 	229.1 	238.6 	: 	: 	: 
F07,FRE_GUT,HCN,TPW,LV,LV	274.92 	855.26 	1436.03 	2080.5 	1118 	1294.5 	2234.31 	2261.5 	1766.2 	2238.7 	3414.2 	3502.8 	: 	: 
F07,FRE_GUT,HCN,TPW,PL,LV	3.96 	10.8 	2.4 	: 	: 	: 	0.7 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,HCN,TPW,TOTAL,LV	312.52 	1236.99 	1541.13 	2245.5 	1246.8 	1517.1 	2408.71 	2622.6 	2022.1 	2467.8 	3652.8 	3526.9 	3648.3 	2955 
F07,FRE_GUT,TOTAL,EUR,EE,LV	: 	: 	: 	16468 	27169 	32960.8928 	45685.2346 	62752.3724 	: 	: 	: 	34217.1125 	: 	: 
F07,FRE_GUT,TOTAL,EUR,EU,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4988452.2137 	4594347.6511 	3681197.4443 
F07,FRE_GUT,TOTAL,EUR,FI,LV	: 	35871.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR,LT,LV	34649.2 	368441.8 	89349 	135332 	102919 	215754.183 	148337.3875 	392265.3321 	270812.7516 	223353.8284 	319174.6235 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR,LV,LV	283167.6 	932233.4 	1249346.1 	1914060 	1129180 	1446368.6688 	2495720.6951 	2849688.5597 	1869126.5413 	2182550.046 	4567166.8045 	4954235.1012 	: 	: 
F07,FRE_GUT,TOTAL,EUR,PL,LV	4078.8 	11772 	2088 	: 	: 	: 	781.8989 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR,TOTAL,LV	321895.6 	1348319.1 	1340783.1 	2065860 	1259268 	1695083.7446 	2690525.2161 	3304706.2643 	2139939.293 	2405903.8743 	4886341.428 	4988452.2137 	4594347.6511 	3681197.4443 
F07,FRE_GUT,TOTAL,EUR_T,EE,LV	: 	: 	: 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	: 	: 	: 	1419.7972 	: 	: 
F07,FRE_GUT,TOTAL,EUR_T,EU,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.4014 	1259.3119 	1245.7521 
F07,FRE_GUT,TOTAL,EUR_T,FI,LV	: 	1090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR_T,LT,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	: 	: 	: 
F07,FRE_GUT,TOTAL,EUR_T,LV,LV	1030 	1090 	870 	920 	1010 	1117.3184 	1116.9984 	1260.0878 	1058.2757 	974.9185 	1337.6975 	1414.3643 	: 	: 
F07,FRE_GUT,TOTAL,EUR_T,PL,LV	1030 	1090 	870 	: 	: 	: 	1116.9984 	: 	: 	: 	: 	: 	: 	: 
