species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
HER,FRE_WHL,HCN,EUR,EE,LV	485071.2 	531092.8 	271354 	581275 	223452 	246474.7069 	34374.9141 	91836.316 	255476.2021 	210862.091 	244182.4239 	181541.3697 	: 	: 
HER,FRE_WHL,HCN,EUR,EU,LV	8074144.8 	7539476 	6400458.4 	7070475 	6596424 	6118198.4287 	5047700.5118 	5282991.6832 	3849261.6977 	3927389.235 	4409417.6842 	3859646.4362 	3684513.503 	4022077.8665 
HER,FRE_WHL,HCN,EUR,LT,LV	284115.6 	137855.2 	121900 	175800 	45333 	66762.6387 	88785.6315 	77383.5362 	60956.676 	20915.4 	3626.0137 	1646.0503 	: 	: 
HER,FRE_WHL,HCN,EUR,LV,LV	7155947.7 	6758651.2 	5918447.4 	6313400 	6293808 	5636026.84 	4887292.3611 	5113771.831 	3532828.8196 	3695611.744 	4152396.2117 	3676459.0162 	: 	: 
HER,FRE_WHL,HCN,EUR,PL,LV	149010.3 	111876.8 	88757 	: 	33831 	168934.2431 	37247.6052 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,HCN,EUR,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9213.0349 	: 	: 	: 
HER,FRE_WHL,HCN,EUR,TOTAL,LV	8074144.8 	7539476 	6400458.4 	7070475 	6596424 	6118198.4287 	5047700.5118 	5282991.6832 	3849261.6977 	3927389.235 	4409417.6842 	3859646.4362 	3684513.503 	4022077.8665 
HER,FRE_WHL,HCN,EUR_T,EE,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	167.119 	: 	: 
HER,FRE_WHL,HCN,EUR_T,EU,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.7667 	168.9888 	178.9491 
HER,FRE_WHL,HCN,EUR_T,LT,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	191.4012 	: 	: 
HER,FRE_WHL,HCN,EUR_T,LV,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.6906 	: 	: 
HER,FRE_WHL,HCN,EUR_T,PL,LV	270 	280 	230 	: 	270 	272.1673 	243.4484 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,HCN,EUR_T,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	185.0007 	: 	: 	: 
HER,FRE_WHL,HCN,EUR_T,TOTAL,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.7667 	168.9888 	178.9491 
HER,FRE_WHL,HCN,TPW,EE,LV	1796.56 	1896.76 	1179.8 	2325.1 	827.6 	905.6 	141.2 	405.4 	1508.8 	1209.8 	1319.9 	1086.3 	: 	: 
HER,FRE_WHL,HCN,TPW,EU,LV	29904.24 	26926.7 	27828.08 	28281.9 	24431.2 	22479.55 	20734.17 	23321.11 	22733.1 	22533 	23834.6 	23283.6 	21803.3 	22476.1 
HER,FRE_WHL,HCN,TPW,LT,LV	1052.28 	492.34 	530 	703.2 	167.9 	245.3 	364.7 	341.6 	360 	120 	19.6 	8.6 	: 	: 
HER,FRE_WHL,HCN,TPW,LV,LV	26503.51 	24138.04 	25732.38 	25253.6 	23310.4 	20707.95 	20075.27 	22574.11 	20864.3 	21203.2 	22445.3 	22188.7 	: 	: 
HER,FRE_WHL,HCN,TPW,PL,LV	551.89 	399.56 	385.9 	: 	125.3 	620.7 	153 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,HCN,TPW,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.8 	: 	: 	: 
HER,FRE_WHL,HCN,TPW,TOTAL,LV	29904.24 	26926.7 	27828.08 	28281.9 	24431.2 	22479.55 	20734.17 	23321.11 	22733.1 	22533 	23834.6 	23283.6 	21803.3 	22476.1 
HER,FRE_WHL,TOTAL,EUR,EE,LV	485071.2 	531092.8 	271354 	581275 	223452 	246474.7069 	34374.9141 	91836.316 	255476.2021 	210862.091 	244182.4239 	181541.3697 	: 	: 
HER,FRE_WHL,TOTAL,EUR,EU,LV	8074144.8 	7539476 	6400458.4 	7070475 	6596424 	6118198.4287 	5047700.5118 	5282991.6832 	3849261.6977 	3927389.235 	4409417.6842 	3859646.4362 	3684513.503 	4022077.8665 
HER,FRE_WHL,TOTAL,EUR,LT,LV	284115.6 	137855.2 	121900 	175800 	45333 	66762.6387 	88785.6315 	77383.5362 	60956.676 	20915.4 	3626.0137 	1646.0503 	: 	: 
HER,FRE_WHL,TOTAL,EUR,LV,LV	7155947.7 	6758651.2 	5918447.4 	6313400 	6293808 	5636026.84 	4887292.3611 	5113771.831 	3532828.8196 	3695611.744 	4152396.2117 	3676459.0162 	: 	: 
HER,FRE_WHL,TOTAL,EUR,PL,LV	149010.3 	111876.8 	88757 	: 	33831 	168934.2431 	37247.6052 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9213.0349 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR,TOTAL,LV	8074144.8 	7539476 	6400458.4 	7070475 	6596424 	6118198.4287 	5047700.5118 	5282991.6832 	3849261.6977 	3927389.235 	4409417.6842 	3859646.4362 	3684513.503 	4022077.8665 
HER,FRE_WHL,TOTAL,EUR_T,EE,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	167.119 	: 	: 
HER,FRE_WHL,TOTAL,EUR_T,EU,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.7667 	168.9888 	178.9491 
HER,FRE_WHL,TOTAL,EUR_T,LT,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	191.4012 	: 	: 
HER,FRE_WHL,TOTAL,EUR_T,LV,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.6906 	: 	: 
HER,FRE_WHL,TOTAL,EUR_T,PL,LV	270 	280 	230 	: 	270 	272.1673 	243.4484 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR_T,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	185.0007 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR_T,TOTAL,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.7667 	168.9888 	178.9491 
HER,FRE_WHL,TOTAL,TPW,EE,LV	1796.56 	1896.76 	1179.8 	2325.1 	827.6 	905.6 	141.2 	405.4 	1508.8 	1209.8 	1319.9 	1086.3 	: 	: 
HER,FRE_WHL,TOTAL,TPW,EU,LV	29904.24 	26926.7 	27828.08 	28281.9 	24431.2 	22479.55 	20734.17 	23321.11 	22733.1 	22533 	23834.6 	23283.6 	21803.3 	22476.1 
HER,FRE_WHL,TOTAL,TPW,LT,LV	1052.28 	492.34 	530 	703.2 	167.9 	245.3 	364.7 	341.6 	360 	120 	19.6 	8.6 	: 	: 
HER,FRE_WHL,TOTAL,TPW,LV,LV	26503.51 	24138.04 	25732.38 	25253.6 	23310.4 	20707.95 	20075.27 	22574.11 	20864.3 	21203.2 	22445.3 	22188.7 	: 	: 
HER,FRE_WHL,TOTAL,TPW,PL,LV	551.89 	399.56 	385.9 	: 	125.3 	620.7 	153 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,TOTAL,TPW,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.8 	: 	: 	: 
HER,FRE_WHL,TOTAL,TPW,TOTAL,LV	29904.24 	26926.7 	27828.08 	28281.9 	24431.2 	22479.55 	20734.17 	23321.11 	22733.1 	22533 	23834.6 	23283.6 	21803.3 	22476.1 
HER,TOTAL,HCN,EUR,EE,LV	485071.2 	531092.8 	271354 	581275 	223452 	246474.7069 	34374.9141 	91836.316 	255476.2021 	210862.091 	244182.4239 	181541.3697 	: 	: 
HER,TOTAL,HCN,EUR,EU,LV	8074144.8 	7539476 	6400458.4 	7070475 	6596424 	6118198.4287 	5047700.5118 	5282991.6832 	3849261.6977 	3927389.235 	4409417.6842 	3859646.4362 	3684513.503 	4022077.8665 
HER,TOTAL,HCN,EUR,LT,LV	284115.6 	137855.2 	121900 	175800 	45333 	66762.6387 	88785.6315 	77383.5362 	60956.676 	20915.4 	3626.0137 	1646.0503 	: 	: 
HER,TOTAL,HCN,EUR,LV,LV	7155947.7 	6758651.2 	5918447.4 	6313400 	6293808 	5636026.84 	4887292.3611 	5113771.831 	3532828.8196 	3695611.744 	4152396.2117 	3676459.0162 	: 	: 
HER,TOTAL,HCN,EUR,PL,LV	149010.3 	111876.8 	88757 	: 	33831 	168934.2431 	37247.6052 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,HCN,EUR,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9213.0349 	: 	: 	: 
HER,TOTAL,HCN,EUR,TOTAL,LV	8074144.8 	7539476 	6400458.4 	7070475 	6596424 	6118198.4287 	5047700.5118 	5282991.6832 	3849261.6977 	3927389.235 	4409417.6842 	3859646.4362 	3684513.503 	4022077.8665 
HER,TOTAL,HCN,EUR_T,EE,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	167.119 	: 	: 
HER,TOTAL,HCN,EUR_T,EU,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.7667 	168.9888 	178.9491 
HER,TOTAL,HCN,EUR_T,LT,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	191.4012 	: 	: 
HER,TOTAL,HCN,EUR_T,LV,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.6906 	: 	: 
HER,TOTAL,HCN,EUR_T,PL,LV	270 	280 	230 	: 	270 	272.1673 	243.4484 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,HCN,EUR_T,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	185.0007 	: 	: 	: 
HER,TOTAL,HCN,EUR_T,TOTAL,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.7667 	168.9888 	178.9491 
HER,TOTAL,HCN,TPW,EE,LV	1796.56 	1896.76 	1179.8 	2325.1 	827.6 	905.6 	141.2 	405.4 	1508.8 	1209.8 	1319.9 	1086.3 	: 	: 
HER,TOTAL,HCN,TPW,EU,LV	29904.24 	26926.7 	27828.08 	28281.9 	24431.2 	22479.55 	20734.17 	23321.11 	22733.1 	22533 	23834.6 	23283.6 	21803.3 	22476.1 
HER,TOTAL,HCN,TPW,LT,LV	1052.28 	492.34 	530 	703.2 	167.9 	245.3 	364.7 	341.6 	360 	120 	19.6 	8.6 	: 	: 
HER,TOTAL,HCN,TPW,LV,LV	26503.51 	24138.04 	25732.38 	25253.6 	23310.4 	20707.95 	20075.27 	22574.11 	20864.3 	21203.2 	22445.3 	22188.7 	: 	: 
HER,TOTAL,HCN,TPW,PL,LV	551.89 	399.56 	385.9 	: 	125.3 	620.7 	153 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,HCN,TPW,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.8 	: 	: 	: 
HER,TOTAL,HCN,TPW,TOTAL,LV	29904.24 	26926.7 	27828.08 	28281.9 	24431.2 	22479.55 	20734.17 	23321.11 	22733.1 	22533 	23834.6 	23283.6 	21803.3 	22476.1 
HER,TOTAL,TOTAL,EUR,EE,LV	485071.2 	531092.8 	271354 	581275 	223452 	246474.7069 	34374.9141 	91836.316 	255476.2021 	210862.091 	244182.4239 	181541.3697 	: 	: 
HER,TOTAL,TOTAL,EUR,EU,LV	8074144.8 	7539476 	6400458.4 	7070475 	6596424 	6118198.4287 	5047700.5118 	5282991.6832 	3849261.6977 	3927389.235 	4409417.6842 	3859646.4362 	3684513.503 	4022077.8665 
HER,TOTAL,TOTAL,EUR,LT,LV	284115.6 	137855.2 	121900 	175800 	45333 	66762.6387 	88785.6315 	77383.5362 	60956.676 	20915.4 	3626.0137 	1646.0503 	: 	: 
HER,TOTAL,TOTAL,EUR,LV,LV	7155947.7 	6758651.2 	5918447.4 	6313400 	6293808 	5636026.84 	4887292.3611 	5113771.831 	3532828.8196 	3695611.744 	4152396.2117 	3676459.0162 	: 	: 
HER,TOTAL,TOTAL,EUR,PL,LV	149010.3 	111876.8 	88757 	: 	33831 	168934.2431 	37247.6052 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,TOTAL,EUR,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9213.0349 	: 	: 	: 
HER,TOTAL,TOTAL,EUR,TOTAL,LV	8074144.8 	7539476 	6400458.4 	7070475 	6596424 	6118198.4287 	5047700.5118 	5282991.6832 	3849261.6977 	3927389.235 	4409417.6842 	3859646.4362 	3684513.503 	4022077.8665 
HER,TOTAL,TOTAL,EUR_T,EE,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	167.119 	: 	: 
HER,TOTAL,TOTAL,EUR_T,EU,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.7667 	168.9888 	178.9491 
HER,TOTAL,TOTAL,EUR_T,LT,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	191.4012 	: 	: 
HER,TOTAL,TOTAL,EUR_T,LV,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.6906 	: 	: 
HER,TOTAL,TOTAL,EUR_T,PL,LV	270 	280 	230 	: 	270 	272.1673 	243.4484 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,TOTAL,EUR_T,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	185.0007 	: 	: 	: 
HER,TOTAL,TOTAL,EUR_T,TOTAL,LV	270 	280 	230 	250 	270 	272.1673 	243.4484 	226.5326 	169.3241 	174.295 	185.0007 	165.7667 	168.9888 	178.9491 
HER,TOTAL,TOTAL,TPW,EE,LV	1796.56 	1896.76 	1179.8 	2325.1 	827.6 	905.6 	141.2 	405.4 	1508.8 	1209.8 	1319.9 	1086.3 	: 	: 
HER,TOTAL,TOTAL,TPW,EU,LV	29904.24 	26926.7 	27828.08 	28281.9 	24431.2 	22479.55 	20734.17 	23321.11 	22733.1 	22533 	23834.6 	23283.6 	21803.3 	22476.1 
HER,TOTAL,TOTAL,TPW,LT,LV	1052.28 	492.34 	530 	703.2 	167.9 	245.3 	364.7 	341.6 	360 	120 	19.6 	8.6 	: 	: 
HER,TOTAL,TOTAL,TPW,LV,LV	26503.51 	24138.04 	25732.38 	25253.6 	23310.4 	20707.95 	20075.27 	22574.11 	20864.3 	21203.2 	22445.3 	22188.7 	: 	: 
HER,TOTAL,TOTAL,TPW,PL,LV	551.89 	399.56 	385.9 	: 	125.3 	620.7 	153 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,TOTAL,TPW,SE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.8 	: 	: 	: 
HER,TOTAL,TOTAL,TPW,TOTAL,LV	29904.24 	26926.7 	27828.08 	28281.9 	24431.2 	22479.55 	20734.17 	23321.11 	22733.1 	22533 	23834.6 	23283.6 	21803.3 	22476.1 
LAR,FRE,HCN,EUR,EU,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,HCN,EUR,LV,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,HCN,EUR,TOTAL,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,HCN,EUR_T,EU,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,HCN,EUR_T,LV,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,HCN,EUR_T,TOTAL,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,HCN,TPW,EU,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,HCN,TPW,LV,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,HCN,TPW,TOTAL,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,EUR,EU,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,EUR,LV,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,EUR,TOTAL,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,EUR_T,EU,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,EUR_T,LV,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,EUR_T,TOTAL,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,TPW,EU,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,TPW,LV,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE,TOTAL,TPW,TOTAL,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,EUR,EU,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,EUR,LV,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,EUR,TOTAL,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,EUR_T,EU,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,EUR_T,LV,LV	: 	6090 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,EUR_T,TOTAL,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,TPW,EU,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,TPW,LV,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,HCN,TPW,TOTAL,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,EUR,EU,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,EUR,LV,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,EUR,TOTAL,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,EUR_T,EU,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,EUR_T,LV,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,EUR_T,TOTAL,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,TPW,EU,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,TPW,LV,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,FRE_WHL,TOTAL,TPW,TOTAL,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,EUR,EU,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,EUR,LV,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,EUR,TOTAL,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,EUR_T,EU,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,EUR_T,LV,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,EUR_T,TOTAL,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,TPW,EU,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,TPW,LV,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,HCN,TPW,TOTAL,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,EUR,EU,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,EUR,LV,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,EUR,TOTAL,LV	: 	60.9 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,EUR_T,EU,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,EUR_T,LV,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,EUR_T,TOTAL,LV	: 	6090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,TPW,EU,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,TPW,LV,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LAR,TOTAL,TOTAL,TPW,TOTAL,LV	: 	0.01 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LUM,FRE,HCN,EUR,EU,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE,HCN,EUR,LV,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE,HCN,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE,HCN,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE,HCN,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE,HCN,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE,HCN,TPW,EU,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE,HCN,TPW,LV,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE,HCN,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE,TOTAL,EUR,EU,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE,TOTAL,EUR,LV,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE,TOTAL,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE,TOTAL,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE,TOTAL,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE,TOTAL,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE,TOTAL,TPW,EU,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE,TOTAL,TPW,LV,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE,TOTAL,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,EUR,EU,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,EUR,LV,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,EUR,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,EUR_T,EU,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,EUR_T,LV,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,EUR_T,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	127.4246 	: 	447.7823 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,TPW,EU,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,TPW,LV,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE_WHL,HCN,TPW,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.3 	: 	: 	: 	: 
LUM,FRE_WHL,TOTAL,EUR,EU,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
LUM,FRE_WHL,TOTAL,EUR,LV,LV	: 	: 	: 	: 	: 	: 	: 	1.2742 	: 	134.3347 	: 	: 	: 	: 
