country,scientific_name,state,presentation,factor,note,reference
Portugal,Nephrops norvegicus,FRO,WHL,1,,EU Council Regulations Annex
Portugal,Nephrops norvegicus,FRO,HEA,2.5,,EU Council Regulations Annex
Portugal,Notothenia gibberifrons,,,,see list of CCF,EU Council Regulations Annex
Portugal,Notothenia rossii,,,,see list of CCF,EU Council Regulations Annex
Portugal,Hoplostethus atlanticus,,,,see list of CCF,EU Council Regulations Annex
Portugal,Pleuronectes platessa,FRO,GUT,1.11,,EU Council Regulations Annex
Portugal,Pollachius pollachius,FRO,GUH,1.38,,EU Council Regulations Annex
Portugal,Pandalus borealis,,,,see list of CCF,EU Council Regulations Annex
Portugal,Rajidae,FRO,WNG,3,,EU Council Regulations Annex
Portugal,Rajidae,FRO,WNG+SKI,4,,EU Council Regulations Annex
Portugal,Sebastes spp,FRO,WHL,1,,EU Council Regulations Annex
Portugal,Sebastes spp,FRO,GUT,1.2,,EU Council Regulations Annex
Portugal,Sebastes spp,FRO,GUH,1.91,,EU Council Regulations Annex
Portugal,Sebastes spp,FRO,JAT,1.8,,EU Council Regulations Annex
Portugal,Sebastes spp,FRO,FIS,3.6,,EU Council Regulations Annex
Portugal,Sebastes spp,FRO,JAP,2,,EU Council Regulations Annex
Portugal,Coryphaenoides rupestris,FRO,WHL,0.95,,EU Council Regulations Annex
Portugal,Coryphaenoides rupestris,FRO,FSP,2.2,,EU Council Regulations Annex
Portugal,Coryphaenoides rupestris,FRO,FIS,2,,EU Council Regulations Annex
Portugal,Coryphaenoides rupestris,FRO,FSB,3.8,,EU Council Regulations Annex
Portugal,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Portugal,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Portugal,Pseudochaenichthys geogianus,,,,see list of CCF,EU Council Regulations Annex
Portugal,Solea vulgaris,,,,see list of CCF,EU Council Regulations Annex
Portugal,Martialia hyadesi,,,,see list of CCF,EU Council Regulations Annex
Portugal,Chaenocephalus aceratus,,,,see list of CCF,EU Council Regulations Annex
Portugal,Xiphias gladius,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Portugal,Xiphias gladius,FRO,GUT,1.33,,EU Council Regulations Annex
Portugal,Xiphias gladius,FRO,GUH,1.33,,EU Council Regulations Annex
Portugal,Xiphias gladius,FRO,HEA,1.33,,EU Council Regulations Annex
Portugal,Dissostichus eleginoides,,,,see list of CCF,EU Council Regulations Annex
Portugal,Brosme brosme,FRO,GUT,1.2,,EU Council Regulations Annex
Portugal,Micromesistius poutassou,,,,see list of CCF,EU Council Regulations Annex
Portugal,Merlangius merlangus,,,,see list of CCF,EU Council Regulations Annex
Portugal,Tetrapturus albidus,FRE,GTF,1.2,,EU Council Regulations Annex
Spain,Thunnus alalunga,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Thunnus alalunga,FRE,GUG,1.11,,EU Council Regulations Annex
Spain,Thunnus alalunga,FRE,GUH,1.29,,EU Council Regulations Annex
Spain,Thunnus alalunga,FRO,WHL,1,,EU Council Regulations Annex
Spain,Thunnus alalunga,FRO,GUG,1.11,,EU Council Regulations Annex
Spain,Thunnus alalunga,FRO,GUH,1.29,,EU Council Regulations Annex
Spain,Beryx spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Beryx spp,FRO,WHL,1,,EU Council Regulations Annex
Spain,Engraulis encrasicholus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Engraulis encrasicholus,FRO,WHL,1,,EU Council Regulations Annex
Spain,Lophiidae,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Lophiidae,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Lophiidae,FRO,WHL,1,,EU Council Regulations Annex
Spain,Lophiidae,FRO,GUT,1.18,,EU Council Regulations Annex
Spain,Champsocephalus gunnari,,,,see list of CCF,EU Council Regulations Annex
Spain,Thunnus obesus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Thunnus obesus,FRE,GUG,1.11,,EU Council Regulations Annex
Spain,Thunnus obesus,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Spain,Thunnus obesus,FRO,WHL,1,,EU Council Regulations Annex
Spain,Thunnus obesus,FRO,GUG,1.11,,EU Council Regulations Annex
Spain,Thunnus obesus,FRO,GUH,1.29,,EU Council Regulations Annex
Spain,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Spain,Molva dypterygia,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Molva dypterygia,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Molva dypterygia,FRE,GUH,1.4,,EU Council Regulations Annex
Spain,Molva dypterygia,FRO,WHL,1,,EU Council Regulations Annex
Spain,Molva dypterygia,FRO,GUT,1.18,,EU Council Regulations Annex
Spain,Molva dypterygia,FRO,GUH,1.4,,EU Council Regulations Annex
Spain,Aphanopus carbo,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Aphanopus carbo,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Aphanopus carbo,FRO,WHL,1,,EU Council Regulations Annex
Spain,Aphanopus carbo,FRO,GUT,1.48,,EU Council Regulations Annex
Spain,Makaira nigricans,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Makaira nigricans,FRE,GUH,1.32,,EU Council Regulations Annex
Spain,Makaira nigricans,FRO,WHL,1,,EU Council Regulations Annex
Spain,Makaira nigricans,FRO,GUH,1.32,,EU Council Regulations Annex
Spain,Mallotus villosus,,,,see list of CCF,EU Council Regulations Annex
Spain,Gadus morhua,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Gadus morhua,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Gadus morhua,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Spain,Gadus morhua,FRE,FIL,,see list of CCF,EU Council Regulations Annex
Spain,Gadus morhua,FRO,WHL,1,,EU Council Regulations Annex
Spain,Gadus morhua,FRO,GUT,1.18,,EU Council Regulations Annex
Spain,Gadus morhua,FRO,GUH,1.5,,EU Council Regulations Annex
Spain,Gadus morhua,FRO,FIL,2.6,,EU Council Regulations Annex
Spain,Gadus morhua,SAL,GUH,2.2,,EU Council Regulations Annex
Spain,Phycis blennoides,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Phycis blennoides,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Spain,Phycis blennoides,FRO,GUT,1.1,,EU Council Regulations Annex
Spain,Phycis blennoides,FRO,GUH,1.2,,EU Council Regulations Annex
Spain,Reinhardtius hippoglossoides,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Reinhardtius hippoglossoides,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Reinhardtius hippoglossoides,FRE,GUH,1.2,,EU Council Regulations Annex
Spain,Reinhardtius hippoglossoides,FRO,WHL,1,,EU Council Regulations Annex
Spain,Reinhardtius hippoglossoides,FRO,GUT,1.05,,EU Council Regulations Annex
Spain,Reinhardtius hippoglossoides,FRO,GUH,1.2,,EU Council Regulations Annex
Spain,Clupea harengus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Clupea harengus,FRO,WHL,1,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Merluccius merluccius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Merluccius merluccius,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Spain,Merluccius merluccius,FRE,HET,1.59,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRE,FIL,2.27,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRE,TAL,2,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRO,WHL,1,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRO,GUT,1.09,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRO,GUH,1.4,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRO,HET,1.59,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRO,FIL,2.27,,EU Council Regulations Annex
Spain,Merluccius merluccius,FRO,TAL,2,,EU Council Regulations Annex
Spain,Urophycis tenius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Urophycis tenius,FRE,GUT,1.34,,EU Council Regulations Annex
Spain,Urophycis tenius,FRE,GUH,1.67,,EU Council Regulations Annex
Spain,Urophycis tenius,FRO,WHL,1,,EU Council Regulations Annex
Spain,Urophycis tenius,FRO,GUT,1.34,,EU Council Regulations Annex
Spain,Urophycis tenius,FRO,GUH,1.67,,EU Council Regulations Annex
Spain,Trachurus spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Trachurus spp,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Trachurus spp,FRO,WHL,1,,EU Council Regulations Annex
Spain,Trachurus spp,FRO,GUT,1.08,,EU Council Regulations Annex
Spain,Euphausia superba,,,,see list of CCF,EU Council Regulations Annex
Spain,Lepidorhombus spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Lepidorhombus spp,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Lepidorhombus spp,FRO,WHL,1,,EU Council Regulations Annex
Spain,Lepidorhombus spp,FRO,GUT,1.05,,EU Council Regulations Annex
Spain,Channichthys rhinoceratus,,,,see list of CCF,EU Council Regulations Annex
Spain,Molva molva,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Molva molva,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Molva molva,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Spain,Molva molva,FRE,FIL,,see list of CCF,EU Council Regulations Annex
Spain,Molva molva,FRO,WHL,1,,EU Council Regulations Annex
Spain,Molva molva,FRO,GUT,1.1,,EU Council Regulations Annex
Spain,Molva molva,FRO,GUH,1.25,,EU Council Regulations Annex
Spain,Molva molva,FRO,FIL,2.27,,EU Council Regulations Annex
Spain,Scomber scombrus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Scomber scombrus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Scomber scombrus,FRO,WHL,1,,EU Council Regulations Annex
Spain,Scomber scombrus,FRO,GUT,1.1,,EU Council Regulations Annex
Spain,Nephrops norvegicus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Nephrops norvegicus,FRO,WHL,1,,EU Council Regulations Annex
Spain,Notothenia gibberifrons,,,,see list of CCF,EU Council Regulations Annex
Spain,Notothenia rossii,,,,see list of CCF,EU Council Regulations Annex
Spain,Hoplostethus atlanticus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Hoplostethus atlanticus,FRO,WHL,1,,EU Council Regulations Annex
Spain,Chionoecetes spp,,,,see list of CCF,EU Council Regulations Annex
Spain,Pleuronectes platessa,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Pleuronectes platessa,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Pleuronectes platessa,FRO,WHL,1,,EU Council Regulations Annex
Spain,Pleuronectes platessa,FRO,GUT,1.05,,EU Council Regulations Annex
Spain,Pollachius pollachius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Pollachius pollachius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Pollachius pollachius,FRE,GUH,1.2,,EU Council Regulations Annex
Spain,Pollachius pollachius,FRO,WHL,1,,EU Council Regulations Annex
Spain,Pollachius pollachius,FRO,GUT,1.18,,EU Council Regulations Annex
Spain,Pollachius pollachius,FRO,GUH,1.2,,EU Council Regulations Annex
Spain,Pandalus borealis,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Pandalus borealis,FRO,WHL,1,,EU Council Regulations Annex
Spain,Rajidae,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Rajidae,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Rajidae,FRO,WHL,1,,EU Council Regulations Annex
Spain,Rajidae,FRO,GUT,1.21,,EU Council Regulations Annex
Spain,Sebastes spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Sebastes spp,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Sebastes spp,FRE,GUH,1.44,,EU Council Regulations Annex
Spain,Sebastes spp,FRO,WHL,1,,EU Council Regulations Annex
Spain,Sebastes spp,FRO,GUT,1.1,,EU Council Regulations Annex
Spain,Sebastes spp,FRO,GUH,1.44,,EU Council Regulations Annex
Spain,Sebastes spp,FRO,JAP,1.63,,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRE,GHT,,see list of CCF,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRE,FIS,2.6,,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRO,WHL,1,,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRO,GUT,1.11,,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRO,GUH,1.92,,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRO,GHT,3.2,,EU Council Regulations Annex
Spain,Coryphaenoides rupestris,FRO,FIS,2.6,,EU Council Regulations Annex
Spain,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Spain,Pagellus bogaraveo,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Pagellus bogaraveo,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Pagellus bogaraveo,FRO,WHL,1,,EU Council Regulations Annex
Spain,Pagellus bogaraveo,FRO,GUT,1.11,,EU Council Regulations Annex
Spain,Deania histricosa,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Deania histricosa,FRE,GUT,1.31,,EU Council Regulations Annex
Spain,Deania histricosa,FRO,WHL,1,,EU Council Regulations Annex
Spain,Deania histricosa,FRO,GUT,1.31,,EU Council Regulations Annex
Spain,Pseudochaenichthys geogianus,,,,see list of CCF,EU Council Regulations Annex
Spain,Solea vulgaris,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Solea vulgaris,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Solea vulgaris,FRO,WHL,1,,EU Council Regulations Annex
Spain,Solea vulgaris,FRO,GUT,1.04,,EU Council Regulations Annex
Spain,Martialia hyadesi,,,,see list of CCF,EU Council Regulations Annex
Spain,Chaenocephalus aceratus,,,,see list of CCF,EU Council Regulations Annex
Spain,Xiphias gladius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Xiphias gladius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Xiphias gladius,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Spain,Xiphias gladius,FRE,GHT,1.33,,EU Council Regulations Annex
Spain,Xiphias gladius,FRO,WHL,1,,EU Council Regulations Annex
Spain,Xiphias gladius,FRO,GUT,1.11,,EU Council Regulations Annex
Spain,Xiphias gladius,FRO,GUH,1.31,,EU Council Regulations Annex
Spain,Xiphias gladius,FRO,GHT,1.33,,EU Council Regulations Annex
Spain,Dissostichus eleginoides,,,,see list of CCF,EU Council Regulations Annex
Spain,Brosme brosme,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Brosme brosme,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Brosme brosme,FRO,WHL,1,,EU Council Regulations Annex
Spain,Brosme brosme,FRO,GUT,1.13,,EU Council Regulations Annex
Spain,Micromesistius poutassou,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Micromesistius poutassou,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Micromesistius poutassou,FRO,WHL,1,,EU Council Regulations Annex
Spain,Micromesistius poutassou,FRO,GUT,1.15,,EU Council Regulations Annex
Spain,Merlangius merlangus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Merlangius merlangus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Spain,Merlangius merlangus,FRO,WHL,1,,EU Council Regulations Annex
Spain,Merlangius merlangus,FRO,GUT,1.18,,EU Council Regulations Annex
Spain,Tetrapturus albidus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Spain,Tetrapturus albidus,FRO,WHL,1,,EU Council Regulations Annex
Sweden,Lophiidae,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Lophiidae,FRE,GUH,2.5,,EU Council Regulations Annex
Sweden,Lophiidae,FRE,FIL,5,,EU Council Regulations Annex
Sweden,Lophiidae,FRE,GUS,2.5,,EU Council Regulations Annex
Sweden,Argentina silus,,,,see list of CCF,EU Council Regulations Annex
Sweden,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Sweden,Molva dypterygia,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Molva dypterygia,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Molva dypterygia,FRE,GUH,1.34,,EU Council Regulations Annex
Sweden,Molva dypterygia,FRE,FIL,2.4,,EU Council Regulations Annex
Sweden,Scophthalmus rhombus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Scophthalmus rhombus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Scophthalmus rhombus,FRE,FIL,2.4,,EU Council Regulations Annex
Sweden,Aphanopus carbo,,,,see list of CCF,EU Council Regulations Annex
Sweden,Makaira nigricans,,,,see list of CCF,EU Council Regulations Annex
Sweden,Mallotus villosus,,,,see list of CCF,EU Council Regulations Annex
Sweden,Gadus morhua,,,,see list of CCF,EU Council Regulations Annex
Sweden,Squalus acanthias,,,,see list of CCF,EU Council Regulations Annex
Sweden,Platichthys flesus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Platichthys flesus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Platichthys flesus,FRE,GUH,1.04,,EU Council Regulations Annex
Sweden,Platichthys flesus,FRE,FIL,2.4,,EU Council Regulations Annex
Sweden,Platichthys flesus,FRE,GUS,,see list of CCF,EU Council Regulations Annex
Sweden,Melanogrammus aeglefinus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Melanogrammus aeglefinus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Melanogrammus aeglefinus,FRE,FIL,2.23,,EU Council Regulations Annex
Sweden,Clupea harengus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Clupea harengus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Clupea harengus,FRE,FIL,2,,EU Council Regulations Annex
Sweden,Merluccius merluccius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Merluccius merluccius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Merluccius merluccius,FRE,FIL,2.8,,EU Council Regulations Annex
Sweden,Trachurus spp,,,,see list of CCF,EU Council Regulations Annex
Sweden,Microstomus kitt,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Microstomus kitt,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Microstomus kitt,FRE,FIL,2.4,,EU Council Regulations Annex
Sweden,Molva molva,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Molva molva,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Molva molva,FRE,HEA,1.34,,EU Council Regulations Annex
Sweden,Scomber scombrus,,,,see list of CCF,EU Council Regulations Annex
Sweden,Nephrops norvegicus,,,,see list of CCF,EU Council Regulations Annex
Sweden,Hoplostethus atlanticus,,,,see list of CCF,EU Council Regulations Annex
Sweden,Pleuronectes platessa,,,,see list of CCF,EU Council Regulations Annex
Sweden,Pollachius virens,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Pollachius virens,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Pollachius virens,FRE,GUH,1.35,,EU Council Regulations Annex
Sweden,Pollachius virens,FRE,FIL,2.46,,EU Council Regulations Annex
Sweden,Pollachius pollachius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Pollachius pollachius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Pollachius pollachius,FRE,GUH,1.3,,EU Council Regulations Annex
Sweden,Pandalus borealis,,,,see list of CCF,EU Council Regulations Annex
Sweden,Coryphaenoides rupestris,,,,see list of CCF,EU Council Regulations Annex
Sweden,Salmo salar,FRE,WHL,1,,EU Council Regulations Annex
Sweden,Salmo salar,FRE,GUT,1.1,,EU Council Regulations Annex
Sweden,Salmo salar,FRE,FIL,2.8,,EU Council Regulations Annex
Sweden,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Sweden,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Sweden,Solea vulgaris,,,,see list of CCF,EU Council Regulations Annex
Sweden,Sprattus sprattus,,,,see list of CCF,EU Council Regulations Annex
Sweden,Xiphias gladius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Xiphias gladius,FRE,FIL,2,,EU Council Regulations Annex
Sweden,Psetta maxima maxima,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Psetta maxima maxima,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Psetta maxima maxima,FRE,FIL,2.4,,EU Council Regulations Annex
Sweden,Brosme brosme,,,,see list of CCF,EU Council Regulations Annex
Sweden,Micromesistius poutassou,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Micromesistius poutassou,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Micromesistius poutassou,FRE,FIL,2,,EU Council Regulations Annex
Sweden,Merlangius merlangus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Merlangius merlangus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Merlangius merlangus,FRE,FIL,2.4,,EU Council Regulations Annex
Sweden,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
Sweden,Glyptocephalus cynoglossus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Sweden,Glyptocephalus cynoglossus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Sweden,Glyptocephalus cynoglossus,FRE,FIL,2.4,,EU Council Regulations Annex
Sweden,Limanda ferruginea,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Thunnus alalunga,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Thunnus alalunga,FRE,GUG,1.125,,EU Council Regulations Annex
United Kingdom,Thunnus alalunga,FRO,GUG,1.125,,EU Council Regulations Annex
United Kingdom,Thunnus alalunga,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Beryx spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Beryx spp,FRO,GUH,1.4,,EU Council Regulations Annex
United Kingdom,Beryx spp,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Lophiidae,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Lophiidae,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Lophiidae,FRE,GUH,,see list of CCF,EU Council Regulations Annex
United Kingdom,Lophiidae,FRE,TAL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Lophiidae,FRO,GUT,1.28,,EU Council Regulations Annex
United Kingdom,Lophiidae,FRO,GUH,2,,EU Council Regulations Annex
United Kingdom,Lophiidae,FRO,FIS,5.6,,EU Council Regulations Annex
United Kingdom,Lophiidae,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Champsocephalus gunnari,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Argentina silus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Argentina silus,FRE,GUH,1.18,,EU Council Regulations Annex
United Kingdom,Argentina silus,FRO,GUH,1.18,,EU Council Regulations Annex
United Kingdom,Argentina silus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRE,GUH,1.32,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRE,SGH,2.38,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRE,FIS,2.8,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRE,FIL,2.8,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRO,GUT,1.15,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRO,GUH,1.32,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRO,SGH,2.38,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRO,FIS,2.8,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Molva dypterygia,FRO,FIL,2.8,,EU Council Regulations Annex
United Kingdom,Scophthalmus rhombus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Scophthalmus rhombus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Scophthalmus rhombus,FRE,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Scophthalmus rhombus,FRE,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Scophthalmus rhombus,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Scophthalmus rhombus,FRO,HEA,1.05,,EU Council Regulations Annex
United Kingdom,Scophthalmus rhombus,FRO,FIL,2.7,,EU Council Regulations Annex
United Kingdom,Scophthalmus rhombus,FRO,FIS,2.7,,EU Council Regulations Annex
United Kingdom,Aphanopus carbo,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Aphanopus carbo,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Aphanopus carbo,FRE,GUH,1.395,,EU Council Regulations Annex
United Kingdom,Aphanopus carbo,FRE,HEA,,see list of CCF,EU Council Regulations Annex
United Kingdom,Aphanopus carbo,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Aphanopus carbo,FRO,GUT,1.1,,EU Council Regulations Annex
United Kingdom,Aphanopus carbo,FRO,GUH,1.395,,EU Council Regulations Annex
United Kingdom,Aphanopus carbo,FRO,HEA,1.395,,EU Council Regulations Annex
United Kingdom,Makaira nigricans,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Mallotus villosus,,,,see list of CCF,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRE,WHL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRE,GUT,,see list of CCF,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRE,GUH,,see list of CCF,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRE,FIL,,see list of CCF,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRE,FIS,,see list of CCF,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRE,SGT,1.83,,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRE,SGH,2.38,,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRO,WHL,1,,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRO,GUT,1.17,,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRO,GUH,1.52,,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRO,FIL,2.6,,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRO,FIS,2.6,,EU Council Regulations Annex
United Kingdom,Gadus morhua,FRO,SGT,1.83,,EU Council Regulations Annex
