country,scientific_name,state,presentation,factor,note,reference
France,Melanogrammus aeglefinus,FRE,HEA,1.38,,EU Council Regulations Annex
France,Melanogrammus aeglefinus,FRO,FIL,3,,EU Council Regulations Annex
France,Clupea harengus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Clupea harengus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
France,Clupea harengus,FRE,HEA,1.44,,EU Council Regulations Annex
France,Clupea harengus,FRE,FIL,2,,EU Council Regulations Annex
France,Clupea harengus,FRO,FIL,2,,EU Council Regulations Annex
France,Merluccius merluccius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Merluccius merluccius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
France,Merluccius merluccius,FRE,HEA,1.4,,EU Council Regulations Annex
France,Merluccius merluccius,FRE,FIL,2.46,,EU Council Regulations Annex
France,Merluccius merluccius,FRO,FIL,2.46,,EU Council Regulations Annex
France,Trachurus spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Trachurus spp,FRE,GUT,,see list of CCF,EU Council Regulations Annex
France,Trachurus spp,FRE,FIL,1.92,,EU Council Regulations Annex
France,Trachurus spp,FRO,FIL,1.92,,EU Council Regulations Annex
France,Euphausia superba,,,,see list of CCF,EU Council Regulations Annex
France,Microstomus kitt,,,,see list of CCF,EU Council Regulations Annex
France,Lepidorhombus spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Lepidorhombus spp,FRE,GUT,,see list of CCF,EU Council Regulations Annex
France,Lepidorhombus spp,FRE,HEA,1.5,,EU Council Regulations Annex
France,Lepidorhombus spp,FRO,FIL,2.6,,EU Council Regulations Annex
France,Channichthys rhinoceratus,,,,see list of CCF,EU Council Regulations Annex
France,Molva molva,,,,see list of CCF,EU Council Regulations Annex
France,Scomber scombrus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Scomber scombrus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
France,Scomber scombrus,FRE,HEA,1.3,,EU Council Regulations Annex
France,Scomber scombrus,FRO,FIL,1.92,,EU Council Regulations Annex
France,Nephrops norvegicus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Nephrops norvegicus,FRE,CLA,3,,EU Council Regulations Annex
France,Nephrops norvegicus,FRE,TAL,,see list of CCF,EU Council Regulations Annex
France,Notothenia gibberfrons,,,,see list of CCF,EU Council Regulations Annex
France,Notothenia gibberfrons,,,,see list of CCF,EU Council Regulations Annex
France,Notothenia rossii,,,,see list of CCF,EU Council Regulations Annex
France,Hoplostethus atlanticus,,,,see list of CCF,EU Council Regulations Annex
France,Penaeus spp,,,,see list of CCF,EU Council Regulations Annex
France,Pleuronectes platessa,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Pleuronectes platessa,FRE,GUT,,see list of CCF,EU Council Regulations Annex
France,Pleuronectes platessa,FRE,HEA,1.2,,EU Council Regulations Annex
France,Pleuronectes platessa,FRO,FIL,2.6,,EU Council Regulations Annex
France,Pollachius virens,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Pollachius virens,FRE,GUT,,see list of CCF,EU Council Regulations Annex
France,Pollachius virens,FRE,HEA,1.38,,EU Council Regulations Annex
France,Pollachius virens,FRO,FIL,2.43,,EU Council Regulations Annex
France,Pollachius pollachius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Pollachius pollachius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
France,Pollachius pollachius,FRE,HEA,1.3,,EU Council Regulations Annex
France,Pollachius pollachius,FRO,FIL,3.1,,EU Council Regulations Annex
France,Pandalus borealis,,,,see list of CCF,EU Council Regulations Annex
France,Rajidae,,,,see list of CCF,EU Council Regulations Annex
France,Sebastes spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Sebastes spp,FRE,GUT,1.1,,EU Council Regulations Annex
France,Sebastes spp,FRE,HEA,1.44,,EU Council Regulations Annex
France,Sebastes spp,FRE,FIL,3.37,,EU Council Regulations Annex
France,Sebastes spp,FRO,FIL,3.37,,EU Council Regulations Annex
France,Macrourus berglax,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Macrourus berglax,FRE,GUT,1.11,,EU Council Regulations Annex
France,Macrourus berglax,FRE,HEA,2,,EU Council Regulations Annex
France,Macrourus berglax,FRE,FIL,2.6,,EU Council Regulations Annex
France,Coryphaenoides rupestris,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Coryphaenoides rupestris,FRE,GUT,1.11,,EU Council Regulations Annex
France,Coryphaenoides rupestris,FRE,FIL,2.6,,EU Council Regulations Annex
France,Ammodytes spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Ammodytes spp,FRE,GUT,1.04,,EU Council Regulations Annex
France,Pagellus bogaraveo,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Pagellus bogaraveo,FRE,GUT,1.11,,EU Council Regulations Annex
France,Deania histricosa,,,,see list of CCF,EU Council Regulations Annex
France,Deania profundorum,,,,see list of CCF,EU Council Regulations Annex
France,Pseudochaenichthys georgianus,,,,see list of CCF,EU Council Regulations Annex
France,Solea vulgaris,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Solea vulgaris,FRE,GUT,1.04,,EU Council Regulations Annex
France,Solea vulgaris,FRE,HEA,1.5,,EU Council Regulations Annex
France,Solea vulgaris,FRO,FIL,2.5,,EU Council Regulations Annex
France,Sprattus sprattus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Sprattus sprattus,FRE,GUT,1.04,,EU Council Regulations Annex
France,Sprattus sprattus,FRE,HEA,1.44,,EU Council Regulations Annex
France,Martialia hyadesi,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Chaenocephalus aceratus,,,,see list of CCF,EU Council Regulations Annex
France,Xiphias gladius,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Xiphias gladius,FRE,GUG,1.2,,EU Council Regulations Annex
France,Dissostichus eleginoides,,,,see list of CCF,EU Council Regulations Annex
France,Psetta maxima maxina,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Psetta maxima maxina,FRE,GUT,1.11,,EU Council Regulations Annex
France,Brosme brosme,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Brosme brosme,FRE,GUT,1.17,,EU Council Regulations Annex
France,Brosme brosme,FRE,FIL,2.3,,EU Council Regulations Annex
France,Micromesistius poutassou,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Micromesistius poutassou,FRE,GUT,1.21,,EU Council Regulations Annex
France,Micromesistius poutassou,FRE,FIL,2.9,,EU Council Regulations Annex
France,Micromesistius poutassou,FRO,SUR,2.97,,EU Council Regulations Annex
France,Merlangius merlangus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Merlangius merlangus,FRE,GUT,1.21,,EU Council Regulations Annex
France,Merlangius merlangus,FRE,HEA,1.4,,EU Council Regulations Annex
France,Merlangius merlangus,FRO,FIL,3,,EU Council Regulations Annex
France,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
France,Glyptocephalus cynoglossus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
France,Glyptocephalus cynoglossus,FRE,GUT,1.11,,EU Council Regulations Annex
France,Limanda ferruginea,,,,see list of CCF,EU Council Regulations Annex
Ireland,Thunnus alalunga,,,,see list of CCF,EU Council Regulations Annex
Ireland,Beryx spp,,,,see list of CCF,EU Council Regulations Annex
Ireland,Lophiidae,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Ireland,Lophiidae,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Ireland,Lophiidae,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Ireland,Argentina silus,,,,see list of CCF,EU Council Regulations Annex
Ireland,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Ireland,Molva dyprerygia,,,,see list of CCF,EU Council Regulations Annex
Ireland,Aphanopus carbo,,,,see list of CCF,EU Council Regulations Annex
Ireland,Makaira nigricans,,,,see list of CCF,EU Council Regulations Annex
Ireland,Mallotus villosus,,,,see list of CCF,EU Council Regulations Annex
Ireland,Gadus morhua,,,,see list of CCF,EU Council Regulations Annex
Ireland,Phycis blennoides,,,,see list of CCF,EU Council Regulations Annex
Ireland,Reinhardtius hippoglossoides,,,,see list of CCF,EU Council Regulations Annex
Ireland,Melanogrammus aeglefinus,,,,see list of CCF,EU Council Regulations Annex
Ireland,Clupea harengus,,,,see list of CCF,EU Council Regulations Annex
Ireland,Merluccius merluccius,,,,see list of CCF,EU Council Regulations Annex
Ireland,Trachurus spp,,,,see list of CCF,EU Council Regulations Annex
Ireland,Lepidorhombus spp,,,,see list of CCF,EU Council Regulations Annex
Ireland,Molva molva,,,,see list of CCF,EU Council Regulations Annex
Ireland,Scomber scombrus,,,,see list of CCF,EU Council Regulations Annex
Ireland,Nephrops norvegicus,,,,see list of CCF,EU Council Regulations Annex
Ireland,Hoplostethus atlanticus,,,,see list of CCF,EU Council Regulations Annex
Ireland,Chionoecetes spp,,,,see list of CCF,EU Council Regulations Annex
Ireland,Pleuronectes platessa,,,,see list of CCF,EU Council Regulations Annex
Ireland,Pollachius virens,,,,see list of CCF,EU Council Regulations Annex
Ireland,Pollachius pollachius,,,,see list of CCF,EU Council Regulations Annex
Ireland,Sebastes spp,,,,see list of CCF,EU Council Regulations Annex
Ireland,Coryphaenoides rupestris,,,,see list of CCF,EU Council Regulations Annex
Ireland,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Ireland,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Ireland,Deania histricosa,,,,see list of CCF,EU Council Regulations Annex
Ireland,Deania profundorum,,,,see list of CCF,EU Council Regulations Annex
Ireland,Solea vulgaris,,,,see list of CCF,EU Council Regulations Annex
Ireland,Xiphias gladius,,,,see list of CCF,EU Council Regulations Annex
Ireland,Brosme brosme,,,,see list of CCF,EU Council Regulations Annex
Ireland,Micromesistius poutassou,,,,see list of CCF,EU Council Regulations Annex
Ireland,Merlangius merlangus,,,,see list of CCF,EU Council Regulations Annex
Ireland,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
Italy,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Italy,Molva dyprerygia,,,,see list of CCF,EU Council Regulations Annex
Italy,Aphanopus carbo,,,,see list of CCF,EU Council Regulations Annex
Italy,Makaira nigricans,,,,see list of CCF,EU Council Regulations Annex
Italy,Mallotus villosus,,,,see list of CCF,EU Council Regulations Annex
Italy,Gadus morhua,,,,see list of CCF,EU Council Regulations Annex
Italy,Hoplostethus atlanticus,,,,see list of CCF,EU Council Regulations Annex
Italy,Coryphaenoides rupestris,,,,see list of CCF,EU Council Regulations Annex
Italy,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Italy,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Italy,Xiphias gladius,,,,see list of CCF,EU Council Regulations Annex
Italy,Brosme brosme,,,,see list of CCF,EU Council Regulations Annex
Italy,Micromesistius poutassou,,,,see list of CCF,EU Council Regulations Annex
Italy,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Lithuania,Molva dypterygia,FRO,GUH,1.5,,EU Council Regulations Annex
Lithuania,Aphanopus carbo,FRO,GUH,1.4,,EU Council Regulations Annex
Lithuania,Makaira nigricans,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Mallotus villosus,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Gadus morhua,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Lithuania,Gadus morhua,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Lithuania,Gadus morhua,FRO,GUH,1.5,,EU Council Regulations Annex
Lithuania,Reinhardtius hippoglossoides,FRO,GUH,1.35,,EU Council Regulations Annex
Lithuania,Clupea harengus,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Scomber scombrus,FRO,GUH,1.45,,EU Council Regulations Annex
Lithuania,Hoplostethis atlanticus,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Pandalus borealis,FRO,WHL,1,,EU Council Regulations Annex
Lithuania,Rajidae,FRO,WNG+SKI,4,,EU Council Regulations Annex
Lithuania,Sebastes spp,FRO,GUH,1.9,,EU Council Regulations Annex
Lithuania,Coryphaenoides rupestris,FRO,JAT,2.3,,EU Council Regulations Annex
Lithuania,Coryphaenoides rupestris,FRO,FIS,3.5,,EU Council Regulations Annex
Lithuania,Salmo salar,FRE,GUT,1.12,,EU Council Regulations Annex
Lithuania,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Sprattus sprattus,FRE,GUH,1.39,,EU Council Regulations Annex
Lithuania,Illex illecebrosus,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Xiphias gladius,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Brosme brosme,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Micromesistius poutassou,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
Lithuania,Limanda ferruginea,FRO,JAT,1.4,,EU Council Regulations Annex
Latvia,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Latvia,Molva dypterygia,,,,see list of CCF,EU Council Regulations Annex
Latvia,Aphanopus carbo,,,,see list of CCF,EU Council Regulations Annex
Latvia,Makaira nigricans,,,,see list of CCF,EU Council Regulations Annex
Latvia,Mallotus villosus,,,,see list of CCF,EU Council Regulations Annex
Latvia,Gadus morhua,,,,see list of CCF,EU Council Regulations Annex
Latvia,Reinhardtius hippoglossoides,FRO,GUH,1.3,,EU Council Regulations Annex
Latvia,Clupea harengus,,,,see list of CCF,EU Council Regulations Annex
Latvia,Scomber scombrus,,,,see list of CCF,EU Council Regulations Annex
Latvia,Hoplostethus atlanticus,,,,see list of CCF,EU Council Regulations Annex
Latvia,Pandalus borealis,FRO,WHL,1,,EU Council Regulations Annex
Latvia,Sebastes spp,FRO,GUH,1.52,,EU Council Regulations Annex
Latvia,Coryphaenoides rupestris,,,,see list of CCF,EU Council Regulations Annex
Latvia,Salmo salar,FRE,WHL,1.1,,EU Council Regulations Annex
Latvia,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Latvia,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Latvia,Sprattus sprattus,,,,see list of CCF,EU Council Regulations Annex
Latvia,Illex illecebrosus,,,,see list of CCF,EU Council Regulations Annex
Latvia,Xiphias gladius,,,,see list of CCF,EU Council Regulations Annex
Latvia,Brosme brosme,,,,see list of CCF,EU Council Regulations Annex
Latvia,Micromesistius poutassou,,,,see list of CCF,EU Council Regulations Annex
Latvia,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
Latvia,Limanda ferruginea,,,,see list of CCF,EU Council Regulations Annex
Malta,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Malta,Molva dypterygia,,,,see list of CCF,EU Council Regulations Annex
Malta,Aphanopus carbo,,,,see list of CCF,EU Council Regulations Annex
Malta,Makaira nigricans,,,,see list of CCF,EU Council Regulations Annex
Malta,Mallotus villosus,,,,see list of CCF,EU Council Regulations Annex
Malta,Gadus morhua,,,,see list of CCF,EU Council Regulations Annex
Malta,Hoplostethus atlanticus,,,,see list of CCF,EU Council Regulations Annex
Malta,Coryphaenoides rupestris,,,,see list of CCF,EU Council Regulations Annex
Malta,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Malta,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Malta,Xiphias gladius,FRE,DWT,1.333,,EU Council Regulations Annex
Malta,Xiphias gladius,FRE,GUG,1.12,,EU Council Regulations Annex
Malta,Brosme brosme,,,,see list of CCF,EU Council Regulations Annex
Malta,Micromesistius poutassou,,,,see list of CCF,EU Council Regulations Annex
Malta,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Ammodytes spp,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Solea vulgaris,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Sprattus sprattus,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Xiphias gladius,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Psetta maxima maxina,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Brosme brosme,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Micromesistius poutassou,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Merlangius merlangus,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Glyptocephalus cynoglossus,,,,see list of CCF,EU Council Regulations Annex
Netherlands,Limanda ferruginea,,,,see list of CCF,EU Council Regulations Annex
Poland,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Poland,Molva dypterygia,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Molva dypterygia,FRE,GUH,1.4,,EU Council Regulations Annex
Poland,Molva dypterygia,FRE,FIL,2.8,,EU Council Regulations Annex
Poland,Molva dypterygia,FRE,FSP,2.8,,EU Council Regulations Annex
Poland,Molva dypterygia,FRE,FIS,2.8,,EU Council Regulations Annex
Poland,Molva dypterygia,FRE,FSB,2.8,,EU Council Regulations Annex
Poland,Molva dypterygia,FRO,FIS,2.8,,EU Council Regulations Annex
Poland,Aphanopus carbo,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Poland,Aphanopus carbo,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Aphanopus carbo,FRE,GUH,1.45,,EU Council Regulations Annex
Poland,Aphanopus carbo,FRO,GUH,1.25,,EU Council Regulations Annex
Poland,Makaira nigricans,,,,see list of CCF,EU Council Regulations Annex
Poland,Mallotus villosus,FRE,GUT,1,,EU Council Regulations Annex
Poland,Mallotus villosus,FRE,GUH,1,,EU Council Regulations Annex
Poland,Gadus morhua,,,,see list of CCF,EU Council Regulations Annex
Poland,Reinhardtius hippoglossoides,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Reinhardtius hippoglossoides,FRE,GUH,1.2,,EU Council Regulations Annex
Poland,Reinhardtius hippoglossoides,FRE,FIL,1.97,,EU Council Regulations Annex
Poland,Reinhardtius hippoglossoides,FRE,FSP,1.97,,EU Council Regulations Annex
Poland,Reinhardtius hippoglossoides,FRE,FSB,1.97,,EU Council Regulations Annex
Poland,Reinhardtius hippoglossoides,FRE,FIS,1.97,,EU Council Regulations Annex
Poland,Reinhardtius hippoglossoides,FRO,JAT,1.5,,EU Council Regulations Annex
Poland,Reinhardtius hippoglossoides,FRO,JAP,1.43,,EU Council Regulations Annex
Poland,Clupea harengus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Poland,Clupea harengus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Clupea harengus,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Poland,Clupea harengus,FRE,FSB,2,,EU Council Regulations Annex
Poland,Clupea harengus,FRE,FSP,2,,EU Council Regulations Annex
Poland,Clupea harengus,FRE,FIL,2,,EU Council Regulations Annex
Poland,Clupea harengus,FRE,FIS,2,,EU Council Regulations Annex
Poland,Clupea harengus,FRO,FIL,2.03,,EU Council Regulations Annex
Poland,Scomber scombrus,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Scomber scombrus,FRE,GUH,1.3,,EU Council Regulations Annex
Poland,Scomber scombrus,FRE,FSB,2.6,,EU Council Regulations Annex
Poland,Scomber scombrus,FRE,FIL,2.6,,EU Council Regulations Annex
Poland,Scomber scombrus,FRE,FIS,2.6,,EU Council Regulations Annex
Poland,Scomber scombrus,FRE,FSP,2.6,,EU Council Regulations Annex
Poland,Scomber scombrus,FRO,FIL,2.6,,EU Council Regulations Annex
Poland,Hoplostethus atlanticus,FRE,GUT,1.2,,EU Council Regulations Annex
Poland,Hoplostethus atlanticus,FRE,GUH,1.65,,EU Council Regulations Annex
Poland,Hoplostethus atlanticus,FRE,FIL,4.77,,EU Council Regulations Annex
Poland,Hoplostethus atlanticus,FRE,FIS,4.77,,EU Council Regulations Annex
Poland,Hoplostethus atlanticus,FRE,FSB,4.77,,EU Council Regulations Annex
Poland,Hoplostethus atlanticus,FRE,FSP,4.77,,EU Council Regulations Annex
Poland,Pleuronectes platessa,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Pleuronectes platessa,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Poland,Pleuronectes platessa,FRE,FIL,,see list of CCF,EU Council Regulations Annex
Poland,Pleuronectes platessa,FRE,FIS,2.4,,EU Council Regulations Annex
Poland,Pleuronectes platessa,FRE,FSB,2.4,,EU Council Regulations Annex
Poland,Pleuronectes platessa,FRE,FSP,2.4,,EU Council Regulations Annex
Poland,Pandalus borealis,FRO,WHL,1,,EU Council Regulations Annex
Poland,Sebastes spp,FRO,JAP,2,,EU Council Regulations Annex
Poland,Coryphaenoides rupestris,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Coryphaenoides rupestris,FRE,GUH,,see list of CCF,EU Council Regulations Annex
Poland,Coryphaenoides rupestris,FRE,FIL,2.8,,EU Council Regulations Annex
Poland,Coryphaenoides rupestris,FRE,FIS,2.8,,EU Council Regulations Annex
Poland,Coryphaenoides rupestris,FRE,FSB,2.8,,EU Council Regulations Annex
Poland,Coryphaenoides rupestris,FRE,FSP,2.8,,EU Council Regulations Annex
Poland,Salmo salar,FRE,GUT,1.15,,EU Council Regulations Annex
Poland,Ammodytes spp,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Poland,Ammodytes spp,FRE,GUT,1,,EU Council Regulations Annex
Poland,Ammodytes spp,FRE,GUH,1,,EU Council Regulations Annex
Poland,Pagellus bogaraveo,,,,see list of CCF,EU Council Regulations Annex
Poland,Sprattus sprattus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Poland,Sprattus sprattus,FRE,GUT,1,,EU Council Regulations Annex
Poland,Sprattus sprattus,FRE,GUH,1,,EU Council Regulations Annex
Poland,Sprattus sprattus,FRE,FIL,2,,EU Council Regulations Annex
Poland,Sprattus sprattus,FRE,FIS,2,,EU Council Regulations Annex
Poland,Sprattus sprattus,FRE,FSB,2,,EU Council Regulations Annex
Poland,Sprattus sprattus,FRE,FSP,2,,EU Council Regulations Annex
Poland,Illex illecebrosus,,,,see list of CCF,EU Council Regulations Annex
Poland,Xiphias gladius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Xiphias gladius,FRE,GUG,1.3,,EU Council Regulations Annex
Poland,Xiphias gladius,FRE,FIL,2.6,,EU Council Regulations Annex
Poland,Xiphias gladius,FRE,FIS,2.6,,EU Council Regulations Annex
Poland,Xiphias gladius,FRE,FSB,2.6,,EU Council Regulations Annex
Poland,Xiphias gladius,FRE,FSP,2.6,,EU Council Regulations Annex
Poland,Brosme brosme,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Brosme brosme,FRE,GUH,1.4,,EU Council Regulations Annex
Poland,Brosme brosme,FRE,FSB,2.55,,EU Council Regulations Annex
Poland,Brosme brosme,FRE,FIS,2.55,,EU Council Regulations Annex
Poland,Brosme brosme,FRE,FIL,2.55,,EU Council Regulations Annex
Poland,Brosme brosme,FRE,FSP,2.55,,EU Council Regulations Annex
Poland,Brosme brosme,FRO,FIL,2.55,,EU Council Regulations Annex
Poland,Micromesistius poutassou,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Poland,Micromesistius poutassou,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Poland,Micromesistius poutassou,FRE,GUH,1,,EU Council Regulations Annex
Poland,Micromesistius poutassou,FRE,FSB,2,,EU Council Regulations Annex
Poland,Micromesistius poutassou,FRE,FIS,2,,EU Council Regulations Annex
Poland,Micromesistius poutassou,FRE,FIL,2,,EU Council Regulations Annex
Poland,Micromesistius poutassou,FRE,FSP,2,,EU Council Regulations Annex
Poland,Tetrapturus albidus,,,,see list of CCF,EU Council Regulations Annex
Poland,Limanda ferruginea,,,,see list of CCF,EU Council Regulations Annex
Portugal,Thunnus alalunga,FRO,GUH,1.29,,EU Council Regulations Annex
Portugal,Thunnus alalunga,FRO,GUT,1.29,,EU Council Regulations Annex
Portugal,Beryx spp,,,,see list of CCF,EU Council Regulations Annex
Portugal,Engraulis encrasicholus,,,,see list of CCF,EU Council Regulations Annex
Portugal,Lophiidae,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Portugal,Lophiidae,FRO,GUT,1.2,,EU Council Regulations Annex
Portugal,Lophiidae,FRO,GUH,1.2,,EU Council Regulations Annex
Portugal,Champsocephalus gunnari,,,,see list of CCF,EU Council Regulations Annex
Portugal,Thunnus obesus,FRE,GUG,1.13,,EU Council Regulations Annex
Portugal,Thunnus obesus,FRO,GUH,1.25,,EU Council Regulations Annex
Portugal,Thunnus obesus,FRO,HEA,1.25,,EU Council Regulations Annex
Portugal,Thunnus thynnus,,,,see ICCAT website,EU Council Regulations Annex
Portugal,Molva dypterygia,,,,see list of CCF,EU Council Regulations Annex
Portugal,Aphanopus carbo,,,,see list of CCF,EU Council Regulations Annex
Portugal,Makaira nigricans,FRE,GTF,1.2,,EU Council Regulations Annex
Portugal,Mallotus villosus,FRO,WHL,1,,EU Council Regulations Annex
Portugal,Gadus morhua,FRO,GUT,1.22,,EU Council Regulations Annex
Portugal,Gadus morhua,FRO,GUH,1.4,,EU Council Regulations Annex
Portugal,Gadus morhua,FRO,FIL,2.6,,EU Council Regulations Annex
Portugal,Gadus morhua,FRO,FIS,2.6,,EU Council Regulations Annex
Portugal,Gadus morhua,FRO,CBF,1.66,,EU Council Regulations Annex
Portugal,Gadus morhua,FRO,JAT,1.6,,EU Council Regulations Annex
Portugal,Gadus morhua,SAL,SAL,3,,EU Council Regulations Annex
Portugal,Gadus morhua,SAL,SAD,4.3,,EU Council Regulations Annex
Portugal,Phycis blennoides,,,,see list of CCF,EU Council Regulations Annex
Portugal,Reinhardtius hippoglossoides,FRO,GUT,1.05,,EU Council Regulations Annex
Portugal,Reinhardtius hippoglossoides,FRO,GUH,1.35,,EU Council Regulations Annex
Portugal,Reinhardtius hippoglossoides,FRO,JAT,1.4,,EU Council Regulations Annex
Portugal,Clupea harengus,,,,see list of CCF,EU Council Regulations Annex
Portugal,Merluccius merluccius,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Portugal,Merluccius merluccius,FRO,GUT,1.6,,EU Council Regulations Annex
Portugal,Merluccius merluccius,FRO,GUH,1.67,,EU Council Regulations Annex
Portugal,Merluccius merluccius,FRO,FIS,2.27,,EU Council Regulations Annex
Portugal,Urophycis tenius,FRO,GUH,1.4,,EU Council Regulations Annex
Portugal,Urophycis tenius,FRO,FIS,3.8,,EU Council Regulations Annex
Portugal,Urophycis tenius,SAL,SAL,2.46,,EU Council Regulations Annex
Portugal,Trachurus spp,,,,see list of CCF,EU Council Regulations Annex
Portugal,Euphausia superba,,,,see list of CCF,EU Council Regulations Annex
Portugal,Lepidorhombus spp,,,,see list of CCF,EU Council Regulations Annex
Portugal,Channichthys rhinoceratus,,,,see list of CCF,EU Council Regulations Annex
Portugal,Molva molva,FRE,GUT,,see list of CCF,EU Council Regulations Annex
Portugal,Molva molva,FRO,GUH,1.4,,EU Council Regulations Annex
Portugal,Molva molva,FRO,FIS,2.3,,EU Council Regulations Annex
Portugal,Scomber scombrus,FRE,WHL,,see list of CCF,EU Council Regulations Annex
Portugal,Scomber scombrus,FRO,GUH,1.47,,EU Council Regulations Annex
